Product,Product Description,6.2021,7.2021,8.2021,Overall Result
"00575665","BSH BGS HEPA FILTER",1,,,1
"00579308","BOSCH BGS5PERF TURBO HEAD",1,,,1
"00860","BRITEX GROUT & TILE REFILL BRUSH INSERT",1,,,1
"016208","VITAMIX 0.9L DRY GRAINS CONTAINER",1,,,1
"056264","VITAMIX 600ML CONTAINER/TRAVEL CUP",1,,,1
"086033","BRAEMAR WF2000-30NG 30MJ FURNACE",1,,,1
"09616270","MIELE SF-HA30 HEPA FILTER",1,,,1
"1005FTSN","RINNAI ENERGYSAVER 1005FT WHITE NG",1,,,1
"1032121610","SODASTREAM 60L USER LICENSE",1,,,1
"107409853","NILFISK ELITE COMFORT TURBO HEAD",1,,,1
"107410296","NILFISK ELITE COMFORT ELBOW",1,,,1
"11365","NESPRESSO ESSENZA MINI PURE WHITE",1,,,1
"1183232014","EFC ZUC4101AF CONE FILTER",1,,,1
"1470243520","NILFISK ALLERGY ELBOW HANDLE",1,,,1
"1601974","BISSELL 2177F HEPA FILTER",1,,,1
"162524","MORPHY RIC EVOKE FILT BLUE STEEL",1,,,1
"1673U","BISSELL ZING BAGGED VACUUM",1,,,1
"1941F","BISSELL PET HAIR ERASER UPRIGHT VACUUM",1,,,1
"2057","BISSELL BARK BATH SHAMPOO",1,,,1
"23780","EH EASY STORE CORD WRAP IRON",1,,,1
"28520086","S/CARE KIDS HDS SML HX6032/35",1,,,1
"28520160","PHILIPS SHAVER HEADS SH30/51",1,,,1
"28520431","PHILIPS SHAVER HEADS SH70/53",1,,,1
"3003101BARPRO10","LOR CAPS BARISTA DOUBLE PROFUNDO 10 PAC",1,,,1
"30050418","NILFISK BRAVO BAG HOLDER",1,,,1
"308008-01","DYSON HP03 HOT COOL WHT/SIL PURIFIER",1,,,1
"38508/340","BARISTA PACK FOR ECF01 COFFEE MACHINE",1,,,1
"422203624151","PHILIPS SHAVER CHARGER FOR S7310 S5620",1,,,1
"4361","FLAWLESS FINISHING TOUCH FACE RCH LVDR",1,,,1
"4419697","IROBOT R980 FILTER",1,,,1
"4419704","IROBOT 800 SERIES ROLLERS",1,,,1
"46247","PRESTIGE STOVE TOP KETTLE BLACK",1,,,1
"4624876","IROBOT E515 3 PK CANISTER FILTERS",1,,,1
"4643570","IROBOT M613800 MOP PADS 2 PK",1,,,1
