Store,Dept,Date,Weekly_Sales,IsHoliday
13,1,2010-02-05 00:00:00.000,46761.9,False
13,1,2010-02-19 00:00:00.000,44042.19,False
13,1,2010-02-26 00:00:00.000,31574.04,False
13,1,2010-03-05 00:00:00.000,34505.07,False
13,1,2010-03-12 00:00:00.000,41709.47,False
13,1,2010-03-19 00:00:00.000,49711.13,False
13,1,2010-03-26 00:00:00.000,60176.08,False
13,1,2010-04-02 00:00:00.000,139870.9,False
13,1,2010-04-09 00:00:00.000,70174.14,False
13,1,2010-04-16 00:00:00.000,26122.8,False
13,1,2010-04-23 00:00:00.000,27434.49,False
13,1,2010-04-30 00:00:00.000,27969.13,False
13,1,2010-05-07 00:00:00.000,33966.45,False
13,1,2010-05-14 00:00:00.000,33501.17,False
13,1,2010-05-21 00:00:00.000,32667.51,False
13,1,2010-05-28 00:00:00.000,35332.42,False
13,1,2010-06-04 00:00:00.000,33383.09,False
13,1,2010-06-11 00:00:00.000,31900.4,False
13,1,2010-06-18 00:00:00.000,34803.25,False
13,1,2010-06-25 00:00:00.000,34353.35,False
13,1,2010-07-02 00:00:00.000,33967.55,False
13,1,2010-07-09 00:00:00.000,30286.11,False
13,1,2010-07-16 00:00:00.000,32113.02,False
13,1,2010-07-23 00:00:00.000,32222.95,False
13,1,2010-07-30 00:00:00.000,30914.46,False
13,1,2010-08-06 00:00:00.000,32420.69,False
13,1,2010-08-13 00:00:00.000,30902.78,False
13,1,2010-08-20 00:00:00.000,31722.59,False
13,1,2010-08-27 00:00:00.000,28174.19,False
13,1,2010-09-03 00:00:00.000,32063.75,False
13,1,2010-09-17 00:00:00.000,32888.13,False
13,1,2010-09-24 00:00:00.000,33432.69,False
13,1,2010-10-01 00:00:00.000,35901.04,False
13,1,2010-10-08 00:00:00.000,45331.16,False
13,1,2010-10-15 00:00:00.000,52586.78,False
13,1,2010-10-22 00:00:00.000,61630.44,False
13,1,2010-10-29 00:00:00.000,104366.18,False
13,1,2010-11-05 00:00:00.000,54108.64,False
13,1,2010-11-12 00:00:00.000,26954.17,False
13,1,2010-11-19 00:00:00.000,31229.77,False
13,1,2010-12-03 00:00:00.000,47101.26,False
13,1,2010-12-10 00:00:00.000,75567.02,False
13,1,2010-12-17 00:00:00.000,126194.22,False
13,1,2010-12-24 00:00:00.000,172225.55,False
13,1,2011-01-07 00:00:00.000,24627.06,False
13,1,2011-01-14 00:00:00.000,27800.12,False
13,1,2011-01-21 00:00:00.000,34012.89,False
13,1,2011-01-28 00:00:00.000,33986.89,False
13,1,2011-02-04 00:00:00.000,41444.71,False
13,1,2011-02-18 00:00:00.000,73946.67,False
13,1,2011-02-25 00:00:00.000,29638.91,False
13,1,2011-03-04 00:00:00.000,29354.57,False
13,1,2011-03-11 00:00:00.000,35904.82,False
13,1,2011-03-18 00:00:00.000,38123.39,False
13,1,2011-03-25 00:00:00.000,42999.2,False
13,1,2011-04-01 00:00:00.000,47277.1,False
13,1,2011-04-08 00:00:00.000,51889.98,False
13,1,2011-04-15 00:00:00.000,67188.78,False
13,1,2011-04-22 00:00:00.000,154137.88,False
13,1,2011-04-29 00:00:00.000,98796.32,False
13,1,2011-05-06 00:00:00.000,34808.33,False
13,1,2011-05-13 00:00:00.000,34290.58,False
13,1,2011-05-20 00:00:00.000,30197.78,False
13,1,2011-05-27 00:00:00.000,32804.05,False
13,1,2011-06-03 00:00:00.000,34382.8,False
13,1,2011-06-10 00:00:00.000,33027.24,False
13,1,2011-06-17 00:00:00.000,36957.28,False
13,1,2011-06-24 00:00:00.000,36790.58,False
13,1,2011-07-01 00:00:00.000,36567.58,False
13,1,2011-07-08 00:00:00.000,34561.05,False
13,1,2011-07-15 00:00:00.000,35554.31,False
13,1,2011-07-22 00:00:00.000,34344.61,False
13,1,2011-07-29 00:00:00.000,33173.63,False
13,1,2011-08-05 00:00:00.000,33360.48,False
13,1,2011-08-12 00:00:00.000,33909.31,False
13,1,2011-08-19 00:00:00.000,33532.53,False
13,1,2011-08-26 00:00:00.000,31450.65,False
13,1,2011-09-02 00:00:00.000,34118.01,False
13,1,2011-09-16 00:00:00.000,35798.64,False
13,1,2011-09-23 00:00:00.000,36918.05,False
13,1,2011-09-30 00:00:00.000,36964.11,False
13,1,2011-10-07 00:00:00.000,44538.63,False
13,1,2011-10-14 00:00:00.000,48179.54,False
13,1,2011-10-21 00:00:00.000,61474.31,False
13,1,2011-10-28 00:00:00.000,83303.04,False
13,1,2011-11-04 00:00:00.000,78658.38,False
13,1,2011-11-11 00:00:00.000,29045.43,False
13,1,2011-11-18 00:00:00.000,33948.41,False
13,1,2011-12-02 00:00:00.000,47471.94,False
13,1,2011-12-09 00:00:00.000,81644.24,False
13,1,2011-12-16 00:00:00.000,123098.45,False
13,1,2011-12-23 00:00:00.000,168450.26,False
13,1,2012-01-06 00:00:00.000,25196.62,False
13,1,2012-01-13 00:00:00.000,29045.65,False
13,1,2012-01-20 00:00:00.000,32105.71,False
13,1,2012-01-27 00:00:00.000,34503.28,False
13,1,2012-02-03 00:00:00.000,40584.76,False
13,1,2012-02-17 00:00:00.000,92776.14,False
13,1,2012-02-24 00:00:00.000,34801.18,False
13,1,2012-03-02 00:00:00.000,35447.56,False
13,1,2012-03-09 00:00:00.000,40317.99,False
13,1,2012-03-16 00:00:00.000,50586.96,False
13,1,2012-03-23 00:00:00.000,53886.04,False
13,1,2012-03-30 00:00:00.000,75620.77,False
13,1,2012-04-06 00:00:00.000,150715.44,False
13,1,2012-04-13 00:00:00.000,92193.11,False
13,1,2012-04-20 00:00:00.000,30200.67,False
13,1,2012-04-27 00:00:00.000,30013.78,False
13,1,2012-05-04 00:00:00.000,32032.4,False
13,1,2012-05-11 00:00:00.000,36686.32,False
13,1,2012-05-18 00:00:00.000,35557.46,False
13,1,2012-05-25 00:00:00.000,35936.78,False
13,1,2012-06-01 00:00:00.000,38500.4,False
13,1,2012-06-08 00:00:00.000,34815.15,False
13,1,2012-06-15 00:00:00.000,37895.69,False
13,1,2012-06-22 00:00:00.000,37614.46,False
13,1,2012-06-29 00:00:00.000,37469.19,False
13,1,2012-07-06 00:00:00.000,38513.66,False
13,1,2012-07-13 00:00:00.000,35979.45,False
13,1,2012-07-20 00:00:00.000,38462.38,False
13,1,2012-07-27 00:00:00.000,34433.92,False
13,1,2012-08-03 00:00:00.000,33797.06,False
13,1,2012-08-10 00:00:00.000,34885.32,False
13,1,2012-08-17 00:00:00.000,35524.12,False
13,1,2012-08-24 00:00:00.000,34554.33,False
13,1,2012-08-31 00:00:00.000,36004.03,False
13,1,2012-09-14 00:00:00.000,37693.05,False
13,1,2012-09-21 00:00:00.000,37857.4,False
13,1,2012-09-28 00:00:00.000,36678.66,False
13,1,2012-10-05 00:00:00.000,44180.86,False
13,1,2012-10-12 00:00:00.000,47496.96,False
13,1,2012-10-19 00:00:00.000,59197.86,False
13,1,2012-10-26 00:00:00.000,73165.41,False
13,2,2010-02-05 00:00:00.000,75275.87,False
13,2,2010-02-19 00:00:00.000,73914.37,False
13,2,2010-02-26 00:00:00.000,74581.56,False
13,2,2010-03-05 00:00:00.000,77597.26,False
13,2,2010-03-12 00:00:00.000,73022.88,False
13,2,2010-03-19 00:00:00.000,72451.59,False
13,2,2010-03-26 00:00:00.000,70306.62,False
13,2,2010-04-02 00:00:00.000,75052.21,False
13,2,2010-04-09 00:00:00.000,72228.5,False
13,2,2010-04-16 00:00:00.000,73340.71,False
13,2,2010-04-23 00:00:00.000,74742.11,False
13,2,2010-04-30 00:00:00.000,72596.6,False
13,2,2010-05-07 00:00:00.000,78203.56,False
13,2,2010-05-14 00:00:00.000,71147.9,False
13,2,2010-05-21 00:00:00.000,72415.83,False
13,2,2010-05-28 00:00:00.000,72030.75,False
13,2,2010-06-04 00:00:00.000,76227.74,False
13,2,2010-06-11 00:00:00.000,78207.8,False
13,2,2010-06-18 00:00:00.000,75117.86,False
13,2,2010-06-25 00:00:00.000,72443.22,False
13,2,2010-07-02 00:00:00.000,75288.2,False
13,2,2010-07-09 00:00:00.000,72359.92,False
13,2,2010-07-16 00:00:00.000,75014.72,False
13,2,2010-07-23 00:00:00.000,78833.03,False
13,2,2010-07-30 00:00:00.000,75543.99,False
13,2,2010-08-06 00:00:00.000,79528.58,False
13,2,2010-08-13 00:00:00.000,75858.43,False
13,2,2010-08-20 00:00:00.000,80919.57,False
13,2,2010-08-27 00:00:00.000,81797.44,False
13,2,2010-09-03 00:00:00.000,77356.92,False
13,2,2010-09-17 00:00:00.000,72818.88,False
13,2,2010-09-24 00:00:00.000,72415.27,False
13,2,2010-10-01 00:00:00.000,73668.6,False
13,2,2010-10-08 00:00:00.000,77066.03,False
13,2,2010-10-15 00:00:00.000,68381.46,False
13,2,2010-10-22 00:00:00.000,70734.22,False
13,2,2010-10-29 00:00:00.000,68210.04,False
13,2,2010-11-05 00:00:00.000,72903.92,False
13,2,2010-11-12 00:00:00.000,71268.41,False
13,2,2010-11-19 00:00:00.000,69762.16,False
13,2,2010-12-03 00:00:00.000,72907.24,False
13,2,2010-12-10 00:00:00.000,81525.32,False
13,2,2010-12-17 00:00:00.000,87747.57,False
13,2,2010-12-24 00:00:00.000,116983.74,False
13,2,2011-01-07 00:00:00.000,69822.04,False
13,2,2011-01-14 00:00:00.000,68378.96,False
13,2,2011-01-21 00:00:00.000,71098.47,False
13,2,2011-01-28 00:00:00.000,65817.89,False
13,2,2011-02-04 00:00:00.000,74186.82,False
13,2,2011-02-18 00:00:00.000,77105.91,False
13,2,2011-02-25 00:00:00.000,79202.26,False
13,2,2011-03-04 00:00:00.000,80122.54,False
13,2,2011-03-11 00:00:00.000,74787.04,False
13,2,2011-03-18 00:00:00.000,76219.76,False
