ProjectID,LongitudeHeel,LatitudeHeel,LongitudeToe,LatitudeToe,LongitudeSurface,LatitudeSurface,TemplateWellName,PadName,FlowsTo,PropID,VersionName,Name,ID,Type,PARSLEY_PROPNUM,LARGE_DEV_NAME,Development Name,Battery Name
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S391MRXDOP","Empire Strikes Back - 2+10 Updated","A HERRING 94-93-5N 15H","0041f773-ba23-404d-98ce-5305624ed5c2","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S2PFHSBHDC","Empire Strikes Back - 2+10 Updated","BELL 22-1 (APACHE)","00844304-dcd2-416b-a8b5-c3a1374d6057","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S2PFICKH0G","Empire Strikes Back - 2+10 Updated","MEINER A-8 (XTO ENERGY)","00a10e69-40e7-49af-a6b1-d713d27a8bd3","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S2PFHTAH8K","Empire Strikes Back - 2+10 Updated","COOK 21-3 (APACHE)","016869cd-9fe4-4664-8cab-1823393584ab","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","T51MO3J4F2","Empire Strikes Back - 2+10 Updated","RIO SAN MARCOS 36-45 UNIT 1-233 (ENDEAVOR)","01a75444-d483-401c-bd87-827b8acb7cc8","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S2PFIPGF8K","Empire Strikes Back - 2+10 Updated","ST W 7-1LS (DIAMONDBACK)","01eace06-4b16-42ea-afc5-4e279a4ac242","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","R53EGMUB7G","Empire Strikes Back - 2+10 Updated","TREES JC ESTATE 1 (INCLINE)","02c562a3-eb3a-4053-aa5f-38f0108e84d5","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S5AMMCBQPC","Empire Strikes Back - 2+10 Updated","DOLPHIN 12-4 (APACHE)","0572a383-7a6a-4bb0-925d-d22464b91678","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","T8MJK57G8V","Empire Strikes Back - 2+10 Updated","ELROD ANTELL UNIT A-11-2-45SH (SURGE)","05a464d0-c8a2-4f16-988f-40072b52ccd6","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","R7VNT7X0F3","Empire Strikes Back - 2+10 Updated","ATHEY STATE 8 (LEGACY)","05d9acad-2f99-4148-bf0a-0cb657e30433","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S2PFIROGQ8","Empire Strikes Back - 2+10 Updated","JOST 25-7 (ENCANA)","05dc4f5b-5974-4f9b-be42-e0730c901dd8","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S5AMM2XPU0","Empire Strikes Back - 2+10 Updated","BRUNSON 5A-2HF (ENCANA)","0871bb44-d521-4076-8e2b-0f894e6e6d4f","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S5AMMFHTMC","Empire Strikes Back - 2+10 Updated","OWENS G2 (COX JM RES)","087dd241-4c26-4b93-b887-5c26de0f7bab","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","S5AMMO1UV4","Empire Strikes Back - 2+10 Updated","POSEIDON 21-1 (APACHE)","089b3a3b-2911-43a2-bd97-0761209939ed","Well","3","","","NON-OP BATTERY"
"Versiond01e9a92-f589-4bf0-bcca-ead799e4feb3",0,0,0,0,0,0,"","","NON-OP BATTERY","T1QGC6FROD","Empire Strikes Back - 2+10 Updated","LEMUR 24 #1H","0990666f-3d89-41ca-8b9b-12f6c4f64090","Well","3","","","NON-OP BATTERY"
