customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
"4e7b3e00288586ebd08712fdd0374a03","060e732b5b29e8181a18229c7b0b2b5e","01151","sao paulo","SP"
"fd826e7cf63160e536e0908c76c3f441","addec96d2e059c80c30fe6871d30d177","04534","sao paulo","SP"
"eabebad39a88bb6f5b52376faec28612","295c05e81917928d76245e842748184d","05704","sao paulo","SP"
"9b8ce803689b3562defaad4613ef426f","7f3a72e8f988c6e735ba118d54f47458","05416","sao paulo","SP"
"2938121a40a20953c43caa8c98787fcb","482441ea6a06b1f72fe9784756c0ea75","05713","sao paulo","SP"
"cb721d7b4f271fd87011c4c83462c076","a5844ba4bfc8d0cc61d13027c7e63bcc","08225","sao paulo","SP"
"6e359a57a91f84095cc64e1b351aef8c","2e6a42a9b5cbb0da62988694f18ee295","04571","sao paulo","SP"
"e3109970a3fe8021d5ff82c577ce5606","a8654e2af5da6bb72f52c22b164855e1","05528","sao paulo","SP"
"a3b0fda37bae14cf754877bed475e80c","c9158d089637ab443c78984d20da7fc0","05727","sao paulo","SP"
"d3b6830d18c7de943d1e707d1f061d40","27cf4b153010911a0957150255a6c6db","05351","sao paulo","SP"
"a9b0d1c26105279e1b8edc63d06bd668","3d49f4455a3947c8dd7e972b3ad8cb76","05017","sao paulo","SP"
"03f846ad03437d864a8d2a22976dcafe","7677c213007e9a6ec9267ea50b5ce5bc","02075","sao paulo","SP"
"0aae2862f8eac77f10a34f44860720ac","cd076285a12f40041b32f5ad8c98699f","05890","sao paulo","SP"
"6c9a5923526346cbc0bd7bbd92269c01","cf6d4152d758efc43910e0141ae5b912","03733","sao paulo","SP"
"8264e3518163dd09211870b24a5d741d","67d21c8bea9d6017d1b124d3879dd815","05415","sao paulo","SP"
"38d1cd89306128348ffdf4cc23f3a50a","d491a65a6ef3c04e145d37395996bad7","04548","sao paulo","SP"
"5a3260cfde2a918b597dada7ddd247bb","6d3f61e35d0422fd8cae65b1798784be","02175","sao paulo","SP"
"09241c552e9fe2420997a6c535e9d408","44e9a1246448bd68a2e3bf0f1966c57a","04537","sao paulo","SP"
"23e96758fd640560e9b1fbcda90abfc4","9e1f719fe5b17b9c51905fee6d6385c1","05565","sao paulo","SP"
"369708cabd9831ea6fde670a3b602a92","94b731a41867b47c3856e324840c4c99","03636","sao paulo","SP"
"ae76a4650235ab18764708174f1da31e","2b6082a140c439e2df870c85b0aa5e88","02983","sao paulo","SP"
"a1b9e0e44dbb043645cd14b00849a705","eab761ccdba80c5b9a7f01b16543da0f","04105","sao paulo","SP"
"1f6ba909178c5b0e523cabcadb617a4c","b1a049b952fdc19b69b2865c29986b9c","04938","sao paulo","SP"
"39c9dc82d5f60eb1ee8bc4fe4aa29dc6","1f6d48610f32c723924f9af3e88f1c64","02209","sao paulo","SP"
"eb67e9bd3357fbacdbef99759f919573","4bc7250d4b42b3374eb6f41b12429592","04710","sao paulo","SP"
"8891eb5ca0e28df961b2b5b8f3c0eb23","13ac6da47fef1b17b16f511e03b57918","02632","sao paulo","SP"
"db781c2a257ae6fb647104d94c9af367","37e1a83b513512531032b4a9c43bab5d","02631","sao paulo","SP"
"bf60fa574e188373d3cb331d04aeb4f1","54fccbde5e005f2dbc6ad8d5473c9ac7","08490","sao paulo","SP"
"0fd53cbc9dc85be3e9d7c6e74bc957a5","ba66b6edd0756a62cb11be4d4655ed32","04960","sao paulo","SP"
"2f97782bbc64b71cba9e79d12757479b","7aeb8dc11cd50c32f37fea0435c4e9b1","05874","sao paulo","SP"
"3469ebe2f9aa5e08f1a85ecf20b549e0","755bdc2822a8f01cfcec19ae4dcaae66","05590","sao paulo","SP"
"f20afd4cc727293b97398aa1c665e9cc","2eac18b475d7d985f0ab52b9c010f59f","04679","sao paulo","SP"
"4d5110d0a2b5239cb983610da1d18774","629fb99609e4613c746af4eaa455c91a","04427","sao paulo","SP"
"b47973c8ea3acd5c549120a28d31f62c","a05262e3e3de722e0a42cfa3b48e622c","03563","sao paulo","SP"
"0981cb5376215f2570ccacd95d6ef3f6","8377420a8b3549f6f40dca93815ee602","04723","sao paulo","SP"
