Customer ID,Invoice number,Invoice Date,Year,Month,Year Qtr,Product ID,Quantity,Sales,Quarter,"Product ID, Year",Gross profit,Gross profit %,Cost
1038,3723616,2012-05-15 00:00:00.000,"2012",5,"2012 Q2",124,288,31680,"2","124, 2012",13860,0.4375,17820
1038,3236903,2012-05-19 00:00:00.000,"2012",5,"2012 Q2",271,100,25090.9090909091,"2","271, 2012",18880.909090909096,0.7525,6210.0000000000036
1038,3272433,2012-05-23 00:00:00.000,"2012",5,"2012 Q2",124,246,27060,"2","124, 2012",11838.75,0.4375,15221.25
1052,3024152,2012-05-02 00:00:00.000,"2012",5,"2012 Q2",228,257,37224.84375,"2","228, 2012",26636.44375000002,0.715555555555556,10588.39999999998
1054,3630843,2012-05-15 00:00:00.000,"2012",5,"2012 Q2",250,157,51461.1111111111,"2","250, 2012",25987.861111111106,0.505,25473.249999999996
1077,3043863,2012-05-04 00:00:00.000,"2012",5,"2012 Q2",207,254,107227.511111111,"2","207, 2012",26585.333333333343,0.247933884297521,80642.177777777659
1077,3705468,2012-05-08 00:00:00.000,"2012",5,"2012 Q2",141,32,7435.63636363636,"2","141, 2012",2568.6743801652847,0.345454545454545,4866.9619834710757
1077,3770245,2012-05-14 00:00:00.000,"2012",5,"2012 Q2",292,153,38632.5,"2","292, 2012",12190.699999999977,0.315555555555555,26441.800000000025
1077,3550296,2012-05-25 00:00:00.000,"2012",5,"2012 Q2",220,281,59115.375,"2","220, 2012",32841.875000000029,0.555555555555556,26273.499999999971
1092,3490587,2012-05-01 00:00:00.000,"2012",5,"2012 Q2",239,252,46465.65,"2","239, 2012",23936.849999999995,0.515151515151515,22528.800000000007
1092,3454345,2012-05-07 00:00:00.000,"2012",5,"2012 Q2",184,55,20487.5,"2","184, 2012",7867.2,0.384,12620.3
1092,3593078,2012-05-07 00:00:00.000,"2012",5,"2012 Q2",296,196,48451.2,"2","296, 2012",21533.866666666643,0.444444444444444,26917.333333333354
1092,3877270,2012-05-10 00:00:00.000,"2012",5,"2012 Q2",124,148,16280,"2","124, 2012",7122.5,0.4375,9157.5
1092,3081808,2012-05-23 00:00:00.000,"2012",5,"2012 Q2",108,45,2970,"2","108, 2012",2019.6000000000001,0.68,950.39999999999986
1092,3744315,2012-05-26 00:00:00.000,"2012",5,"2012 Q2",288,284,41484.6545454545,"2","288, 2012",22178.334545454538,0.534615384615385,19306.31999999996
1126,3899295,2012-05-02 00:00:00.000,"2012",5,"2012 Q2",220,110,23141.25,"2","220, 2012",12856.250000000011,0.555555555555556,10284.999999999989
1130,3359653,2012-05-08 00:00:00.000,"2012",5,"2012 Q2",235,167,14195,"2","235, 2012",9033.1818181818126,0.636363636363636,5161.8181818181874
1138,3347901,2012-05-01 00:00:00.000,"2012",5,"2012 Q2",191,247,62244,"2","191, 2012",35271.60000000002,0.566666666666667,26972.39999999998
1138,3461486,2012-05-19 00:00:00.000,"2012",5,"2012 Q2",118,4,1199,"2","118, 2012",889.836363636363,0.742148760330578,309.163636363637
1158,3650816,2012-05-30 00:00:00.000,"2012",5,"2012 Q2",239,260,47940.75,"2","239, 2012",24696.749999999993,0.515151515151515,23244.000000000007
1166,3316799,2012-05-09 00:00:00.000,"2012",5,"2012 Q2",288,90,13146.5454545455,"2","288, 2012",7028.3454545454842,0.534615384615385,6118.2000000000153
1183,3641900,2012-05-08 00:00:00.000,"2012",5,"2012 Q2",133,253,54535.5555555556,"2","133, 2012",29223.846464646471,0.535867768595041,25311.709090909128
1183,3250648,2012-05-09 00:00:00.000,"2012",5,"2012 Q2",184,85,31662.5,"2","184, 2012",12158.4,0.384,19504.1
1183,3113515,2012-05-21 00:00:00.000,"2012",5,"2012 Q2",210,220,25500,"2","210, 2012",8358.33333333334,0.327777777777778,17141.666666666661
1184,3315099,2012-05-06 00:00:00.000,"2012",5,"2012 Q2",203,104,6364.8,"2","203, 2012",1489.4060606060607,0.23400673400673402,4875.39393939394
1191,3958946,2012-05-16 00:00:00.000,"2012",5,"2012 Q2",180,194,23765,"2","180, 2012",14470.244444444448,0.608888888888889,9294.7555555555518
1219,3460548,2012-05-01 00:00:00.000,"2012",5,"2012 Q2",140,182,76613.7272727273,"2","140, 2012",32348.018181818174,0.422222222222222,44265.70909090912
1226,3938897,2012-05-14 00:00:00.000,"2012",5,"2012 Q2",146,152,50244.4444444445,"2","146, 2012",29895.444444444478,0.595,20349.000000000025
