DATEKEY,YEAR,QUARTER,UNIQUE_CARRIER,CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY
2020-03-31 00:00:00.000,2020,1,CP,0.0,11635.22,0.0,12649.67,28.15,12621.52,12444.44,412.33,630.37,37743.87,0.0,0.0,0.0,0.0,3991.72,13401.93,12667.58,4726.06,0.0,0.0,0.0,0.0,0.0,4726.06,0.0,0.0,0.0,0.0,0.0,788.72,788.72,43258.65,0.0,0.0,0.0,19140.34,316.64,0.0,2805.27,2682.52,0.0,0.0,0,0.0,6480.3,31425.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,193.75,193.75,0.0,0,0.01,0.0,0.01,14093.53,14093.54,-2453.72,11639.82,0.0,11639.82,43258.65
2019-09-30 00:00:00.000,2019,3,8C,-272.39,0.0,0.0,39248.38,189.04,39059.35,0.0,1261.19,294.82,40342.97,0.0,0.0,0.0,0.0,76051.03,6825.78,45895.05,36981.76,0.0,0.0,0.0,0.0,0.0,36981.76,0.0,0.0,0.0,0.0,0.0,35096.08,35096.08,112420.8,0.0,0.0,0.0,20065.74,0.0,0.0,2962.63,3290.21,0.0,867.56,0,0.0,9868.65,37054.79,0.0,89230.03,0.0,0.0,565.9,89795.92,7033.06,0,0.0,7033.06,0.0,0,0.0,0.0,0.0,39449.52,39449.52,-60912.49,-21462.97,0.0,-21462.97,112420.8
2019-06-30 00:00:00.000,2019,2,09Q,10497.0,0.0,0.0,22817.68,0.0,22817.68,6622.95,4991.59,9528.26,54457.48,399.81,0.0,0.0,399.81,151223.7,1471.06,30281.62,122413.2,0.0,0.0,0.0,0.0,0.0,122413.2,0.0,0.0,0.0,0.0,0.0,11494.13,11494.13,188764.6,1045.91,0.0,2393.75,14966.75,0.0,0.0,2192.34,602.99,53.57,685.54,0,0.0,14455.07,36395.92,7658.26,82349.15,0.0,0.0,0.0,90007.41,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22547.69,22547.69,39813.57,62361.27,0.0,62361.27,188764.6
2019-03-31 00:00:00.000,2019,1,1BQ,746.75,0.0,0.0,2427.51,159.4,2268.11,2624.43,1480.06,52.82,7172.18,0.0,0.0,0.0,0.0,38950.48,161.6,4744.72,34367.37,0.0,0.0,0.0,0.0,0.0,34367.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41539.54,1672.94,0.0,2500.0,2901.66,0.0,0.0,601.29,162.48,0.0,416.03,0,2702.03,363.3,11319.73,4173.41,0.0,0.0,0.0,0.0,4173.41,0.0,0,0.0,0.0,0.0,0,72565.68,0.0,72565.68,0.0,72565.68,-46519.27,26046.41,0.0,26046.41,41539.54
2019-12-31 00:00:00.000,2019,4,G4,30003.93,0.0,0.0,1170764.0,0.0,1170764.0,28288.3,34500.98,941.77,1264499.0,0.0,0.0,0.0,0.0,2189973.0,190937.6,445500.7,1935409.0,0.0,0.0,0.0,128355.4,14547.11,2049218.0,0.0,0.0,0.0,0.0,0.0,153917.1,153917.1,3467634.0,159171.3,0.0,0.0,20124.53,53823.39,8450.58,35092.41,5543.72,2936.21,26169.38,0,257088.6,13370.69,581770.8,712465.7,0.0,0.0,107929.5,16528.29,836923.5,76.14,0,0.0,76.14,0.0,0,0.0,0.0,0.0,0.0,0.0,2048864.0,2048864.0,0.0,2048864.0,3467634.0
2019-03-31 00:00:00.000,2019,1,QX,19.0,0.0,155015.0,1387.0,0.0,156402.0,8153.0,53025.0,0.0,217599.0,177.0,0.0,0.0,177.0,1306065.0,88143.0,451327.0,942881.0,1380.0,17363.0,329.0,0.0,0.0,961953.0,0.0,0.0,0.0,0.0,0.0,28812.0,28812.0,1208541.0,20853.0,0.0,632114.0,14740.0,278.0,0.0,12012.0,9523.0,340.0,-2275.0,0,0.0,23657.0,711242.0,36308.0,0.0,0.0,0.0,35544.0,71852.0,152413.0,0,0.0,152413.0,0.0,0,-1.0,0.0,1.0,170193.0,170194.0,102839.0,273033.0,0.0,273033.0,1208541.0
2019-03-31 00:00:00.000,2019,1,N8,-114.11,0.0,0.0,8653.67,200.0,8453.67,0.0,3558.11,1346.03,13243.69,1179.06,0.0,59.92,1238.98,62608.11,1849.14,26019.83,38437.42,0.0,409.46,5500.0,0.0,0.0,44346.88,0.0,0.0,0.0,0.0,0.0,8043.87,8043.87,66873.42,0.0,0.0,0.0,20332.54,0.0,0.0,873.52,253.03,0.0,0.0,0,0.0,4.81,21463.91,0.0,294305.5,0.0,0.0,0.0,294305.5,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,9349.32,9350.32,-258246.3,-248896.0,0.0,-248896.0,66873.42
2019-12-31 00:00:00.000,2019,4,KAQ,2504.83,0.0,0.0,101730.8,500.0,101230.8,33701.32,0.0,14074.21,151511.1,0.0,0.0,0.0,0.0,936387.6,91275.27,436829.5,590833.4,161.8,0.0,16658.33,0.0,0.0,607653.6,0.0,0.0,0.0,0.0,0.0,19281.42,19281.42,778446.1,44063.32,0.0,0.0,71389.1,0.0,0.0,6231.63,11996.45,0.0,0.0,0,0.0,22411.09,156091.6,140143.0,0.0,0.0,0.0,0.0,140143.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-150782.5,-150782.5,632993.9,482211.5,0.0,482211.5,778446.1
2019-03-31 00:00:00.000,2019,1,CP,0.0,16130.61,0.0,15253.39,26.75,15226.64,12331.25,834.43,1390.27,45913.2,0.0,0.0,0.0,0.0,3991.72,13182.44,11267.36,5906.79,0.0,0.0,0.0,0.0,0.0,5906.79,0.0,0.0,0.0,0.0,0.0,3022.78,3022.78,54842.77,0.0,0.0,0.0,16136.63,354.05,0.0,4239.95,2927.29,0.0,0.0,0,0.0,6817.84,30475.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.01,0.0,0.01,14093.53,14093.54,10273.47,24367.01,0.0,24367.01,54842.77
2019-03-31 00:00:00.000,2019,1,X9,16223.35,0.0,0.0,42183.63,0.0,42183.63,302.77,2228.6,54322.07,115260.4,0.0,0.0,0.0,0.0,0.0,43901.35,2990.22,40911.13,0.0,0.0,1219.57,105586.0,10889.21,136827.5,0.0,0.0,0.0,0.0,0.0,155434.0,155434.0,407521.9,0.0,0.0,0.0,15878.15,0.0,5806.75,9715.99,0.0,0.0,727.01,0,9317.84,19734.86,61180.6,0.0,0.0,0.0,12737.64,0.0,12737.64,-1386.43,0,0.0,-1386.43,0.0,0,0.0,0.0,0.0,290357.3,290357.3,44632.76,334990.1,0.0,334990.1,407521.9
