ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
13,12,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,67,3,"",,"","",True,,14,2020-01-14 19:00:05.923,2020-01-14 19:00:05.910,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
113,12,"id_age","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,128,1,"id_age",,"","0",True,,126,2022-08-20 05:00:23.743,2020-01-14 19:00:06.126,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"b0a496b9-acd5-4647-a8cd-e65f75f1a47d",""
114,12,"age_group","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,132,1,"age_group",,"","",True,,127,2022-08-20 05:00:23.743,2020-01-14 19:00:06.126,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"a30eaf18-3af8-468a-8092-8ea0a98f8550",""
16,15,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,71,3,"",,"","",True,,17,2020-01-14 19:00:05.923,2020-01-14 19:00:05.913,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
19,15,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,75,4,"[Date]",,"","",True,,50,2022-08-20 05:00:23.743,2020-01-14 19:00:05.916,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"4f183606-f264-4df9-a735-f5686a03a16b",""
20,15,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,79,2,"",,"YEAR([Date])","",True,,51,2022-08-20 05:00:23.743,2020-01-14 19:00:05.916,2020-01-14 19:00:06.430,2,False,0,"","","",0,,,"1417472c-5300-40f4-b24b-cab41f8a3081",""
21,15,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,83,2,"",,"MONTH([Date])","",True,,52,2022-08-20 05:00:23.743,2020-01-14 19:00:05.916,2020-01-14 19:00:06.433,2,False,0,"","","",0,,,"17ca0be3-18d7-4592-af80-e5d9e3034ee4",""
22,15,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,87,2,"",,"FORMAT([Date], ""MMMM"")","",True,21,53,2022-08-20 05:00:23.743,2020-01-14 19:00:05.916,2020-01-14 19:00:06.440,2,False,0,"","","",0,,,"6cf55509-26d6-440a-b6c6-692f0a144bb9",""
23,15,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,91,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,54,2022-08-20 05:00:23.743,2020-01-14 19:00:05.916,2020-01-14 19:00:06.453,2,False,0,"","","",0,,,"0203287a-6905-4491-b48a-8045c60e4547",""
24,15,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,95,2,"",,"""Qtr "" & [QuarterNo]","",True,23,55,2022-08-20 05:00:23.743,2020-01-14 19:00:05.916,2020-01-14 19:00:06.456,2,False,0,"","","",0,,,"5671205f-9eb6-48cc-b7bb-05bd5cfbb596",""
