ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
5201,1,"aef9dc20-209d-4390-a900-0bfa84fa20a1",True,1,1,1,False,114,2453,2,12,118,1,1,5226,,2021-04-15 19:13:33.496,2021-04-15 19:13:33.496,1
5202,1,"b12b46ce-2e45-474c-8f6b-e6d975480784",True,1,1,1,False,684,761,2,12,118,1,1,5228,,2021-04-15 19:13:33.356,2021-04-15 19:13:33.356,1
5203,1,"d49bbf7e-a123-4fe8-b0b6-6891ab851fb5",True,1,2,1,False,696,779,1,687,764,1,1,5230,5232,2021-04-13 20:55:13.523,2021-04-15 14:35:53.993,1
5204,1,"5665e77b-8068-46c7-80a0-d643e750b80b",True,1,2,1,False,705,794,1,687,764,1,1,5234,5236,2021-04-13 20:55:13.516,2021-04-15 14:35:53.993,1
5205,1,"a9c005ef-9fb1-42d9-9c91-1eef7be8f6dc",True,1,2,1,False,714,809,1,687,764,1,1,5238,5240,2021-04-13 20:55:13.516,2021-04-15 14:35:53.990,1
5206,1,"789f4780-f81a-4624-a3af-d4ebbfd0baa1",True,1,1,1,False,693,778,2,690,773,1,1,5242,,2021-04-15 19:13:33.356,2021-04-15 19:13:33.356,1
5207,1,"e1330658-a918-49e9-bc4c-7bdd880092ef",True,1,1,1,False,702,790,2,699,785,1,1,5244,,2021-04-15 19:13:33.360,2021-04-15 19:13:33.360,1
5208,1,"415ba365-113e-4df3-ae35-5d8a49f7b23d",True,1,1,1,False,708,801,2,723,826,1,1,5246,,2021-04-13 20:55:13.523,2021-04-15 14:35:54.220,1
5209,1,"c824bbd2-45fa-4428-87d6-0fcd4a6e4140",True,1,1,1,False,708,801,2,717,816,1,1,5248,,2021-04-13 20:55:13.516,2021-04-15 14:35:54.220,1
5210,1,"fa81313f-168d-4143-a0b6-1707b9eb68f3",True,1,1,1,False,675,748,2,690,773,1,1,5250,,2021-04-15 14:41:58.493,2021-04-15 14:41:58.493,1
5211,1,"e45503f7-3354-4cae-933e-9ce39be32891",True,1,1,1,False,678,753,2,690,773,1,1,5252,,2021-04-15 19:13:33.346,2021-04-15 19:13:33.346,1
5212,1,"3f898c6c-262a-4566-a713-c51841abf175",False,1,1,1,False,684,763,2,690,773,1,1,5254,,2021-04-15 19:13:33.353,2021-04-15 19:13:33.353,1
5213,1,"dcfe8c2e-6828-4436-9d23-6bcd7a16981d",True,1,1,1,False,702,793,2,690,773,1,1,5256,,2021-04-15 19:13:33.360,2021-04-15 19:13:33.360,1
5214,1,"baa43fee-6cba-4538-b8a1-04043056fc32",True,1,1,1,False,711,808,2,690,773,1,1,5258,,2021-04-15 14:41:58.490,2021-04-15 14:41:58.490,1
5215,1,"12c4a570-825e-4710-a3c4-f63c388f8f5f",True,1,1,1,False,729,838,2,690,773,1,1,5260,,2021-04-15 14:41:58.493,2021-04-15 14:41:58.493,1
5216,1,"74531de1-d736-4e45-8251-883dcbfab68f",True,1,1,1,False,684,762,2,699,787,1,1,5262,,2021-04-15 19:13:33.353,2021-04-15 19:13:33.353,1
5217,1,"b5b440c9-aa05-455a-878d-44b86765979c",False,1,1,1,False,690,772,2,699,787,1,1,5264,,2021-04-15 14:41:58.513,2021-04-15 14:41:58.513,1
5218,1,"6efad5a7-d9ea-4ed8-90b5-d024717a3a56",True,1,1,1,False,693,777,2,699,787,1,1,5266,,2021-04-15 19:13:33.356,2021-04-15 19:13:33.356,1
5219,1,"2a356665-08a6-4b25-82f6-9142fa61d391",True,1,1,1,False,711,807,2,699,787,1,1,5268,,2021-04-15 14:41:58.513,2021-04-15 14:41:58.513,1
5220,1,"ddb9be89-6c60-49b0-a24b-c227d99541c7",True,1,1,1,False,729,837,2,699,787,1,1,5270,,2021-04-15 14:41:58.510,2021-04-15 14:41:58.510,1
