DateKey,StoreKey,variable,value
2008-11-30 00:00:00.000,255,ProductKey,2441.0
2009-12-22 00:00:00.000,307,ProductKey,1763.0
2008-03-07 00:00:00.000,109,ProductKey,962.0
2007-12-24 00:00:00.000,308,ProductKey,1194.0
2009-04-29 00:00:00.000,199,ProductKey,1790.0
2007-08-16 00:00:00.000,239,ProductKey,1182.0
2008-08-13 00:00:00.000,303,ProductKey,780.0
2007-03-19 00:00:00.000,206,ProductKey,601.0
2009-12-16 00:00:00.000,307,ProductKey,361.0
2009-04-26 00:00:00.000,130,ProductKey,130.0
2007-06-06 00:00:00.000,310,ProductKey,1283.0
2008-10-13 00:00:00.000,265,ProductKey,2213.0
2009-03-17 00:00:00.000,114,ProductKey,53.0
2008-09-08 00:00:00.000,199,ProductKey,1797.0
2007-07-08 00:00:00.000,30,ProductKey,2214.0
2008-11-02 00:00:00.000,36,ProductKey,2124.0
2007-08-13 00:00:00.000,286,ProductKey,701.0
2009-12-13 00:00:00.000,151,ProductKey,150.0
2008-03-14 00:00:00.000,147,ProductKey,189.0
2007-04-24 00:00:00.000,194,ProductKey,1453.0
2009-04-08 00:00:00.000,299,ProductKey,312.0
2007-07-14 00:00:00.000,238,ProductKey,1006.0
2007-11-09 00:00:00.000,307,ProductKey,2031.0
2007-10-01 00:00:00.000,217,ProductKey,46.0
2009-08-23 00:00:00.000,308,ProductKey,2419.0
2007-05-26 00:00:00.000,307,ProductKey,566.0
2008-05-16 00:00:00.000,227,ProductKey,698.0
2007-01-13 00:00:00.000,200,ProductKey,2043.0
2009-07-24 00:00:00.000,248,ProductKey,889.0
2007-07-05 00:00:00.000,309,ProductKey,1165.0
2009-05-30 00:00:00.000,70,ProductKey,369.0
2009-08-04 00:00:00.000,310,ProductKey,665.0
2007-02-27 00:00:00.000,10,ProductKey,1148.0
2008-09-13 00:00:00.000,6,ProductKey,283.0
2007-05-29 00:00:00.000,250,ProductKey,457.0
2007-10-18 00:00:00.000,153,ProductKey,1014.0
2009-05-28 00:00:00.000,156,ProductKey,1457.0
2007-03-06 00:00:00.000,219,ProductKey,537.0
2007-12-25 00:00:00.000,170,ProductKey,1515.0
2009-06-07 00:00:00.000,184,ProductKey,2374.0
2007-01-31 00:00:00.000,139,ProductKey,2301.0
2008-01-05 00:00:00.000,44,ProductKey,1190.0
2008-05-31 00:00:00.000,288,ProductKey,976.0
2008-02-21 00:00:00.000,162,ProductKey,360.0
2007-07-27 00:00:00.000,225,ProductKey,1073.0
2007-03-03 00:00:00.000,200,ProductKey,1761.0
2009-09-05 00:00:00.000,138,ProductKey,2422.0
2009-01-23 00:00:00.000,308,ProductKey,494.0
2008-08-14 00:00:00.000,220,ProductKey,777.0
2008-06-28 00:00:00.000,277,ProductKey,1342.0
2008-11-26 00:00:00.000,306,ProductKey,851.0
2008-03-25 00:00:00.000,307,ProductKey,1757.0
2007-01-28 00:00:00.000,200,ProductKey,1698.0
2008-04-08 00:00:00.000,52,ProductKey,1352.0
2007-04-14 00:00:00.000,306,ProductKey,1771.0
2007-07-19 00:00:00.000,87,ProductKey,288.0
2007-07-09 00:00:00.000,297,ProductKey,1384.0
2008-09-27 00:00:00.000,199,ProductKey,1819.0
2009-04-20 00:00:00.000,199,ProductKey,1796.0
2009-07-18 00:00:00.000,173,ProductKey,1930.0
2007-01-26 00:00:00.000,200,ProductKey,1073.0
2007-01-27 00:00:00.000,139,ProductKey,1602.0
2009-03-24 00:00:00.000,225,ProductKey,620.0
2007-02-06 00:00:00.000,306,ProductKey,2083.0
2008-10-07 00:00:00.000,37,ProductKey,1590.0
2008-12-02 00:00:00.000,272,ProductKey,1152.0
2007-04-06 00:00:00.000,21,ProductKey,897.0
2008-01-05 00:00:00.000,13,ProductKey,1011.0
2007-02-23 00:00:00.000,179,ProductKey,767.0
2007-05-16 00:00:00.000,307,ProductKey,396.0
2008-03-31 00:00:00.000,292,ProductKey,997.0
2009-11-19 00:00:00.000,120,ProductKey,1292.0
2009-01-20 00:00:00.000,309,ProductKey,1539.0
2007-07-09 00:00:00.000,140,ProductKey,1936.0
2008-10-05 00:00:00.000,81,ProductKey,1123.0
2008-11-21 00:00:00.000,310,ProductKey,1532.0
2008-04-02 00:00:00.000,98,ProductKey,541.0
2007-09-14 00:00:00.000,284,ProductKey,643.0
2008-06-26 00:00:00.000,200,ProductKey,772.0
2007-05-10 00:00:00.000,305,ProductKey,2428.0
2007-03-05 00:00:00.000,200,ProductKey,2184.0
2009-01-20 00:00:00.000,308,ProductKey,1464.0
2007-02-14 00:00:00.000,200,ProductKey,806.0
2007-07-31 00:00:00.000,200,ProductKey,1709.0
2008-12-06 00:00:00.000,38,ProductKey,313.0
2007-09-15 00:00:00.000,44,ProductKey,2112.0
2009-07-16 00:00:00.000,308,ProductKey,1163.0
2008-01-31 00:00:00.000,200,ProductKey,510.0
2009-09-05 00:00:00.000,306,ProductKey,1235.0
2007-09-15 00:00:00.000,255,ProductKey,2198.0
2007-05-19 00:00:00.000,31,ProductKey,2149.0
2008-04-26 00:00:00.000,310,ProductKey,1513.0
2007-08-04 00:00:00.000,99,ProductKey,986.0
2009-01-20 00:00:00.000,217,ProductKey,386.0
2008-08-25 00:00:00.000,310,ProductKey,1542.0
2009-05-25 00:00:00.000,98,ProductKey,297.0
2007-07-12 00:00:00.000,49,ProductKey,818.0
2009-09-03 00:00:00.000,306,ProductKey,818.0
2009-08-08 00:00:00.000,138,ProductKey,1657.0
2007-07-07 00:00:00.000,196,ProductKey,642.0
2008-11-30 00:00:00.000,255,UnitCost,5.09
2009-12-22 00:00:00.000,307,UnitCost,45.87
2008-03-07 00:00:00.000,109,UnitCost,86.45
2007-12-24 00:00:00.000,308,UnitCost,291.09
2009-04-29 00:00:00.000,199,UnitCost,21.92
2007-08-16 00:00:00.000,239,UnitCost,516.86
2008-08-13 00:00:00.000,303,UnitCost,9.17
2007-03-19 00:00:00.000,206,UnitCost,321.44
2009-12-16 00:00:00.000,307,UnitCost,198.32
2009-04-26 00:00:00.000,130,UnitCost,101.97
2007-06-06 00:00:00.000,310,UnitCost,12.74
2008-10-13 00:00:00.000,265,UnitCost,15.29
2009-03-17 00:00:00.000,114,UnitCost,98.07
2008-09-08 00:00:00.000,199,UnitCost,21.92
2007-07-08 00:00:00.000,30,UnitCost,210.72
2008-11-02 00:00:00.000,36,UnitCost,204.64
2007-08-13 00:00:00.000,286,UnitCost,77.72
2009-12-13 00:00:00.000,151,UnitCost,392.6
2008-03-14 00:00:00.000,147,UnitCost,58.36
2007-04-24 00:00:00.000,194,UnitCost,118.65
2009-04-08 00:00:00.000,299,UnitCost,132.05
2007-07-14 00:00:00.000,238,UnitCost,96.08
2007-11-09 00:00:00.000,307,UnitCost,220.64
2007-10-01 00:00:00.000,217,UnitCost,76.45
2009-08-23 00:00:00.000,308,UnitCost,13.25
2007-05-26 00:00:00.000,307,UnitCost,459.4
2008-05-16 00:00:00.000,227,UnitCost,86.45
2007-01-13 00:00:00.000,200,UnitCost,220.64
2009-07-24 00:00:00.000,248,UnitCost,25.49
2007-07-05 00:00:00.000,309,UnitCost,86.67
2009-05-30 00:00:00.000,70,UnitCost,321.44
2009-08-04 00:00:00.000,310,UnitCost,52.0
2007-02-27 00:00:00.000,10,UnitCost,215.15
2008-09-13 00:00:00.000,6,UnitCost,197.28
2007-05-29 00:00:00.000,250,UnitCost,112.14
