Order ID,Quantity,Product ID,Unit Price,Discount,Line Total,Order Date,Due Date,Ship Date,Customer ID,Address ID,Sales Person,Index
72763,1,770,782.99,0,782.99,2017-07-02 00:00:00.000,2017-07-16 00:00:00.000,2017-07-04 00:00:00.000,493,1072,"5","180"
75384,7,767,782.99,0,5480.93,2018-02-03 00:00:00.000,2018-02-08 00:00:00.000,2018-02-07 00:00:00.000,29764,863,"5","303"
77827,11,766,782.99,0,8612.89,2018-12-26 00:00:00.000,2019-01-05 00:00:00.000,2018-12-29 00:00:00.000,58,907,"5","6032"
74403,5,764,782.99,0,3914.95,2018-09-09 00:00:00.000,2018-09-16 00:00:00.000,2018-09-15 00:00:00.000,70,618,"5","2086"
76831,7,770,782.99,0,5480.93,2019-06-26 00:00:00.000,2019-07-16 00:00:00.000,2019-07-06 00:00:00.000,82,836,"5","1758"
77595,12,764,782.99,0,9395.880000000001,2019-02-27 00:00:00.000,2019-03-08 00:00:00.000,2019-02-28 00:00:00.000,95,505,"5","1464"
75925,9,760,782.99,0,7046.91,2017-09-15 00:00:00.000,2017-10-13 00:00:00.000,2017-09-21 00:00:00.000,330,564,"5","523"
76373,10,770,782.99,0,7829.9,2017-06-08 00:00:00.000,2017-06-15 00:00:00.000,2017-06-09 00:00:00.000,490,849,"5","550"
76573,12,770,782.99,0,9395.880000000001,2017-11-08 00:00:00.000,2017-12-07 00:00:00.000,2017-11-12 00:00:00.000,131,515,"5","4175"
78485,7,765,782.99,0,5480.93,2018-05-26 00:00:00.000,2018-06-24 00:00:00.000,2018-05-30 00:00:00.000,360,508,"5","803"
76715,10,767,782.99,0,7829.9,2019-02-19 00:00:00.000,2019-03-20 00:00:00.000,2019-02-21 00:00:00.000,294,1031,"5","872"
73799,2,770,782.99,0,1565.98,2018-04-12 00:00:00.000,2018-04-24 00:00:00.000,2018-04-14 00:00:00.000,29774,844,"5","893"
76995,4,769,782.99,0,3131.96,2018-09-27 00:00:00.000,2018-10-19 00:00:00.000,2018-10-17 00:00:00.000,29939,465,"5","3158"
73240,12,767,782.99,0,9395.880000000001,2019-01-04 00:00:00.000,2019-01-21 00:00:00.000,2019-01-17 00:00:00.000,210,1081,"5","7157"
76021,4,765,782.99,0,3131.96,2017-10-24 00:00:00.000,2017-11-04 00:00:00.000,2017-10-25 00:00:00.000,228,848,"5","5188"
