ID,Name,ProjectID,INTERMEDIATE RESOURCE,LATERAL RESOURCE,FRAC RESOURCE,DRILL OUT RESOURCE,RR TO FRAC TIME,POP,TTP TO POP,INTERMEDIATE START,INTERMEDIATE END,LATERAL START,LATERAL END,RR TO FRAC TIME.1,RR TO FRAC START END,FRAC START,FRAC END,DRILL OUT START,DRILL OUT END,TTP TO POP START,TTP TO POP END,POP START,POP END,Count of Lateral End,VersionName
"00173c4e-70a7-4b5e-953f-c858bdda86e2","ATKINS 15-10A-H-4215H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 255","Patterson 255","Liberty","Drill Out Crew","","","",2019-03-19 00:00:00.000,2019-03-27 23:59:58.000,2019-03-28 00:00:00.000,2019-04-11 23:59:58.000,2019-05-05 00:00:00.000,2019-05-05 00:00:00.000,2019-06-05 00:00:00.000,2019-06-24 23:59:58.000,2019-06-26 00:00:00.000,2019-07-10 23:59:58.000,2019-07-11 00:00:00.000,2019-07-11 00:00:00.000,2019-07-15 00:00:00.000,2019-07-15 00:00:00.000,1,""
"02c1d1fd-eb9c-4768-9759-1d5c8c653a42","REDBUD STATE UNIT 4313KH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #6","Trinidad #223","Liberty","Drill Out Crew","","","",2018-04-16 00:00:00.000,2018-04-30 23:59:58.000,2018-06-27 00:00:00.000,2018-07-24 23:59:58.000,2018-07-25 00:00:00.000,2018-07-25 00:00:00.000,2018-08-05 00:00:00.000,2018-08-31 23:59:58.000,2018-09-09 00:00:00.000,2018-09-13 23:59:58.000,2018-09-14 00:00:00.000,2018-09-14 00:00:00.000,2018-09-22 00:00:00.000,2018-09-22 00:00:00.000,1,""
"032814c2-5438-45ff-af78-f1e4dd0310f0","MAGNOLIA STATE UNIT 4306BH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #536","H&P #536","Liberty","Drill Out Crew","","","",2019-05-17 00:00:00.000,2019-05-27 23:59:58.000,2019-07-13 00:00:00.000,2019-08-11 23:59:58.000,2019-08-12 00:00:00.000,2019-08-12 00:00:00.000,2019-12-24 00:00:00.000,2020-01-10 23:59:58.000,2020-01-14 00:00:00.000,2020-01-23 23:59:58.000,2020-01-24 00:00:00.000,2020-01-27 23:59:58.000,2020-01-28 00:00:00.000,2020-01-28 00:00:00.000,1,""
"04ca7fff-ff75-415b-a501-8cc9e2b36701","TREES RANCH 36-37-A-4301H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #6","H&P #536","Liberty","Drill Out Crew","","","",2018-09-19 00:00:00.000,2018-10-07 23:59:58.000,2019-03-24 00:00:00.000,2019-04-16 23:59:58.000,2019-05-08 00:00:00.000,2019-05-08 00:00:00.000,2019-08-01 00:00:00.000,2019-08-18 23:59:58.000,2019-08-19 00:00:00.000,2019-09-02 23:59:58.000,2019-09-03 00:00:00.000,2019-09-03 00:00:00.000,2019-09-05 00:00:00.000,2019-09-05 00:00:00.000,1,""
"0557ad93-b3f9-41a0-81fb-d481954ba7e7","RANCHLAND A UNIT 4313H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #224","Trinidad #224","Liberty","Drill Out Crew","","","",2018-05-27 00:00:00.000,2018-06-07 23:59:58.000,2018-11-05 00:00:00.000,2018-11-18 23:59:58.000,2018-11-19 00:00:00.000,2018-11-19 00:00:00.000,2018-11-29 00:00:00.000,2018-12-15 23:59:58.000,2018-12-26 00:00:00.000,2018-12-29 23:59:58.000,2018-12-30 00:00:00.000,2018-12-30 00:00:00.000,2019-01-03 00:00:00.000,2019-01-03 00:00:00.000,1,""
"0559e9d1-7c22-4bd3-a470-49a9b141c033","PECAN STATE UNIT 4510EH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #261","H&P #261","Liberty","Drill Out Crew","","","",2020-06-24 00:00:00.000,2020-07-08 23:59:58.000,2020-09-14 00:00:00.000,2020-10-11 23:59:58.000,2020-10-12 00:00:00.000,2020-10-12 00:00:00.000,2021-01-09 00:00:00.000,2021-02-16 23:59:58.000,2021-02-17 00:00:00.000,2021-03-02 23:59:58.000,2021-03-03 00:00:00.000,2021-03-06 23:59:58.000,2021-06-22 00:00:00.000,2021-06-22 00:00:00.000,1,""
"05ee410d-4947-48f8-9e64-b28f79fb90c7","COLSON 42-43-4404H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 762","Patterson 762","Liberty","Drill Out Crew","","","",2022-07-15 00:00:00.000,2022-07-21 23:59:58.000,2022-08-21 00:00:00.000,2022-09-08 23:59:58.000,2022-09-09 00:00:00.000,2022-09-12 23:59:58.000,2022-09-13 00:00:00.000,2022-10-06 23:59:58.000,2022-10-07 00:00:00.000,2022-10-22 23:59:58.000,2022-10-23 00:00:00.000,2022-10-26 23:59:58.000,2022-10-27 00:00:00.000,2022-10-27 00:00:00.000,1,""
"060d9820-66ad-4641-b9eb-8e872d14c764","REDBUD STATE UNIT 3410LH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #312","H&P #312","Liberty","Drill Out Crew","","","",2023-08-24 00:00:00.000,2023-09-05 23:59:58.000,2023-10-14 00:00:00.000,2023-11-05 23:59:58.000,2023-11-06 00:00:00.000,2023-11-09 23:59:58.000,2023-11-29 00:00:00.000,2023-12-24 23:59:58.000,2023-12-25 00:00:00.000,2023-12-25 00:00:00.000,,,,,1,""
"0645ab44-e1be-4412-ab4e-7fcf5c43ceb6","GRIFFIN 19-30-4204H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #225","Trinidad #225","Liberty","Drill Out Crew","","","",2022-08-05 00:00:00.000,2022-08-12 23:59:58.000,2022-09-01 00:00:00.000,2022-09-07 23:59:58.000,2022-10-03 00:00:00.000,2022-10-06 23:59:58.000,2022-10-07 00:00:00.000,2022-10-22 23:59:58.000,2022-10-26 00:00:00.000,2022-11-07 23:59:58.000,2022-11-08 00:00:00.000,2022-11-11 23:59:58.000,2022-11-12 00:00:00.000,2022-11-12 00:00:00.000,1,""
"06797c2a-ff4a-4047-8c7f-a755827ecb0f","DIAMOND RIO B UNIT 4307H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #226","Trinidad #226","Liberty","Drill Out Crew","","","",2019-07-27 00:00:00.000,2019-08-06 23:59:58.000,2019-08-07 00:00:00.000,2019-08-31 23:59:58.000,2019-10-04 00:00:00.000,2019-10-04 00:00:00.000,2019-10-21 00:00:00.000,2019-11-17 23:59:58.000,2019-11-18 00:00:00.000,2019-12-03 23:59:58.000,2019-12-04 00:00:00.000,2019-12-07 23:59:58.000,2019-12-08 00:00:00.000,2019-12-08 00:00:00.000,1,""
"0829e9e9-ded1-47c6-8950-3413c409aa4d","JULIA 4-45-4210H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #226","Trinidad #226","Liberty","Drill Out Crew","","","",2022-05-28 00:00:00.000,2022-06-04 23:59:58.000,2022-06-23 00:00:00.000,2022-06-30 23:59:58.000,2022-07-15 00:00:00.000,2022-07-18 23:59:58.000,2022-07-31 00:00:00.000,2022-08-20 23:59:58.000,2022-08-24 00:00:00.000,2022-09-08 23:59:58.000,2022-09-09 00:00:00.000,2022-09-12 23:59:58.000,2022-09-13 00:00:00.000,2022-09-13 00:00:00.000,1,""
"083d2b0f-2aa8-42a0-87c5-68f5f8a5abf0","PECAN STATE UNIT 4504FH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #313","H&P #313","Liberty","Drill Out Crew","","","",2023-02-03 00:00:00.000,2023-02-18 23:59:58.000,2023-03-24 00:00:00.000,2023-04-15 23:59:58.000,2023-06-08 00:00:00.000,2023-06-11 23:59:58.000,2023-09-14 00:00:00.000,2023-10-08 23:59:58.000,2023-10-12 00:00:00.000,2023-10-22 23:59:58.000,2023-10-23 00:00:00.000,2023-10-26 23:59:58.000,2023-10-27 00:00:00.000,2023-10-27 00:00:00.000,1,""
"08abb155-fe88-4074-9c63-621fdae30eff","SEC 42-43-4304H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #225","Trinidad #225","Liberty","Drill Out Crew","","","",2023-02-15 00:00:00.000,2023-02-24 23:59:58.000,2023-03-16 00:00:00.000,2023-03-24 23:59:58.000,2023-04-09 00:00:00.000,2023-04-12 23:59:58.000,2023-04-20 00:00:00.000,2023-05-05 23:59:58.000,2023-05-09 00:00:00.000,2023-05-21 23:59:58.000,2023-05-22 00:00:00.000,2023-05-25 23:59:58.000,2023-05-26 00:00:00.000,2023-05-26 00:00:00.000,1,""
"09bf6c42-fcb1-48f5-bec3-a0cdef57f50c","OLIVER 39-46-4315H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #633","H&P #633","Liberty","Drill Out Crew","","","",2022-12-12 00:00:00.000,2022-12-19 23:59:58.000,2023-01-13 00:00:00.000,2023-01-28 23:59:58.000,2023-01-29 00:00:00.000,2023-02-01 23:59:58.000,2023-02-02 00:00:00.000,2023-02-26 23:59:58.000,2023-02-27 00:00:00.000,2023-03-14 23:59:58.000,2023-03-15 00:00:00.000,2023-03-18 23:59:58.000,2023-03-19 00:00:00.000,2023-03-19 00:00:00.000,1,""
"0b07d2a3-15f4-4b72-864e-33509ee8a5fc","TREES RANCH 12-11-4512H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #536","H&P #536","Liberty","Drill Out Crew","","","",2021-10-07 00:00:00.000,2021-10-21 23:59:58.000,2021-12-01 00:00:00.000,2021-12-23 23:59:58.000,2022-01-23 00:00:00.000,2022-01-26 23:59:58.000,2022-03-19 00:00:00.000,2022-04-12 23:59:58.000,2022-04-16 00:00:00.000,2022-04-26 23:59:58.000,2022-04-27 00:00:00.000,2022-04-30 23:59:58.000,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,1,""
"0bc6128e-78f4-4c96-beb7-327081a52dce","MORGAN 26-25-4212H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2018-09-13 00:00:00.000,2018-09-20 23:59:58.000,2018-09-21 00:00:00.000,2018-09-29 23:59:58.000,2018-10-12 00:00:00.000,2018-10-12 00:00:00.000,2018-10-19 00:00:00.000,2018-11-02 23:59:58.000,2018-11-03 00:00:00.000,2018-11-08 23:59:58.000,2018-11-09 00:00:00.000,2018-11-09 00:00:00.000,2018-11-17 00:00:00.000,2018-11-17 00:00:00.000,1,""
"0c17c791-a3fb-46d4-8ca9-5aeacf4206fc","DUSEK 44-5-4409H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 255","Patterson 255","Liberty","Drill Out Crew","","","",2021-11-05 00:00:00.000,2021-11-13 23:59:58.000,2021-11-26 00:00:00.000,2021-12-16 23:59:58.000,2021-12-17 00:00:00.000,2021-12-20 23:59:58.000,2021-12-30 00:00:00.000,2022-01-15 23:59:58.000,2022-01-16 00:00:00.000,2022-01-28 23:59:58.000,2022-01-29 00:00:00.000,2022-02-01 23:59:58.000,2022-02-02 00:00:00.000,2022-02-02 00:00:00.000,1,""
"0ca19081-2345-468d-9a81-4d19644e5442","HAYDEN 14-23-2801H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2020-08-01 00:00:00.000,2020-08-07 23:59:58.000,2020-08-24 00:00:00.000,2020-09-01 23:59:58.000,2020-09-27 00:00:00.000,2020-09-27 00:00:00.000,2020-11-29 00:00:00.000,2020-12-19 23:59:58.000,2020-12-23 00:00:00.000,2021-01-07 23:59:58.000,2021-01-08 00:00:00.000,2021-01-11 23:59:58.000,2021-01-12 00:00:00.000,2021-01-12 00:00:00.000,1,""
"0de5d090-a00a-4c43-8906-a8e9711d4bdd","TREES STATE 51-54-E-4309H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #223","Trinidad #223","Liberty","Drill Out Crew","","","",2018-11-02 00:00:00.000,2018-11-16 23:59:58.000,2018-12-26 00:00:00.000,2019-01-16 23:59:58.000,2019-01-17 00:00:00.000,2019-01-17 00:00:00.000,2019-01-31 00:00:00.000,2019-02-16 23:59:58.000,2019-02-17 00:00:00.000,2019-02-21 23:59:58.000,2019-02-22 00:00:00.000,2019-02-22 00:00:00.000,2019-03-06 00:00:00.000,2019-03-06 00:00:00.000,1,""
"105dff6b-519f-4b2e-95a0-6ab753ba32a3","GUITAR SOUTH 8-17-H-4214H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 254","Patterson 254","Liberty","Drill Out Crew","","","",2020-08-17 00:00:00.000,2020-08-25 23:59:58.000,2020-09-06 00:00:00.000,2020-09-20 23:59:58.000,2020-09-21 00:00:00.000,2020-09-21 00:00:00.000,2020-11-16 00:00:00.000,2020-11-28 23:59:58.000,2020-11-29 00:00:00.000,2020-12-07 23:59:58.000,2020-12-08 00:00:00.000,2020-12-11 23:59:58.000,2020-12-12 00:00:00.000,2020-12-12 00:00:00.000,1,""
"10742da4-9e19-4168-9992-05e62206dcd2","PATTERSON 5-8-4208H (660 SPACING)","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #223","Trinidad #223","Liberty","Drill Out Crew","","","",2022-05-28 00:00:00.000,2022-06-04 23:59:58.000,2022-06-15 00:00:00.000,2022-06-22 23:59:58.000,2022-07-09 00:00:00.000,2022-07-12 23:59:58.000,2022-07-14 00:00:00.000,2022-07-27 23:59:58.000,2022-07-31 00:00:00.000,2022-08-12 23:59:58.000,2022-08-13 00:00:00.000,2022-08-16 23:59:58.000,2022-08-17 00:00:00.000,2022-08-17 00:00:00.000,1,""
"1476f268-df4e-4cfd-b08e-c5fc4969996a","WR_1359GGA-2-WCBL","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #261","H&P #261","Liberty","Drill Out Crew","","","",2020-10-28 00:00:00.000,2020-11-11 23:59:58.000,2020-11-30 00:00:00.000,2020-12-21 23:59:58.000,2020-12-22 00:00:00.000,2020-12-22 00:00:00.000,2020-12-23 00:00:00.000,2021-01-08 23:59:58.000,2021-01-09 00:00:00.000,2021-01-17 23:59:58.000,2021-01-18 00:00:00.000,2021-01-21 23:59:58.000,2021-01-22 00:00:00.000,2021-01-22 00:00:00.000,1,""
"14d07ae9-0293-4b2f-97a9-5787e2e7304a","ELEANOR 35-4409H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #509","H&P #509","Liberty","Drill Out Crew","","","",2021-03-16 00:00:00.000,2021-03-24 23:59:58.000,2021-04-13 00:00:00.000,2021-04-21 23:59:58.000,2021-05-26 00:00:00.000,2021-05-29 23:59:58.000,2021-07-22 00:00:00.000,2021-08-07 23:59:58.000,2021-08-11 00:00:00.000,2021-08-24 23:59:58.000,2021-08-25 00:00:00.000,2021-08-28 23:59:58.000,2021-09-03 00:00:00.000,2021-09-03 00:00:00.000,1,""
"154cdcfd-fd0a-4999-948b-d55b33045156","DUSEK 45-4-4412H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad 125","Trinidad 125","Liberty","Drill Out Crew","","","",2021-08-19 00:00:00.000,2021-08-27 23:59:58.000,2021-09-24 00:00:00.000,2021-10-09 23:59:58.000,2021-11-01 00:00:00.000,2021-11-04 23:59:58.000,2021-11-22 00:00:00.000,2021-12-13 23:59:58.000,2021-12-17 00:00:00.000,2022-01-01 23:59:58.000,2022-01-02 00:00:00.000,2022-01-05 23:59:58.000,2022-01-06 00:00:00.000,2022-01-06 00:00:00.000,1,""
