ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
11,10,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,751,3,"",,"","",True,,12,2017-06-10 16:25:07.893,2017-06-10 16:25:07.840,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
65,10,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,803,4,"[Date]",,"","",True,,585,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"6010c7fd-8d18-4dc1-9cf3-09f7dc71913d",""
66,10,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,807,2,"",,"YEAR([Date])","",True,,586,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,2017-06-10 16:25:08.890,2,False,0,"","","",0,,,"f24a248c-699b-456d-98e8-8746dd8fb853",""
67,10,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,811,2,"",,"MONTH([Date])","",True,,587,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,2017-06-10 16:25:08.893,2,False,0,"","","",0,,,"59a1e1eb-cae4-4c35-a2da-9792fd4ebe62",""
68,10,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,815,2,"",,"FORMAT([Date], ""MMMM"")","",True,67,588,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,2017-06-10 16:25:08.893,2,False,0,"","","",0,,,"9092fc6b-1070-46b7-821d-a3518d3b167e",""
69,10,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,819,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,589,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,2017-06-10 16:25:08.896,2,False,0,"","","",0,,,"83825151-4f58-4378-9482-389e9b2d6fa0",""
70,10,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,823,2,"",,"""Qtr "" & [QuarterNo]","",True,69,590,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,2017-06-10 16:25:08.896,2,False,0,"","","",0,,,"fb1189de-f34c-4c8d-8438-a462597220d3",""
71,10,"Day","",1,6,"DayOfMonth","",True,1,False,False,True,1,-1,False,False,2,827,2,"",,"DAY([Date])","",True,,591,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,2017-06-10 16:25:08.896,2,False,0,"","","",0,,,"be9e2a8d-313a-4111-977f-29ed92d270b3",""
14,13,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,755,3,"",,"","",True,,15,2017-06-10 16:25:07.893,2017-06-10 16:25:07.843,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
72,13,"Date","",9,19,"","",False,1,False,False,True,1,-1,False,False,2,831,1,"Date",,"","Short Date",True,,592,2022-07-08 15:23:29.550,2017-06-10 16:25:07.843,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"d82e6bc2-3b78-4f7b-a611-ca08289c5daf",""
