ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
477,1,"690fb7bf-7a66-4d65-b8a9-fc12fc94d271",True,1,1,2,False,468,482,2,471,483,1,1,702,,2019-11-24 20:12:50.150,2019-11-24 20:12:50.150,1
478,1,"14d0179a-af30-48ca-b028-19aab0ada7ac",True,1,1,2,False,468,490,2,474,491,1,1,704,,2019-11-24 20:12:50.156,2019-11-24 20:12:50.156,1
815,1,"077c3bc0-7838-4ab5-906a-983d30f64a3d",True,1,1,2,False,809,818,2,812,819,1,1,967,,2019-11-24 20:12:53.426,2019-11-24 20:12:53.426,1
990,1,"4f07051c-1a43-4888-8d1e-6cc2c3641039",True,1,1,2,False,984,997,2,987,998,1,1,1166,,2019-11-24 20:12:50.023,2019-11-24 20:12:50.023,1
1192,1,"faf7089c-8280-4363-937f-002a8309e1d0",True,1,1,2,False,1186,1198,2,1189,1199,1,1,1353,,2019-11-24 20:12:49.903,2019-11-24 20:12:49.903,1
1376,1,"725eea84-b86a-4f3c-8005-0c95620134e5",True,1,1,2,False,1370,1379,2,1373,1380,1,1,1512,,2019-11-24 20:12:49.823,2019-11-24 20:12:49.823,1
4677,1,"b1da226d-c8bc-4cdb-8c63-80e1303f2277",True,1,2,1,False,358,365,1,325,329,1,1,4678,4680,2019-11-24 20:12:56.603,2019-11-24 20:12:56.603,1
4682,1,"707d0fed-d460-41bf-abfe-dbc220584f50",True,1,1,1,False,468,481,2,325,329,1,1,4683,,2019-11-24 20:12:56.586,2019-11-24 20:12:56.586,1
4685,1,"7c7bccbc-22ac-48da-9012-2d3ed8fdefeb",True,1,2,1,False,809,827,1,325,329,1,1,4686,4688,2019-11-24 20:12:56.586,2019-11-24 20:12:56.586,1
4690,1,"a2362c62-cf48-4153-ac55-2bb85680b4ad",True,1,2,1,False,325,330,1,984,992,1,1,4691,4693,2019-11-24 20:12:56.596,2019-11-24 20:12:56.596,1
4695,1,"4f917629-4a9a-4355-86f3-a812862c72b6",True,1,2,1,False,419,424,1,984,992,1,1,4696,4698,2019-11-24 20:12:56.596,2019-11-24 20:12:56.596,1
4700,1,"e15a3fbf-8e44-41ef-ae90-a5b9425e98ad",True,1,2,1,False,1881,1887,1,419,423,1,1,4701,4703,2019-11-24 20:12:56.586,2019-11-24 20:12:56.586,1
4705,1,"860ea720-26ad-4804-b391-022394c55f97",True,1,1,1,False,730,735,2,468,480,1,1,4706,,2019-11-24 20:12:56.573,2019-11-24 20:12:56.573,1
4708,1,"f7707f37-1267-4f92-a070-39eeeca855dc",True,1,1,1,False,730,736,2,1186,1194,1,1,4709,,2019-11-24 20:12:56.583,2019-11-24 20:12:56.583,1
4711,1,"4fbeba33-6e9a-4e47-9a86-75d031f9ff18",False,1,2,1,False,809,828,1,1186,1194,1,1,4712,4714,2019-11-24 20:12:56.593,2019-11-24 20:12:56.593,1
