Date,Year,YearOffset,YearCompleted,QuarterOfYear,Quarter & Year,QuarternYear,QuarterOffset,QuarterCompleted,MonthOfYear,DayOfMonth,Month Name,MonthShortName,Month Initial,Month & Year,MonthnYear,MonthOffset,MonthCompleted,MonthEnding,DateInt,DayOfWeek,DayOfWeekName,Weekday Initial,Day Type,ISO Year,ISO YearOffset,ISO QuarterOfYear,ISO Quarter,ISO Quarter & Year,ISO QuarternYear,ISO QuarterOffset,ISO Weeknumber,Week & Year,WeeknYear,WeekOffset,WeekCompleted,WeekEnding,Fiscal Year,FiscalYearOffset,Fiscal Quarter,FQuarternYear,IsCurrentFQ,Fiscal Period,FPeriodnYear,IsCurrentFP,Fiscal Week,Fiscal Year & Week,FWeeknYear,IsCurrentFW,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,IsPYTD,IsPFYTD
2019-07-01 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,1,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190701,1,"Monday","M​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,27,"2019-27",20192700,-133,True,2019-07-07 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,1,"2020-01",20200100,False,False,True,"Unknown",True,False,False
2019-07-02 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,2,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190702,2,"Tuesday","T​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,27,"2019-27",20192700,-133,True,2019-07-07 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,1,"2020-01",20200100,False,False,True,"Unknown",True,False,False
2019-07-03 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,3,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190703,3,"Wednesday","W​​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,27,"2019-27",20192700,-133,True,2019-07-07 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,1,"2020-01",20200100,False,False,True,"Unknown",True,False,False
2019-07-04 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,4,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190704,4,"Thursday","T​​​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,27,"2019-27",20192700,-133,True,2019-07-07 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,1,"2020-01",20200100,False,False,True,"Unknown",True,False,False
2019-07-05 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,5,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190705,5,"Friday","F​​​​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,27,"2019-27",20192700,-133,True,2019-07-07 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,1,"2020-01",20200100,False,False,True,"Unknown",True,False,False
2019-07-08 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,8,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190708,1,"Monday","M​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,28,"2019-28",20192800,-132,True,2019-07-14 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,2,"2020-02",20200200,False,False,True,"Unknown",True,False,False
2019-07-09 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,9,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190709,2,"Tuesday","T​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,28,"2019-28",20192800,-132,True,2019-07-14 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,2,"2020-02",20200200,False,False,True,"Unknown",True,False,False
2019-07-10 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,10,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190710,3,"Wednesday","W​​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,28,"2019-28",20192800,-132,True,2019-07-14 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,2,"2020-02",20200200,False,False,True,"Unknown",True,False,False
2019-07-11 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,11,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190711,4,"Thursday","T​​​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,28,"2019-28",20192800,-132,True,2019-07-14 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,2,"2020-02",20200200,False,False,True,"Unknown",True,False,False
2019-07-12 00:00:00.000,2019,-3,True,3,"Q3 2019",20190300,-10,True,7,12,"July","Jul","J​​​​​​​","Jul 2019",20190700,-30,True,2019-07-31 00:00:00.000,20190712,5,"Friday","F​​​​​","Weekday",2019,-3,3,"Q3","Q3 2019",20190300,-10,28,"2019-28",20192800,-132,True,2019-07-14 00:00:00.000,"FY20",-2,"FQ1",20200100,False,1,20200100,False,2,"2020-02",20200200,False,False,True,"Unknown",True,False,False
