Source,Timestamp,Message,Event
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.736,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.886,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.893,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.900,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.903,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.906,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:38.910,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.090,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.136,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.140,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.143,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.143,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.146,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.146,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.420,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.466,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.470,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.473,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.476,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.476,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:43.480,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
"Microsoft.Mashup.Container.NetFX45.34184.2020-02-20T05-50-37-746004.log",2020-02-20 00:50:45.586,"SQLColumns.ColumnName: null","Engine/Module/MongoDBPBI/IO/MongoDBPBI"
