PlayerId,NameFirst,NameLast,CurrentHandle,CountryCode,TotalUSDPrize,Game,Genre,Continent,Country,Age
53998,"Chang Hoon","Shin","JJak","kr",122650.01,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",29
53996,"Ho Yeon","Lee","Rush","kr",117894.7,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",24
53999,"Do Yeop","Kim","HAK","kr",111710.36,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",21
53995,"Sun Woo","Kim","Sun","kr",111582.45,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",28
53997,"Hyung Min","Kim","Chaser","kr",71604.67,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",32
60437,"-","-","Core","kr",35049.38,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",24
1297,"Hyo Jong","Kim","horror","kr",31489.38,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",23
60438,"-","-","JY","kr",31489.38,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",32
60439,"-","-","YK","kr",29676,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",32
60436,"-","-","Sweet","kr",28816,"Arena of Valor","Multiplayer Online Battle Arena","Asia","South Korea",27
4885,"Yong Min","Kim","Febby","kr",602221.88,"Dota 2","Multiplayer Online Battle Arena","Asia","South Korea",29
4888,"Sunyeob","Kim","QO","kr",591322.79,"Dota 2","Multiplayer Online Battle Arena","Asia","South Korea",22
4883,"Noah","Pyo","MP","kr",591176.77,"Dota 2","Multiplayer Online Battle Arena","Asia","South Korea",25
51535,"Jong Su","Lee","Peterpan","kr",147050,"Fortnite","Battle Royale","Asia","South Korea",21
10605,"Jung Soo","Kim","Surrender","kr",316781.57,"Hearthstone","Card Game","Asia","South Korea",20
17274,"Hyun Jae","Jang","Dawn","kr",135189.54,"Hearthstone","Card Game","Asia","South Korea",22
33382,"Cheon Su","Kim","Che0nsu","kr",133715,"Hearthstone","Card Game","Asia","South Korea",25
17271,"Il Mook","Kang","handsomeguy","kr",97479,"Hearthstone","Card Game","Asia","South Korea",25
12108,"Baek","Hak Jun","Kranich","kr",66835.51,"Hearthstone","Card Game","Asia","South Korea",24
12107,"Hyun Soo","Cho","Flurry","kr",66730.8,"Hearthstone","Card Game","Asia","South Korea",27
28465,"Sang Hyeon","Baek","DDaHyoNi","kr",58436,"Hearthstone","Card Game","Asia","South Korea",31
19968,"Won Ho","Jeong","KyoCha","kr",464560.82,"Heroes of the Storm","Multiplayer Online Battle Arena","Asia","South Korea",25
18570,"Jung Hyeog","Lee","sake","kr",462790.78,"Heroes of the Storm","Multiplayer Online Battle Arena","Asia","South Korea",28
