ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
2679,1,"eb54e952-d34e-4905-bb4d-9cfec2013a6e",True,1,2,1,False,12,113,1,174,177,1,1,2680,2682,2020-11-20 08:06:04.003,2020-11-20 08:06:04.003,1
2684,1,"062a0bb2-e44a-4774-892e-3c25b9f02cdf",True,1,1,1,False,626,635,2,174,177,1,1,2685,,2020-11-20 08:05:53.713,2020-11-20 08:05:53.713,1
5072,1,"4aac7889-19e6-4e5d-a741-e2b539d10ca6",True,1,1,2,False,626,652,2,5069,5073,1,1,5153,,2020-11-19 08:39:24.660,2020-11-19 08:39:24.660,1
6324,1,"70a7acd0-65a6-435f-8794-5e7ea0c108d4",True,1,1,1,False,12,114,2,316,341,1,1,6325,,2020-11-20 08:06:04.420,2020-11-20 08:06:04.420,1
6346,1,"f1bd9c4f-c492-4e80-a63c-d9f7ea1d12ac",False,1,2,1,False,174,182,2,316,327,2,1,,,2020-11-19 10:59:29.553,1699-12-31 00:00:00.000,1
6438,1,"feaed3aa-bfbe-47a6-be28-165daf35536d",True,1,1,1,False,316,327,2,4065,4116,1,1,6439,,2020-11-20 08:06:04.430,2020-11-20 08:06:04.430,1
6455,1,"1503c68b-3fa2-4928-86a1-c68ccdfcbb74",False,1,1,1,False,626,636,2,4065,4116,1,1,6456,,2020-11-19 11:01:01.260,2020-11-19 11:01:01.260,1
6472,1,"ce4fb9a7-78ce-4fc8-9fb6-9763a2afa0be",False,1,1,1,False,626,635,2,12,113,1,1,6473,,2020-11-19 11:01:30.706,2020-11-20 08:06:03.863,1
7644,1,"b367017e-bbfa-40be-a384-4ec922fc9d3c",True,1,1,2,False,6927,6984,2,7641,7645,1,1,7725,,2020-11-20 08:05:54.653,2020-11-20 08:05:54.653,1
8172,1,"1d2940e5-d35d-44f4-9ea2-0e84b3a3212d",True,1,2,1,False,12,113,1,6927,6978,1,1,8173,8175,2020-11-20 08:06:03.883,2020-11-20 08:06:03.883,1
