Location_State,AvgSafety,AvgPayment,AvgEngegement,AvgPerformance
"UT",0.36821738922077679,20366.083330434783,74.626382578974187,0.65841560869565208
"NC",0.51801351709543053,19568.382885135132,70.6248741665402,0.6550337297297294
"WI",0.543529410572613,20301.852938235294,73.240367777207325,0.655099529411765
"MA",0.6775600025057793,21165.353330000005,69.393153991699222,0.6656728999999999
"MI",0.52935897520719433,19887.558760256412,70.227743344429214,0.6598274230769231
"TN",0.36245454285632478,20004.001514545456,69.015867059881032,0.6553633090909089
"NH",0.81146154266137338,20444.320515384614,71.5296619121845,0.658667
"AK",0.30050000548362732,18464.597216666665,69.9560998280843,0.6569785
"OK",0.57738461173497713,20912.538461538461,70.245084909292373,0.65509149999999994
"KY",0.516441858785097,20593.728679069773,68.585163027741189,0.655802581395349
"CO",0.4845789453308833,20365.991226315793,75.35362113149543,0.66121765789473674
"NV",0.35781818357380951,21682.43181818182,63.319554415616125,0.66038227272727279
"SD",0.27045454762198706,19807.772727272728,74.671427640047938,0.65701436363636379
"PA",0.58020370067269711,20701.905091666667,71.0936191700123,0.66016103703703721
"WV",0.65468421068630722,20602.188594736843,66.307442514519948,0.657433157894737
"GA",0.401046155163875,20472.108973846156,68.089264678955075,0.65727146153846161
"RI",0.60511110557450187,20441.870377777777,70.661989847819015,0.661546
"IN",0.54859701655249093,20441.30472686567,73.1165674124191,0.65508331343283577
"DC",0.61800000071525574,21443.1875,66.235350608825684,0.66521625000000006
"OR",0.49503332972526548,18906.611113333332,74.309656778971359,0.65616356666666664
"CT",0.40354166552424431,21052.746529166667,68.974199453989669,0.65832812499999993
"AR",0.42767857201397419,21056.0119,68.955992017473491,0.65125028571428578
"MN",0.56497368177301011,19065.666668421054,74.636758101613893,0.66150378947368416
"AL",0.41115789576188516,20800.927634210522,69.305825885973476,0.65359250000000013
"ID",0.58289999663829806,19703.48333,71.66763076782226,0.6576773
"TX",0.42518181930663007,21988.069697575756,71.115288890491826,0.66028984848484829
"NM",0.64643749967217445,19616.984375,67.237637996673584,0.657231625
"ND",0.579199992120266,20225.55,66.430658721923834,0.658749
"ME",0.85980000893274944,19424.994446666667,73.731365966796872,0.65527666666666673
"IL",0.641020616266838,21004.998280412372,68.377928782984156,0.65998283505154642
"MO",0.53861111319727373,20498.807098148151,69.978579768428091,0.6568842962962963
"SC",0.56448485092683276,20695.818184848486,68.103888193766281,0.65349103030303024
"DE",0.74883332103490829,20785.708333333332,68.4724006652832,0.658621
"FL",0.4384370862648187,21486.7704192053,66.42663773795627,0.65848078807947019
"CA",0.50422000076621776,21195.055000999997,68.2210567855835,0.66205489500000037
"WY",0.30471427951540264,18937.25,69.4911003112793,0.65686314285714276
"HI",0.414090904999863,19150.515145454545,73.997644944624469,0.65840681818181812
"OH",0.508533335299719,20492.820635238095,71.66315997895741,0.66133123809523808
"NE",0.39682352762011919,21496.181370588234,72.678546905517578,0.6569624705882352
"VT",0.824500006934007,19424.736116666667,75.31793212890625,0.66125183333333326
"NY",0.58912963344267122,20687.638887962963,65.1499017432884,0.65984083333333321
"MS",0.41209375089965761,21369.044275,70.092759132385254,0.65067815625000014
"NJ",0.5310819688879076,22395.673498360655,65.96330361288102,0.65907000000000016
"IA",0.673640004992485,20110.93,72.933812561035154,0.6522844000000001
"KS",0.54034615737887526,21059.240388461541,72.048560656034027,0.65726134615384624
"LA",0.47529729636939794,21002.367113513512,70.53057820088155,0.65534527027027034
"WA",0.55116666321243557,19724.787697619049,69.934150332496273,0.65369911904761879
"AZ",0.50209091061895539,20867.030302272728,66.044722557067871,0.65824725000000006
"MT",0.41319999843835831,20000.46667,72.936019897460938,0.65819650000000007
"VA",0.33908771632010476,20276.676898245612,69.57450143914474,0.6578330350877194
