ProductKey,DateKey,MovementDate,UnitCost,UnitsIn,UnitsOut,UnitsBalance,Units Movement
167,20101228,2010-12-28 00:00:00.000,0.19,0,0,875,0
167,20101229,2010-12-29 00:00:00.000,0.19,0,0,875,0
167,20110119,2011-01-19 00:00:00.000,0.19,0,0,875,0
167,20110121,2011-01-21 00:00:00.000,0.19,0,0,875,0
167,20110122,2011-01-22 00:00:00.000,0.19,0,0,875,0
167,20110123,2011-01-23 00:00:00.000,0.19,0,0,875,0
167,20110124,2011-01-24 00:00:00.000,0.19,0,0,875,0
167,20110125,2011-01-25 00:00:00.000,0.19,0,0,875,0
167,20110126,2011-01-26 00:00:00.000,0.19,0,0,875,0
167,20110127,2011-01-27 00:00:00.000,0.19,0,0,875,0
167,20110128,2011-01-28 00:00:00.000,0.19,0,0,875,0
167,20110129,2011-01-29 00:00:00.000,0.19,0,0,875,0
167,20110130,2011-01-30 00:00:00.000,0.19,0,0,875,0
167,20110131,2011-01-31 00:00:00.000,0.19,0,0,875,0
167,20110201,2011-02-01 00:00:00.000,0.19,0,0,875,0
167,20110202,2011-02-02 00:00:00.000,0.19,0,0,875,0
167,20110203,2011-02-03 00:00:00.000,0.19,0,0,875,0
167,20110204,2011-02-04 00:00:00.000,0.19,0,0,875,0
167,20110205,2011-02-05 00:00:00.000,0.19,0,0,875,0
167,20110206,2011-02-06 00:00:00.000,0.19,0,0,875,0
167,20110207,2011-02-07 00:00:00.000,0.19,0,0,875,0
167,20110208,2011-02-08 00:00:00.000,0.19,0,0,875,0
167,20110209,2011-02-09 00:00:00.000,0.19,0,0,875,0
167,20110210,2011-02-10 00:00:00.000,0.19,0,0,875,0
167,20110211,2011-02-11 00:00:00.000,0.19,0,0,875,0
167,20110212,2011-02-12 00:00:00.000,0.19,0,0,875,0
167,20110213,2011-02-13 00:00:00.000,0.19,0,0,875,0
167,20110214,2011-02-14 00:00:00.000,0.19,0,0,875,0
167,20110215,2011-02-15 00:00:00.000,0.19,0,0,875,0
167,20110216,2011-02-16 00:00:00.000,0.19,0,0,875,0
167,20110217,2011-02-17 00:00:00.000,0.19,0,0,875,0
167,20110218,2011-02-18 00:00:00.000,0.19,0,0,875,0
167,20110219,2011-02-19 00:00:00.000,0.19,0,0,875,0
167,20110220,2011-02-20 00:00:00.000,0.19,0,0,875,0
167,20110221,2011-02-21 00:00:00.000,0.19,0,0,875,0
167,20110302,2011-03-02 00:00:00.000,0.19,0,0,875,0
167,20110303,2011-03-03 00:00:00.000,0.19,0,0,875,0
167,20110309,2011-03-09 00:00:00.000,0.19,0,0,875,0
167,20110310,2011-03-10 00:00:00.000,0.19,0,0,875,0
167,20110311,2011-03-11 00:00:00.000,0.19,0,0,875,0
167,20110312,2011-03-12 00:00:00.000,0.19,0,0,875,0
167,20110313,2011-03-13 00:00:00.000,0.19,0,0,875,0
167,20110314,2011-03-14 00:00:00.000,0.19,0,0,875,0
167,20110315,2011-03-15 00:00:00.000,0.19,0,0,875,0
167,20110316,2011-03-16 00:00:00.000,0.19,0,0,875,0
167,20110317,2011-03-17 00:00:00.000,0.19,0,0,875,0
167,20110318,2011-03-18 00:00:00.000,0.19,0,0,875,0
167,20110319,2011-03-19 00:00:00.000,0.19,0,0,875,0
167,20110320,2011-03-20 00:00:00.000,0.19,0,0,875,0
167,20110321,2011-03-21 00:00:00.000,0.19,0,0,875,0
167,20110322,2011-03-22 00:00:00.000,0.19,0,0,875,0
167,20110323,2011-03-23 00:00:00.000,0.19,0,0,875,0
167,20110324,2011-03-24 00:00:00.000,0.19,0,0,875,0
167,20110325,2011-03-25 00:00:00.000,0.19,0,0,875,0
167,20110326,2011-03-26 00:00:00.000,0.19,0,0,875,0
167,20110327,2011-03-27 00:00:00.000,0.19,0,0,875,0
167,20110328,2011-03-28 00:00:00.000,0.19,0,0,875,0
167,20110329,2011-03-29 00:00:00.000,0.19,0,0,875,0
167,20110330,2011-03-30 00:00:00.000,0.19,0,0,875,0
167,20110331,2011-03-31 00:00:00.000,0.19,0,0,875,0
167,20110401,2011-04-01 00:00:00.000,0.19,0,0,875,0
167,20110402,2011-04-02 00:00:00.000,0.19,0,0,875,0
167,20110403,2011-04-03 00:00:00.000,0.19,0,0,875,0
167,20110404,2011-04-04 00:00:00.000,0.19,0,0,875,0
167,20110405,2011-04-05 00:00:00.000,0.19,0,0,875,0
167,20110406,2011-04-06 00:00:00.000,0.19,0,0,875,0
167,20110407,2011-04-07 00:00:00.000,0.19,0,0,875,0
167,20110408,2011-04-08 00:00:00.000,0.19,0,0,875,0
167,20110409,2011-04-09 00:00:00.000,0.19,0,0,875,0
167,20110410,2011-04-10 00:00:00.000,0.19,0,0,875,0
167,20110411,2011-04-11 00:00:00.000,0.19,0,0,875,0
167,20110412,2011-04-12 00:00:00.000,0.19,0,0,875,0
167,20110413,2011-04-13 00:00:00.000,0.19,0,0,875,0
167,20110414,2011-04-14 00:00:00.000,0.19,0,0,875,0
167,20110415,2011-04-15 00:00:00.000,0.19,0,0,875,0
167,20110416,2011-04-16 00:00:00.000,0.19,0,0,875,0
167,20110417,2011-04-17 00:00:00.000,0.19,0,0,875,0
167,20110418,2011-04-18 00:00:00.000,0.19,0,0,875,0
167,20110419,2011-04-19 00:00:00.000,0.19,0,0,875,0
167,20110420,2011-04-20 00:00:00.000,0.19,0,0,875,0
167,20110421,2011-04-21 00:00:00.000,0.19,0,0,875,0
167,20110422,2011-04-22 00:00:00.000,0.19,0,0,875,0
167,20110423,2011-04-23 00:00:00.000,0.19,0,0,875,0
167,20110424,2011-04-24 00:00:00.000,0.19,0,0,875,0
167,20110425,2011-04-25 00:00:00.000,0.19,0,0,875,0
167,20110426,2011-04-26 00:00:00.000,0.19,0,0,875,0
167,20110427,2011-04-27 00:00:00.000,0.19,0,0,875,0
167,20110428,2011-04-28 00:00:00.000,0.19,0,0,875,0
167,20110430,2011-04-30 00:00:00.000,0.19,0,0,875,0
167,20110502,2011-05-02 00:00:00.000,0.19,0,0,875,0
167,20110503,2011-05-03 00:00:00.000,0.19,0,0,875,0
167,20110504,2011-05-04 00:00:00.000,0.19,0,0,875,0
167,20110505,2011-05-05 00:00:00.000,0.19,0,0,875,0
167,20110506,2011-05-06 00:00:00.000,0.19,0,0,875,0
167,20110507,2011-05-07 00:00:00.000,0.19,0,0,875,0
167,20110508,2011-05-08 00:00:00.000,0.19,0,0,875,0
167,20110509,2011-05-09 00:00:00.000,0.19,0,0,875,0
167,20110510,2011-05-10 00:00:00.000,0.19,0,0,875,0
167,20110511,2011-05-11 00:00:00.000,0.19,0,0,875,0
167,20110512,2011-05-12 00:00:00.000,0.19,0,0,875,0
167,20110513,2011-05-13 00:00:00.000,0.19,0,0,875,0
167,20110514,2011-05-14 00:00:00.000,0.19,0,0,875,0
167,20110515,2011-05-15 00:00:00.000,0.19,0,0,875,0
167,20110516,2011-05-16 00:00:00.000,0.19,0,0,875,0
167,20110517,2011-05-17 00:00:00.000,0.19,0,0,875,0
167,20110518,2011-05-18 00:00:00.000,0.19,0,0,875,0
167,20110519,2011-05-19 00:00:00.000,0.19,0,0,875,0
167,20110520,2011-05-20 00:00:00.000,0.19,0,0,875,0
167,20110521,2011-05-21 00:00:00.000,0.19,0,0,875,0
167,20110522,2011-05-22 00:00:00.000,0.19,0,0,875,0
167,20110523,2011-05-23 00:00:00.000,0.19,0,0,875,0
167,20110524,2011-05-24 00:00:00.000,0.19,0,0,875,0
167,20110525,2011-05-25 00:00:00.000,0.19,0,0,875,0
167,20110526,2011-05-26 00:00:00.000,0.19,0,0,875,0
167,20110527,2011-05-27 00:00:00.000,0.19,0,0,875,0
167,20110528,2011-05-28 00:00:00.000,0.19,0,0,875,0
167,20110529,2011-05-29 00:00:00.000,0.19,0,0,875,0
167,20110530,2011-05-30 00:00:00.000,0.19,0,0,875,0
167,20110531,2011-05-31 00:00:00.000,0.19,0,0,875,0
167,20110601,2011-06-01 00:00:00.000,0.19,0,0,875,0
167,20110602,2011-06-02 00:00:00.000,0.19,0,0,875,0
167,20110603,2011-06-03 00:00:00.000,0.19,0,0,875,0
167,20110604,2011-06-04 00:00:00.000,0.19,0,0,875,0
167,20110605,2011-06-05 00:00:00.000,0.19,0,0,875,0
167,20110606,2011-06-06 00:00:00.000,0.19,0,0,875,0
167,20110607,2011-06-07 00:00:00.000,0.19,0,0,875,0
167,20110608,2011-06-08 00:00:00.000,0.19,0,0,875,0
167,20110609,2011-06-09 00:00:00.000,0.19,0,0,875,0
167,20110610,2011-06-10 00:00:00.000,0.19,0,0,875,0
167,20110611,2011-06-11 00:00:00.000,0.19,0,0,875,0
167,20110612,2011-06-12 00:00:00.000,0.19,0,0,875,0
167,20110613,2011-06-13 00:00:00.000,0.19,0,0,875,0
167,20110614,2011-06-14 00:00:00.000,0.19,0,0,875,0
167,20110615,2011-06-15 00:00:00.000,0.19,0,0,875,0
167,20110616,2011-06-16 00:00:00.000,0.19,0,0,875,0
167,20110617,2011-06-17 00:00:00.000,0.19,0,0,875,0
167,20110618,2011-06-18 00:00:00.000,0.19,0,0,875,0
167,20110619,2011-06-19 00:00:00.000,0.19,0,0,875,0
167,20110620,2011-06-20 00:00:00.000,0.19,0,0,875,0
167,20110621,2011-06-21 00:00:00.000,0.19,0,0,875,0
167,20110622,2011-06-22 00:00:00.000,0.19,0,0,875,0
167,20110623,2011-06-23 00:00:00.000,0.19,0,0,875,0
167,20110624,2011-06-24 00:00:00.000,0.19,0,0,875,0
167,20110625,2011-06-25 00:00:00.000,0.19,0,0,875,0
167,20110626,2011-06-26 00:00:00.000,0.19,0,0,875,0
167,20110627,2011-06-27 00:00:00.000,0.19,0,0,875,0
167,20110628,2011-06-28 00:00:00.000,0.19,0,0,875,0
167,20110629,2011-06-29 00:00:00.000,0.19,0,0,875,0
167,20110630,2011-06-30 00:00:00.000,0.19,0,0,875,0
167,20110701,2011-07-01 00:00:00.000,0.19,0,0,875,0
