TeamID,Team,LeagueID,League,LeagueCountry,TeamImageURL,LeagueImageURL
631,"Chelsea FC","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/631.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
1003,"Leicester City","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/1003.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
985,"Manchester United","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/985.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
873,"Crystal Palace","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/873.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
281,"Manchester City","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/281.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
762,"Newcastle United","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/762.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
11,"Arsenal FC","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/11.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
29,"Everton FC","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/29.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
931,"Fulham FC","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/931.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
989,"AFC Bournemouth","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/989.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
31,"Liverpool FC","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/31.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
148,"Tottenham Hotspur","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/148.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
1148,"Brentford FC","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/1148.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
698,"Bristol City","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/698.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
1010,"Watford FC","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/1010.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
2288,"Swansea City","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/2288.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
337,"Birmingham City","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/337.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
1110,"Huddersfield Town","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/1110.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
180,"Southampton FC","GB1","Premier League","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/180.png","https://tmssl.akamaized.net//images/logo/normal/gb1.png"
399,"Leeds United","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/399.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
641,"Middlesbrough FC","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/641.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
603,"Cardiff City","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/603.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
703,"Nottingham Forest","GB2","Championship","United Kingdom","https://tmssl.akamaized.net//images/wappen/head/703.png","https://tmssl.akamaized.net//images/logo/normal/gb2.png"
