created,duration,id,name,status,time,updated,utc_offset,waitlist_count,yes_rsvp_count,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,venue.zip,venue.state,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,link,description,visibility,manual_attendance_count
"1.47147E+12","3600000","tqsdxlywhbwb","PowerBI Palo Alto Meetup","upcoming","1.49507E+12","1.47147E+12","-25200000","0","1","929085","Coupa Café","37.44482803","-122.1614227","FALSE","538 Ramona St","Palo Alto","us","USA","94301","CA","1.45351E+12","Silicon Valley Power BI User Group","19415800","open","37.40999985","-122.1600037","Silicon-Valley-Power-BI-User-Group","PUGs","https://www.meetup.com/Silicon-Valley-Power-BI-User-Group/events/tqsdxlywhbwb/","<p>All,</p> <p>Please join us on the third Wednesday of every month to talk about coffee, life, the universe, everything data related and how we ever survived without PowerBI.  Please feel free to share any news, bring your challenges and share your tip and tricks.</p> <p>We will be giving away ""Learn to Write DAX"" books and t-shirts. Looking forward to meeting everyone.</p> <p>Regards,</p> <p>James</p>","public",""
"1.49091E+12","32400000","238837599","[Partner Event] MLConf Seattle 2017 (register via Eventbrite)","upcoming","1.49521E+12","1.49091E+12","-25200000","15","1","25122723","Art Marble 21","47.62630081","-122.3394165","FALSE","731 Westlake Avenue North","Seattle","us","USA","98109","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/238837599/","<p>MLConf is coming back on May 19, and they have graciously offered a discount to the Seattle Data Science Meetup!</p> <p><br/><b>About the Event</b></p> <p>

MLconf was created to host the thought leaders in Machine Learning and AI to discuss their most recent experience with applying techniques, tools, algorithms and methodologies to the seemingly impossible problems that occur when dealing with massive and noisy data. MLconf is independent of any outside company or university – it’s simply a conference organized to gather the Machine Learning communities in various cities to share knowledge and create an environment for the community to coalesce.</p> <p>Follow the link below to learn more and get the latest updates about this event!</p> <p><a href=""https://www.eventbrite.com/e/mlconf-seattle-2017-tickets-30088279855"">Learn more about MLConf 2017 HERE</a></p> <p><b>Want a discount on your tickets? Follow the link below!</b></p> <p><br/><a href=""https://www.eventbrite.com/e/mlconf-seattle-2017-tickets-3008","public",""
"1.49239E+12","10800000","xrxzwmywjbjb","Weekly Coding Club @ Galvanize","upcoming","1.4968E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywjbjb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.48876E+12","9000000","vcgnsmywjblb","Mile Hi Power BI Monthly Meeting","upcoming","1.49696E+12","1.48876E+12","-21600000","0","1","24197253","Microsoft Denver HQ","39.63064575","-104.9027481","FALSE","7595 Technology Way","Denver","us","USA","80237","CO","1.44696E+12","Mile Hi Power BI User Group","19100805","open","39.63999939","-104.9000015","MileHiPowerBI","Denver Power BI Enthusiasts","https://www.meetup.com/MileHiPowerBI/events/vcgnsmywjblb/","<p>• Food/Networking - 5:30-6:00</p> <p>• Intros/Recap Power BI News - 6:00-6:30</p> <p>• Demos/Discussion on Power BI topics (more details will be provide before each meeting</p> <p><b>Make sure you get to the Microsoft office before 6pm as the lobby doors automatically lock at 6pm and the elevators only work with a building badge after 6pm.</b></p> <p>Help spread the word about the group, send all of you collegues and friends that want to know more about Power BI to <a href=""http://milehipowerbi.com"">MileHiPowerBI.com</a> and get them to sign up.</p> <p>Also, join the online Power BI community, by signing up for a login on <a href=""http://community.powerbi.com"">community.powerbi.com</a>. Once you have done that you can participate in the forums for the international Power BI community.</p>","public",""
"1.49239E+12","10800000","xrxzwmywjbrb","Weekly Coding Club @ Galvanize","upcoming","1.4974E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywjbrb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.49239E+12","10800000","xrxzwmywjbbc","Weekly Coding Club @ Galvanize","upcoming","1.49801E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywjbbc/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.47147E+12","3600000","tqsdxlywjbcc","PowerBI Palo Alto Meetup","upcoming","1.4981E+12","1.47147E+12","-25200000","0","1","929085","Coupa Café","37.44482803","-122.1614227","FALSE","538 Ramona St","Palo Alto","us","USA","94301","CA","1.45351E+12","Silicon Valley Power BI User Group","19415800","open","37.40999985","-122.1600037","Silicon-Valley-Power-BI-User-Group","PUGs","https://www.meetup.com/Silicon-Valley-Power-BI-User-Group/events/tqsdxlywjbcc/","<p>All,</p> <p>Please join us on the third Wednesday of every month to talk about coffee, life, the universe, everything data related and how we ever survived without PowerBI.  Please feel free to share any news, bring your challenges and share your tip and tricks.</p> <p>We will be giving away ""Learn to Write DAX"" books and t-shirts. Looking forward to meeting everyone.</p> <p>Regards,</p> <p>James</p>","public",""
"1.49239E+12","10800000","xrxzwmywjbkc","Weekly Coding Club @ Galvanize","upcoming","1.49861E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywjbkc/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.45151E+12","","fnfgnlywkbfb","Monthly Meeting","upcoming","1.49912E+12","1.45151E+12","-14400000","0","1","11474282","Microsoft Corporation","27.94368744","-82.53858185","FALSE","5426 Bay Center Drive","Tampa","us","USA","33609","FL","1.37592E+12","Tampa Bay SQL Business Intelligence and Analytics","9712392","open","27.97999954","-82.33999634","Tampa-Bay-SQL-Business-Intelligence","BI & BA Professionals","https://www.meetup.com/Tampa-Bay-SQL-Business-Intelligence/events/fnfgnlywkbfb/","<p><b>Monthly Meeting Details</b></p> <p><b>Topic:</b> TBD</p> <p><b>Speaker:</b> TBD</p> <p><b>Agenda:</b></p> <p>6:00PM - 6:30PM Networking<br/>6:30PM - 6:45PM Announcements and Introductions<br/>6:45PM - 8:15PM Presentation<br/>8:15PM - 8:30PM Q&amp;A</p>","public",""
"1.49239E+12","10800000","xrxzwmywkbgb","Weekly Coding Club @ Galvanize","upcoming","1.49922E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywkbgb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
