transaction_date,stock_date,product_id,variable,value
1998-01-18 00:00:00.000,1998-01-14 00:00:00.000,713,customer_id,6353
1998-09-22 00:00:00.000,1998-09-20 00:00:00.000,1492,customer_id,2458
1997-08-30 00:00:00.000,1997-08-26 00:00:00.000,12,customer_id,2129
1998-08-16 00:00:00.000,1998-08-09 00:00:00.000,246,customer_id,3753
1998-04-19 00:00:00.000,1998-04-12 00:00:00.000,1297,customer_id,7724
1998-03-09 00:00:00.000,1998-03-06 00:00:00.000,200,customer_id,7425
1998-03-27 00:00:00.000,1998-03-22 00:00:00.000,1446,customer_id,5124
1997-10-22 00:00:00.000,1997-10-17 00:00:00.000,445,customer_id,5597
1998-08-26 00:00:00.000,1998-08-21 00:00:00.000,767,customer_id,2635
1998-09-10 00:00:00.000,1998-09-04 00:00:00.000,1530,customer_id,7610
1997-08-23 00:00:00.000,1997-08-22 00:00:00.000,1068,customer_id,6954
1998-01-06 00:00:00.000,1998-01-01 00:00:00.000,259,customer_id,7831
1998-02-20 00:00:00.000,1998-02-17 00:00:00.000,1386,customer_id,8980
1997-04-09 00:00:00.000,1997-04-04 00:00:00.000,1288,customer_id,8092
1998-02-22 00:00:00.000,1998-02-20 00:00:00.000,265,customer_id,2324
1998-11-16 00:00:00.000,1998-11-14 00:00:00.000,1338,customer_id,6585
1998-02-27 00:00:00.000,1998-02-25 00:00:00.000,219,customer_id,625
1998-08-03 00:00:00.000,1998-07-29 00:00:00.000,1241,customer_id,4630
1997-05-18 00:00:00.000,1997-05-15 00:00:00.000,201,customer_id,1167
1997-02-12 00:00:00.000,1997-02-05 00:00:00.000,1063,customer_id,4614
1997-06-11 00:00:00.000,1997-06-06 00:00:00.000,480,customer_id,3586
1998-04-16 00:00:00.000,1998-04-09 00:00:00.000,771,customer_id,3501
1998-03-21 00:00:00.000,1998-03-17 00:00:00.000,210,customer_id,2220
1998-10-15 00:00:00.000,1998-10-09 00:00:00.000,1254,customer_id,2575
1998-05-07 00:00:00.000,1998-05-04 00:00:00.000,1295,customer_id,1062
1997-07-27 00:00:00.000,1997-07-22 00:00:00.000,822,customer_id,8351
1997-07-12 00:00:00.000,1997-07-05 00:00:00.000,41,customer_id,4557
1998-12-17 00:00:00.000,1998-12-13 00:00:00.000,650,customer_id,5757
1998-04-17 00:00:00.000,1998-04-11 00:00:00.000,1344,customer_id,774
1998-02-07 00:00:00.000,1998-02-01 00:00:00.000,897,customer_id,1284
1997-11-11 00:00:00.000,1997-11-10 00:00:00.000,31,customer_id,5467
1998-10-28 00:00:00.000,1998-10-22 00:00:00.000,272,customer_id,10114
1998-04-11 00:00:00.000,1998-04-07 00:00:00.000,685,customer_id,4342
1998-01-02 00:00:00.000,1997-12-30 00:00:00.000,1395,customer_id,5230
1998-01-30 00:00:00.000,1998-01-29 00:00:00.000,1258,customer_id,7287
1998-07-26 00:00:00.000,1998-07-24 00:00:00.000,1456,customer_id,8563
1997-09-23 00:00:00.000,1997-09-18 00:00:00.000,85,customer_id,6347
1998-01-05 00:00:00.000,1997-12-30 00:00:00.000,1451,customer_id,436
1997-08-15 00:00:00.000,1997-08-11 00:00:00.000,710,customer_id,1168
1998-10-29 00:00:00.000,1998-10-24 00:00:00.000,1335,customer_id,3328
1997-09-08 00:00:00.000,1997-09-04 00:00:00.000,568,customer_id,9473
1997-03-21 00:00:00.000,1997-03-20 00:00:00.000,1370,customer_id,750
1998-12-16 00:00:00.000,1998-12-12 00:00:00.000,1548,customer_id,6212
1998-02-07 00:00:00.000,1998-02-04 00:00:00.000,776,customer_id,6111
1997-05-05 00:00:00.000,1997-04-28 00:00:00.000,1287,customer_id,1548
1998-09-05 00:00:00.000,1998-09-02 00:00:00.000,309,customer_id,5958
1997-07-27 00:00:00.000,1997-07-24 00:00:00.000,1526,customer_id,4775
1998-10-04 00:00:00.000,1998-09-27 00:00:00.000,1287,customer_id,10143
1998-12-21 00:00:00.000,1998-12-15 00:00:00.000,53,customer_id,3162
1998-12-12 00:00:00.000,1998-12-08 00:00:00.000,1012,customer_id,7486
1998-10-11 00:00:00.000,1998-10-07 00:00:00.000,1407,customer_id,2790
1998-02-20 00:00:00.000,1998-02-16 00:00:00.000,882,customer_id,2306
1998-06-08 00:00:00.000,1998-06-06 00:00:00.000,971,customer_id,1864
1998-01-03 00:00:00.000,1997-12-27 00:00:00.000,1410,customer_id,3922
1998-08-29 00:00:00.000,1998-08-25 00:00:00.000,169,customer_id,7700
1997-05-19 00:00:00.000,1997-05-13 00:00:00.000,167,customer_id,4017
1998-07-30 00:00:00.000,1998-07-24 00:00:00.000,502,customer_id,3328
1998-02-17 00:00:00.000,1998-02-14 00:00:00.000,946,customer_id,8467
1998-12-23 00:00:00.000,1998-12-18 00:00:00.000,1196,customer_id,2286
1997-11-07 00:00:00.000,1997-10-31 00:00:00.000,1557,customer_id,4030
1998-04-03 00:00:00.000,1998-03-31 00:00:00.000,1532,customer_id,4568
1997-01-21 00:00:00.000,1997-01-18 00:00:00.000,508,customer_id,8452
1997-12-21 00:00:00.000,1997-12-18 00:00:00.000,802,customer_id,4436
1998-10-30 00:00:00.000,1998-10-25 00:00:00.000,727,customer_id,7172
1997-03-15 00:00:00.000,1997-03-11 00:00:00.000,315,customer_id,7768
1997-03-14 00:00:00.000,1997-03-13 00:00:00.000,986,customer_id,5182
1997-11-18 00:00:00.000,1997-11-11 00:00:00.000,452,customer_id,1701
1997-04-08 00:00:00.000,1997-04-03 00:00:00.000,426,customer_id,5650
1998-06-18 00:00:00.000,1998-06-14 00:00:00.000,147,customer_id,5743
1997-06-03 00:00:00.000,1997-05-29 00:00:00.000,475,customer_id,993
1998-12-30 00:00:00.000,1998-12-27 00:00:00.000,318,customer_id,4467
1997-07-02 00:00:00.000,1997-07-01 00:00:00.000,1060,customer_id,4340
1997-10-06 00:00:00.000,1997-09-29 00:00:00.000,456,customer_id,4657
1998-04-17 00:00:00.000,1998-04-16 00:00:00.000,1262,customer_id,7494
1998-08-25 00:00:00.000,1998-08-19 00:00:00.000,1257,customer_id,454
1998-07-19 00:00:00.000,1998-07-15 00:00:00.000,1268,customer_id,6406
1998-07-03 00:00:00.000,1998-06-26 00:00:00.000,791,customer_id,5512
1998-05-17 00:00:00.000,1998-05-16 00:00:00.000,843,customer_id,3571
1998-11-13 00:00:00.000,1998-11-10 00:00:00.000,302,customer_id,9956
1998-03-19 00:00:00.000,1998-03-13 00:00:00.000,1215,customer_id,8685
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,1403,customer_id,10273
1998-09-05 00:00:00.000,1998-09-03 00:00:00.000,861,customer_id,1388
1997-07-29 00:00:00.000,1997-07-28 00:00:00.000,1232,customer_id,1648
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,356,customer_id,4049
1997-01-05 00:00:00.000,1996-12-29 00:00:00.000,207,customer_id,3415
1998-04-27 00:00:00.000,1998-04-24 00:00:00.000,179,customer_id,5290
1997-03-10 00:00:00.000,1997-03-06 00:00:00.000,495,customer_id,2378
1998-11-22 00:00:00.000,1998-11-18 00:00:00.000,495,customer_id,4742
1998-06-14 00:00:00.000,1998-06-07 00:00:00.000,1373,customer_id,9385
1998-12-03 00:00:00.000,1998-11-27 00:00:00.000,1254,customer_id,3244
1997-08-12 00:00:00.000,1997-08-05 00:00:00.000,850,customer_id,5116
1998-08-05 00:00:00.000,1998-07-29 00:00:00.000,540,customer_id,3328
1998-10-11 00:00:00.000,1998-10-05 00:00:00.000,1428,customer_id,3077
1997-03-15 00:00:00.000,1997-03-13 00:00:00.000,466,customer_id,4075
1998-11-02 00:00:00.000,1998-11-01 00:00:00.000,273,customer_id,7281
1997-07-14 00:00:00.000,1997-07-09 00:00:00.000,5,customer_id,9307
1997-03-20 00:00:00.000,1997-03-19 00:00:00.000,1403,customer_id,6826
1998-08-12 00:00:00.000,1998-08-05 00:00:00.000,1529,customer_id,7384
1998-06-16 00:00:00.000,1998-06-11 00:00:00.000,822,customer_id,950
1998-04-26 00:00:00.000,1998-04-25 00:00:00.000,583,customer_id,1402
1998-01-18 00:00:00.000,1998-01-14 00:00:00.000,713,store_id,24
1998-09-22 00:00:00.000,1998-09-20 00:00:00.000,1492,store_id,6
1997-08-30 00:00:00.000,1997-08-26 00:00:00.000,12,store_id,7
1998-08-16 00:00:00.000,1998-08-09 00:00:00.000,246,store_id,8
1998-04-19 00:00:00.000,1998-04-12 00:00:00.000,1297,store_id,15
1998-03-09 00:00:00.000,1998-03-06 00:00:00.000,200,store_id,7
1998-03-27 00:00:00.000,1998-03-22 00:00:00.000,1446,store_id,4
1997-10-22 00:00:00.000,1997-10-17 00:00:00.000,445,store_id,3
1998-08-26 00:00:00.000,1998-08-21 00:00:00.000,767,store_id,15
1998-09-10 00:00:00.000,1998-09-04 00:00:00.000,1530,store_id,21
1997-08-23 00:00:00.000,1997-08-22 00:00:00.000,1068,store_id,24
1998-01-06 00:00:00.000,1998-01-01 00:00:00.000,259,store_id,17
1998-02-20 00:00:00.000,1998-02-17 00:00:00.000,1386,store_id,20
1997-04-09 00:00:00.000,1997-04-04 00:00:00.000,1288,store_id,15
1998-02-22 00:00:00.000,1998-02-20 00:00:00.000,265,store_id,19
1998-11-16 00:00:00.000,1998-11-14 00:00:00.000,1338,store_id,19
1998-02-27 00:00:00.000,1998-02-25 00:00:00.000,219,store_id,13
1998-08-03 00:00:00.000,1998-07-29 00:00:00.000,1241,store_id,15
1997-05-18 00:00:00.000,1997-05-15 00:00:00.000,201,store_id,6
1997-02-12 00:00:00.000,1997-02-05 00:00:00.000,1063,store_id,11
1997-06-11 00:00:00.000,1997-06-06 00:00:00.000,480,store_id,11
1998-04-16 00:00:00.000,1998-04-09 00:00:00.000,771,store_id,8
1998-03-21 00:00:00.000,1998-03-17 00:00:00.000,210,store_id,24
1998-10-15 00:00:00.000,1998-10-09 00:00:00.000,1254,store_id,19
1998-05-07 00:00:00.000,1998-05-04 00:00:00.000,1295,store_id,10
1997-07-27 00:00:00.000,1997-07-22 00:00:00.000,822,store_id,16
1997-07-12 00:00:00.000,1997-07-05 00:00:00.000,41,store_id,22
1998-12-17 00:00:00.000,1998-12-13 00:00:00.000,650,store_id,12
1998-04-17 00:00:00.000,1998-04-11 00:00:00.000,1344,store_id,15
1998-02-07 00:00:00.000,1998-02-01 00:00:00.000,897,store_id,12
1997-11-11 00:00:00.000,1997-11-10 00:00:00.000,31,store_id,2
1998-10-28 00:00:00.000,1998-10-22 00:00:00.000,272,store_id,1
1998-04-11 00:00:00.000,1998-04-07 00:00:00.000,685,store_id,13
1998-01-02 00:00:00.000,1997-12-30 00:00:00.000,1395,store_id,13
1998-01-30 00:00:00.000,1998-01-29 00:00:00.000,1258,store_id,24
1998-07-26 00:00:00.000,1998-07-24 00:00:00.000,1456,store_id,6
1997-09-23 00:00:00.000,1997-09-18 00:00:00.000,85,store_id,17
1998-01-05 00:00:00.000,1997-12-30 00:00:00.000,1451,store_id,7
1997-08-15 00:00:00.000,1997-08-11 00:00:00.000,710,store_id,17
1998-10-29 00:00:00.000,1998-10-24 00:00:00.000,1335,store_id,17
1997-09-08 00:00:00.000,1997-09-04 00:00:00.000,568,store_id,15
1997-03-21 00:00:00.000,1997-03-20 00:00:00.000,1370,store_id,13
1998-12-16 00:00:00.000,1998-12-12 00:00:00.000,1548,store_id,1
1998-02-07 00:00:00.000,1998-02-04 00:00:00.000,776,store_id,4
1997-05-05 00:00:00.000,1997-04-28 00:00:00.000,1287,store_id,13
1998-09-05 00:00:00.000,1998-09-02 00:00:00.000,309,store_id,13
1997-07-27 00:00:00.000,1997-07-24 00:00:00.000,1526,store_id,17
1998-10-04 00:00:00.000,1998-09-27 00:00:00.000,1287,store_id,7
1998-12-21 00:00:00.000,1998-12-15 00:00:00.000,53,store_id,9
1998-12-12 00:00:00.000,1998-12-08 00:00:00.000,1012,store_id,3
1998-10-11 00:00:00.000,1998-10-07 00:00:00.000,1407,store_id,21
