ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
16474,1,"56794906-8e37-4180-b478-1a454eb3dfb6",True,1,1,2,False,16453,16552,2,16456,16553,1,1,18437,,2020-06-08 01:27:01.383,2020-06-27 08:34:26.106,1
40594,1,"2aa77e23-c039-4f3b-9fae-856449641187",True,1,1,1,False,15061,38140,2,15832,15850,1,1,40595,,2020-06-08 02:52:34.490,2020-06-27 08:34:28.216,1
56894,1,"1d5dacf0-59fc-441a-96be-e5228c9a7ee7",True,1,1,1,False,15061,55619,2,45613,45759,1,1,56895,,2020-06-08 03:43:10.426,2020-06-27 08:34:26.793,1
61749,1,"f86dba1d-3ad8-4173-be02-b0eb517c84b3",True,1,1,1,False,14209,14260,2,15832,15850,1,1,61750,,2020-06-13 07:03:43.093,2020-06-27 08:34:28.226,1
61807,1,"4af8c63f-da9f-4205-9ceb-977b68422446",True,1,1,1,False,14209,14263,2,16453,16485,1,1,61808,,2020-06-13 07:04:14.446,2020-06-27 08:34:27.023,1
75756,1,"9b203279-694d-4041-a524-46af07177a02",True,1,2,1,False,75334,75338,1,45613,45759,1,1,75757,75759,2020-06-13 23:52:00.290,2020-06-27 08:34:27.376,1
109369,1,"0b33f1ad-b376-4776-9828-1cbacc528917",True,1,1,1,False,109061,109068,2,15832,15850,1,1,109370,,2020-06-21 01:52:08.513,2020-07-01 07:22:49.656,1
109372,1,"fb3ee904-3b86-44d7-bd70-b06b583f7754",True,1,1,1,False,109061,109071,2,16453,16485,1,1,109373,,2020-06-21 01:52:08.513,2020-07-01 07:22:49.680,1
122885,1,"76a907e0-fa03-45c4-b683-33ac641bebb9",True,1,1,2,False,122879,122889,2,122882,122890,1,1,123064,,2020-06-27 08:31:22.853,2020-06-27 08:34:25.230,1
129947,1,"42fbc0f4-72e8-44dd-b369-92e37b372a3d",True,1,1,1,False,15832,123573,2,122879,122900,1,1,129948,,2020-07-01 07:24:22.506,2020-07-01 07:24:22.506,1
