ID,TableID,ExplicitName,InferredName,ExplicitDataType,InferredDataType,DataCategory,Description,IsHidden,State,IsUnique,IsKey,IsNullable,Alignment,TableDetailPosition,IsDefaultLabel,IsDefaultImage,SummarizeBy,ColumnStorageID,Type,SourceColumn,ColumnOriginID,Expression,FormatString,IsAvailableInMDX,SortByColumnID,AttributeHierarchyID,ModifiedTime,StructureModifiedTime,RefreshedTime,SystemFlags,KeepUniqueRows,DisplayOrdinal,ErrorMessage,SourceProviderType,DisplayFolder,EncodingHint,RelatedColumnDetailsID,AlternateOfID,LineageTag,SourceLineageTag
16,15,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,72,3,"",,"","",True,,17,2021-11-24 23:55:01.230,2021-11-24 23:55:01.226,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"",""
18,15,"","Date",1,9,"PaddedDateTableDates","",True,1,False,False,True,1,-1,False,False,2,76,4,"[Date]",,"","",True,,51,2021-11-25 18:32:48.293,2021-11-24 23:55:01.226,1699-12-31 00:00:00.000,2,False,0,"","","",0,,,"bcc32daa-6a8a-40e9-889b-0535f27afb6a",""
19,15,"Year","",1,6,"Years","",True,1,False,False,True,1,-1,False,False,2,80,2,"",,"YEAR([Date])","",True,,52,2021-11-25 18:32:48.293,2021-11-24 23:55:01.226,2021-11-24 23:55:05.200,2,False,0,"","","",0,,,"0cef6f3d-9b46-4ae5-8e20-f79017412f34",""
20,15,"MonthNo","",1,6,"MonthOfYear","",True,1,False,False,True,1,-1,False,False,2,84,2,"",,"MONTH([Date])","",True,,53,2021-11-25 18:32:48.293,2021-11-24 23:55:01.226,2021-11-24 23:55:05.200,2,False,0,"","","",0,,,"3b973b3a-fe01-4ebe-8337-64dc7d595882",""
21,15,"Month","",1,2,"Months","",True,1,False,False,True,1,-1,False,False,2,88,2,"",,"FORMAT([Date], ""MMMM"")","",True,20,54,2021-11-24 23:55:05.200,2021-11-24 23:55:01.226,2021-11-24 23:55:05.200,2,False,0,"","","",0,,,"7f21e637-1ee5-4922-b611-ff498188c515",""
22,15,"QuarterNo","",1,6,"QuarterOfYear","",True,1,False,False,True,1,-1,False,False,2,92,2,"",,"INT(([MonthNo] + 2) / 3)","",True,,55,2021-11-25 18:32:48.293,2021-11-24 23:55:01.226,2021-11-24 23:55:05.200,2,False,0,"","","",0,,,"7c7434dc-8c5e-4e42-b90d-e6e64da57441",""
23,15,"Quarter","",1,2,"Quarters","",True,1,False,False,True,1,-1,False,False,2,96,2,"",,"""Qtr "" & [QuarterNo]","",True,22,56,2021-11-24 23:55:05.203,2021-11-24 23:55:01.226,2021-11-24 23:55:05.203,2,False,0,"","","",0,,,"34bdd39b-5eef-40ae-b792-12eea4978829",""
24,15,"Day","",1,6,"DayOfMonth","",True,1,False,False,True,1,-1,False,False,2,100,2,"",,"DAY([Date])","",True,,57,2021-11-25 18:32:48.293,2021-11-24 23:55:01.226,2021-11-24 23:55:05.200,2,False,0,"","","",0,,,"a9b5e4aa-a1d5-450b-bb36-516328bd82c8",""
476,475,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,1716,3,"",,"","",True,,477,2021-11-24 23:56:17.410,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
567,475,"advisorid","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,1832,1,"advisorid",,"","0",True,,1432,2021-11-24 23:56:21.310,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"ea9a2d27-1808-4575-af94-5486d5a204cf",""
568,475,"advisorname","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,1836,1,"advisorname",,"","",True,,1433,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"9d305b18-e7a1-45d7-bdb1-a3e83b01b505",""
569,475,"departmentid","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,1840,1,"departmentid",,"","0",True,,1434,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"323d6b01-24cd-4b86-b54d-345fc74f3653",""
570,475,"NoOfStudents","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,1844,1,"NoOfStudents",,"","0",True,,1435,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"8019e1da-c96a-4c2c-8381-ad34ec438415",""
479,478,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,1720,3,"",,"","",True,,480,2021-11-24 23:56:17.410,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
571,478,"courseid","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,1848,1,"courseid",,"","0",True,,1436,2021-11-24 23:56:21.310,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"6bbe9e57-f2ab-4e77-9ed5-4ab61f8bcff4",""
572,478,"coursename","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,1852,1,"coursename",,"","",True,,1437,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"6f6210a1-a17b-468b-9a2b-40dfd65db2f5",""
573,478,"TotalStudents","",6,19,"","",False,1,False,False,True,1,-1,False,False,3,1856,1,"TotalStudents",,"","0",True,,1438,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"603ff489-ff47-4dbe-b4f5-a5402569a650",""
482,481,"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61","",6,19,"","",True,1,True,True,False,1,-1,False,False,1,1724,3,"",,"","",True,,483,2021-11-24 23:56:17.410,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"",""
574,481,"professorID","",6,19,"","",False,1,False,False,True,1,-1,False,False,2,1860,1,"professorID",,"","0",True,,1439,2021-11-24 23:56:21.310,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"6403fa69-24ac-4ba8-baf1-fb6cff109216",""
575,481,"professorName","",2,19,"","",False,1,False,False,True,1,-1,False,False,2,1864,1,"professorName",,"","",True,,1440,2021-11-24 23:56:17.400,2021-11-24 23:56:17.400,1699-12-31 00:00:00.000,0,False,0,"","","",0,,,"bf5a728c-6494-476f-9403-bb1688443452",""
