ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
562,1,"25bf377a-e9eb-4824-bcd2-2d58a479a58c",True,1,1,2,False,496,608,2,499,609,1,1,2388,,2021-11-30 19:33:43.120,2021-11-30 19:33:43.120,1
563,1,"3dad7fca-323b-4589-9614-5ca0906e516c",True,1,1,2,False,505,624,2,508,625,1,1,2390,,2021-11-30 19:33:43.123,2021-11-30 19:33:43.123,1
564,1,"f416a9a4-a020-4a6d-b504-7e95a220a75d",True,1,1,2,False,511,636,2,514,637,1,1,2392,,2021-11-30 19:33:43.146,2021-11-30 19:33:43.146,1
565,1,"8a0f7775-a121-4da4-ae3d-2b99c014e690",True,1,1,2,False,511,647,2,517,648,1,1,2394,,2021-11-30 19:33:43.146,2021-11-30 19:33:43.146,1
566,1,"a3d5e526-a907-4c3e-8104-ec5e36908323",True,1,1,2,False,526,668,2,529,669,1,1,2396,,2021-11-30 19:33:43.173,2021-11-30 19:33:43.173,1
5832,1,"8f9a5d82-c67b-4cde-8ff8-1f8910bc927a",True,1,1,1,False,490,599,2,523,660,1,1,5866,,2021-11-30 19:33:43.123,2021-11-30 19:33:43.123,1
5833,1,"03493f49-4b48-45fb-86d6-208ac5253cf3",True,1,1,1,False,553,696,2,490,598,1,1,5868,,2021-11-30 19:33:43.103,2021-11-30 19:33:43.103,1
5834,1,"bd19ea27-5663-45dd-a083-a3b37041782f",True,1,1,1,False,493,605,2,523,660,1,1,5870,,2021-11-30 19:33:43.146,2021-11-30 19:33:43.146,1
5835,1,"c4baf1e8-f659-435f-be94-16df9af4929f",True,1,1,1,False,493,604,2,559,703,1,1,5872,,2021-11-30 19:33:43.106,2021-11-30 19:33:43.106,1
5836,1,"8a3b2c7e-9025-406b-8e5c-1b5e9a7e79b7",True,1,1,1,False,496,606,2,502,617,1,1,5874,,2021-11-30 19:33:43.090,2021-11-30 19:33:43.090,1
