StudentID,Date,1,2,3,4,5
1,2020-02-22 00:00:00.000,5,1,4,2,5
10,2020-04-03 00:00:00.000,4,4,3,2,3
100,2020-02-19 00:00:00.000,1,5,4,1,1
101,2020-02-03 00:00:00.000,2,3,1,1,2
102,2020-03-15 00:00:00.000,1,4,3,3,4
103,2020-02-29 00:00:00.000,3,3,4,5,2
104,2020-01-07 00:00:00.000,4,3,1,3,2
105,2020-04-08 00:00:00.000,1,2,2,1,1
106,2020-02-18 00:00:00.000,4,5,1,4,3
107,2020-02-19 00:00:00.000,4,4,1,3,4
108,2020-04-22 00:00:00.000,4,3,2,5,4
109,2020-04-12 00:00:00.000,5,5,3,4,4
11,2020-01-31 00:00:00.000,5,2,2,5,1
110,2020-01-08 00:00:00.000,2,1,3,4,5
111,2020-04-15 00:00:00.000,1,3,2,3,2
112,2020-04-12 00:00:00.000,2,3,4,3,2
113,2020-01-23 00:00:00.000,5,4,2,3,4
114,2020-02-09 00:00:00.000,3,3,2,4,4
115,2020-03-13 00:00:00.000,5,3,4,4,1
116,2020-03-03 00:00:00.000,5,3,1,3,5
117,2020-03-19 00:00:00.000,5,5,4,4,4
118,2020-01-17 00:00:00.000,1,3,2,3,1
119,2020-01-02 00:00:00.000,3,2,1,3,5
12,2020-04-04 00:00:00.000,1,5,4,2,5
120,2020-02-03 00:00:00.000,3,3,3,2,5
121,2020-01-31 00:00:00.000,4,4,5,1,5
122,2020-02-12 00:00:00.000,2,2,5,4,4
123,2020-01-05 00:00:00.000,5,1,3,3,2
124,2020-03-08 00:00:00.000,2,2,2,5,4
125,2020-03-30 00:00:00.000,4,5,4,4,5
126,2020-02-23 00:00:00.000,3,2,3,4,3
127,2020-03-11 00:00:00.000,1,4,2,3,1
128,2020-03-25 00:00:00.000,2,3,5,3,4
129,2020-02-24 00:00:00.000,1,2,3,5,3
13,2020-01-22 00:00:00.000,1,2,5,2,2
130,2020-03-31 00:00:00.000,1,4,2,3,1
131,2020-01-04 00:00:00.000,2,1,1,1,3
132,2020-01-30 00:00:00.000,3,5,2,4,4
133,2020-03-27 00:00:00.000,2,5,5,3,5
134,2020-03-23 00:00:00.000,4,4,3,5,2
135,2020-02-01 00:00:00.000,2,5,2,1,3
136,2020-04-30 00:00:00.000,3,1,1,5,4
137,2020-04-25 00:00:00.000,5,5,1,3,4
138,2020-02-27 00:00:00.000,2,1,2,1,3
139,2020-03-08 00:00:00.000,5,5,2,4,5
14,2020-03-20 00:00:00.000,2,1,5,4,1
140,2020-02-04 00:00:00.000,3,5,2,5,1
141,2020-01-29 00:00:00.000,1,2,2,4,2
142,2020-03-15 00:00:00.000,4,3,5,1,3
143,2020-02-04 00:00:00.000,2,2,5,1,2
144,2020-01-25 00:00:00.000,1,3,1,3,1
145,2020-03-21 00:00:00.000,4,3,1,1,5
146,2020-03-03 00:00:00.000,5,1,1,5,5
147,2020-02-18 00:00:00.000,2,3,1,5,4
148,2020-04-29 00:00:00.000,2,1,3,5,1
149,2020-04-14 00:00:00.000,4,2,1,2,3
15,2020-03-08 00:00:00.000,1,4,2,4,1
150,2020-04-23 00:00:00.000,5,2,1,1,2
151,2020-03-01 00:00:00.000,3,4,3,3,2
152,2020-01-16 00:00:00.000,4,3,5,4,1
153,2020-03-12 00:00:00.000,2,3,3,4,4
154,2020-01-30 00:00:00.000,1,4,2,1,2
155,2020-02-26 00:00:00.000,3,2,2,5,4
156,2020-02-27 00:00:00.000,2,5,5,2,5
157,2020-02-27 00:00:00.000,4,4,5,2,3
158,2020-04-02 00:00:00.000,5,4,4,2,5
159,2020-02-05 00:00:00.000,2,4,1,1,2
16,2020-03-10 00:00:00.000,3,5,3,4,4
160,2020-01-04 00:00:00.000,1,1,2,3,3
161,2020-04-29 00:00:00.000,4,3,3,1,3
162,2020-03-12 00:00:00.000,2,5,3,1,5
163,2020-03-26 00:00:00.000,5,4,3,5,5
164,2020-03-21 00:00:00.000,5,4,1,1,1
165,2020-02-26 00:00:00.000,5,4,5,2,3
166,2020-01-28 00:00:00.000,1,5,3,4,1
167,2020-02-06 00:00:00.000,1,1,2,3,3
168,2020-03-31 00:00:00.000,5,5,2,4,3
169,2020-02-11 00:00:00.000,5,2,2,3,1
17,2020-04-18 00:00:00.000,3,2,1,5,4
170,2020-01-10 00:00:00.000,2,4,1,2,4
