ProductID,Category,Segment,ManufacturerID,Product
"536","Urban","Convenience",7,"Maximus UC"
"537","Urban","Convenience",7,"Maximus UC"
"538","Urban","Convenience",7,"Maximus UC"
"539","Urban","Convenience",7,"Maximus UC"
"540","Urban","Convenience",7,"Maximus UC"
"541","Urban","Convenience",7,"Maximus UC"
"542","Urban","Convenience",7,"Maximus UC"
"543","Urban","Convenience",7,"Maximus UC"
"544","Urban","Convenience",7,"Maximus UC"
"545","Urban","Convenience",7,"Maximus UC"
"546","Urban","Convenience",7,"Maximus UC"
"547","Urban","Convenience",7,"Maximus UC"
"548","Urban","Convenience",7,"Maximus UC"
"549","Urban","Convenience",7,"Maximus UC"
"550","Urban","Convenience",7,"Maximus UC"
"551","Urban","Convenience",7,"Maximus UC"
"552","Urban","Convenience",7,"Maximus UC"
"553","Urban","Convenience",7,"Maximus UC"
"554","Urban","Convenience",7,"Maximus UC"
"555","Urban","Convenience",7,"Maximus UC"
"556","Urban","Convenience",7,"Maximus UC"
"557","Urban","Convenience",7,"Maximus UC"
"558","Urban","Convenience",7,"Maximus UC"
"559","Urban","Convenience",7,"Maximus UC"
"560","Urban","Convenience",7,"Maximus UC"
"561","Urban","Convenience",7,"Maximus UC"
"562","Urban","Convenience",7,"Maximus UC"
"563","Urban","Convenience",7,"Maximus UC"
"564","Urban","Convenience",7,"Maximus UC"
"565","Urban","Convenience",7,"Maximus UC"
"566","Urban","Convenience",7,"Maximus UC"
"567","Urban","Convenience",7,"Maximus UC"
"568","Urban","Convenience",7,"Maximus UC"
"569","Urban","Convenience",7,"Maximus UC"
"570","Urban","Convenience",7,"Maximus UC"
"571","Urban","Convenience",7,"Maximus UC"
"572","Urban","Convenience",7,"Maximus UC"
"573","Urban","Convenience",7,"Maximus UC"
"574","Urban","Convenience",7,"Maximus UC"
"575","Urban","Convenience",7,"Maximus UC"
"576","Urban","Convenience",7,"Maximus UC"
"577","Urban","Convenience",7,"Maximus UC"
"578","Urban","Convenience",7,"Maximus UC"
"579","Urban","Convenience",7,"Maximus UC"
"580","Urban","Convenience",7,"Maximus UC"
"581","Urban","Convenience",7,"Maximus UC"
"582","Urban","Convenience",7,"Maximus UC"
"583","Urban","Convenience",7,"Maximus UC"
"584","Urban","Convenience",7,"Maximus UC"
"585","Urban","Convenience",7,"Maximus UC"
"586","Urban","Convenience",7,"Maximus UC"
"587","Urban","Convenience",7,"Maximus UC"
"588","Urban","Convenience",7,"Maximus UC"
"589","Urban","Convenience",7,"Maximus UC"
"590","Urban","Convenience",7,"Maximus UC"
"591","Urban","Convenience",7,"Maximus UC"
"592","Urban","Convenience",7,"Maximus UC"
"593","Urban","Convenience",7,"Maximus UC"
"594","Urban","Convenience",7,"Maximus UC"
"595","Urban","Convenience",7,"Maximus UC"
"596","Urban","Convenience",7,"Maximus UC"
"597","Urban","Convenience",7,"Maximus UC"
"598","Urban","Convenience",7,"Maximus UC"
"599","Urban","Convenience",7,"Maximus UC"
"600","Urban","Convenience",7,"Maximus UC"
"601","Urban","Convenience",7,"Maximus UC"
"602","Urban","Convenience",7,"Maximus UC"
"603","Urban","Convenience",7,"Maximus UC"
"604","Urban","Convenience",7,"Maximus UC"
"605","Urban","Convenience",7,"Maximus UC"
"606","Urban","Convenience",7,"Maximus UC"
"607","Urban","Convenience",7,"Maximus UC"
"608","Urban","Convenience",7,"Maximus UC"
"609","Urban","Convenience",7,"Maximus UC"
"610","Urban","Convenience",7,"Maximus UC"
"611","Urban","Convenience",7,"Maximus UC"
"612","Urban","Convenience",7,"Maximus UC"
"613","Urban","Convenience",7,"Maximus UC"
"614","Urban","Convenience",7,"Maximus UC"
"615","Urban","Convenience",7,"Maximus UC"
"616","Urban","Convenience",7,"Maximus UC"
"617","Urban","Convenience",7,"Maximus UC"
"618","Urban","Convenience",7,"Maximus UC"
"619","Urban","Convenience",7,"Maximus UC"
"620","Urban","Convenience",7,"Maximus UC"
"621","Urban","Convenience",7,"Maximus UC"
"622","Urban","Convenience",7,"Maximus UC"
"623","Urban","Convenience",7,"Maximus UC"
"624","Urban","Convenience",7,"Maximus UC"
"625","Urban","Convenience",7,"Maximus UC"
"626","Urban","Convenience",7,"Maximus UC"
"627","Urban","Convenience",7,"Maximus UC"
"628","Urban","Convenience",7,"Maximus UC"
"629","Urban","Convenience",7,"Maximus UC"
"630","Urban","Convenience",7,"Maximus UC"
"631","Urban","Convenience",7,"Maximus UC"
"632","Urban","Convenience",7,"Maximus UC"
"633","Urban","Convenience",7,"Maximus UC"
"634","Urban","Convenience",7,"Maximus UC"
"635","Urban","Convenience",7,"Maximus UC"
"636","Urban","Convenience",7,"Maximus UC"
"637","Urban","Convenience",7,"Maximus UC"
"638","Urban","Convenience",7,"Maximus UC"
"639","Urban","Convenience",7,"Maximus UC"
"640","Urban","Convenience",7,"Maximus UC"
"641","Urban","Convenience",7,"Maximus UC"
"642","Urban","Convenience",7,"Maximus UC"
"643","Urban","Convenience",7,"Maximus UC"
"644","Urban","Convenience",7,"Maximus UC"
"645","Urban","Convenience",7,"Maximus UC"
"646","Urban","Convenience",7,"Maximus UC"
"647","Urban","Convenience",7,"Maximus UC"
"648","Urban","Convenience",7,"Maximus UC"
"649","Urban","Convenience",7,"Maximus UC"
"650","Urban","Convenience",7,"Maximus UC"
"651","Urban","Convenience",7,"Maximus UC"
"652","Urban","Convenience",7,"Maximus UC"
"653","Urban","Convenience",7,"Maximus UC"
"654","Urban","Convenience",7,"Maximus UC"
"655","Urban","Convenience",7,"Maximus UC"
"656","Urban","Convenience",7,"Maximus UC"
"657","Urban","Convenience",7,"Maximus UC"
"658","Urban","Convenience",7,"Maximus UC"
"659","Urban","Convenience",7,"Maximus UC"
"660","Urban","Convenience",7,"Maximus UC"
"661","Urban","Convenience",7,"Maximus UC"
"662","Urban","Convenience",7,"Maximus UC"
"663","Urban","Convenience",7,"Maximus UC"
"664","Urban","Convenience",7,"Maximus UC"
"665","Urban","Convenience",7,"Maximus UC"
"666","Urban","Convenience",7,"Maximus UC"
"667","Urban","Convenience",7,"Maximus UC"
"668","Urban","Convenience",7,"Maximus UC"
"669","Urban","Convenience",7,"Maximus UC"
"670","Urban","Convenience",7,"Maximus UC"
"671","Urban","Convenience",7,"Maximus UC"
"672","Urban","Convenience",7,"Maximus UC"
"673","Urban","Convenience",7,"Maximus UC"
"674","Urban","Convenience",7,"Maximus UC"
"675","Urban","Convenience",7,"Maximus UC"
"676","Urban","Convenience",7,"Maximus UC"
"677","Urban","Convenience",7,"Maximus UC"
"678","Urban","Convenience",7,"Maximus UC"
"679","Urban","Convenience",7,"Maximus UC"
"680","Urban","Convenience",7,"Maximus UC"
"681","Urban","Convenience",7,"Maximus UC"
"682","Urban","Convenience",7,"Maximus UC"
"683","Urban","Convenience",7,"Maximus UC"
"684","Urban","Convenience",7,"Maximus UC"
"685","Urban","Convenience",7,"Maximus UC"
"686","Urban","Convenience",7,"Maximus UC"
"687","Urban","Convenience",7,"Maximus UC"
"688","Urban","Convenience",7,"Maximus UC"
"689","Urban","Convenience",7,"Maximus UC"
"690","Urban","Convenience",7,"Maximus UC"
"691","Urban","Convenience",7,"Maximus UC"
"692","Urban","Convenience",7,"Maximus UC"
"693","Urban","Convenience",7,"Maximus UC"
"189","Urban","Convenience",1,"Abbas UC"
"190","Urban","Convenience",1,"Abbas UC"
"191","Urban","Convenience",1,"Abbas UC"
"192","Urban","Convenience",1,"Abbas UC"
"193","Urban","Convenience",1,"Abbas UC"
"194","Urban","Convenience",1,"Abbas UC"
"195","Urban","Convenience",1,"Abbas UC"
"196","Urban","Convenience",1,"Abbas UC"
"387","Urban","Convenience",5,"Fama UC"
"388","Urban","Convenience",5,"Fama UC"
"389","Urban","Convenience",5,"Fama UC"
"390","Urban","Convenience",5,"Fama UC"
"391","Urban","Convenience",5,"Fama UC"
"938","Urban","Convenience",8,"Natura UC"
"939","Urban","Convenience",8,"Natura UC"
"940","Urban","Convenience",8,"Natura UC"
