StudentID,Date,variable,value
1,2020-02-22 00:00:00.000,1,5
10,2020-04-03 00:00:00.000,1,4
100,2020-02-19 00:00:00.000,1,1
101,2020-02-03 00:00:00.000,1,2
102,2020-03-15 00:00:00.000,1,1
103,2020-02-29 00:00:00.000,1,3
104,2020-01-07 00:00:00.000,1,4
105,2020-04-08 00:00:00.000,1,1
106,2020-02-18 00:00:00.000,1,4
107,2020-02-19 00:00:00.000,1,4
108,2020-04-22 00:00:00.000,1,4
109,2020-04-12 00:00:00.000,1,5
11,2020-01-31 00:00:00.000,1,5
110,2020-01-08 00:00:00.000,1,2
111,2020-04-15 00:00:00.000,1,1
112,2020-04-12 00:00:00.000,1,2
113,2020-01-23 00:00:00.000,1,5
114,2020-02-09 00:00:00.000,1,3
115,2020-03-13 00:00:00.000,1,5
116,2020-03-03 00:00:00.000,1,5
117,2020-03-19 00:00:00.000,1,5
118,2020-01-17 00:00:00.000,1,1
119,2020-01-02 00:00:00.000,1,3
12,2020-04-04 00:00:00.000,1,1
120,2020-02-03 00:00:00.000,1,3
121,2020-01-31 00:00:00.000,1,4
122,2020-02-12 00:00:00.000,1,2
123,2020-01-05 00:00:00.000,1,5
124,2020-03-08 00:00:00.000,1,2
125,2020-03-30 00:00:00.000,1,4
126,2020-02-23 00:00:00.000,1,3
127,2020-03-11 00:00:00.000,1,1
128,2020-03-25 00:00:00.000,1,2
129,2020-02-24 00:00:00.000,1,1
13,2020-01-22 00:00:00.000,1,1
130,2020-03-31 00:00:00.000,1,1
131,2020-01-04 00:00:00.000,1,2
132,2020-01-30 00:00:00.000,1,3
133,2020-03-27 00:00:00.000,1,2
134,2020-03-23 00:00:00.000,1,4
135,2020-02-01 00:00:00.000,1,2
136,2020-04-30 00:00:00.000,1,3
137,2020-04-25 00:00:00.000,1,5
138,2020-02-27 00:00:00.000,1,2
139,2020-03-08 00:00:00.000,1,5
14,2020-03-20 00:00:00.000,1,2
140,2020-02-04 00:00:00.000,1,3
141,2020-01-29 00:00:00.000,1,1
142,2020-03-15 00:00:00.000,1,4
143,2020-02-04 00:00:00.000,1,2
144,2020-01-25 00:00:00.000,1,1
145,2020-03-21 00:00:00.000,1,4
146,2020-03-03 00:00:00.000,1,5
147,2020-02-18 00:00:00.000,1,2
148,2020-04-29 00:00:00.000,1,2
149,2020-04-14 00:00:00.000,1,4
15,2020-03-08 00:00:00.000,1,1
150,2020-04-23 00:00:00.000,1,5
151,2020-03-01 00:00:00.000,1,3
152,2020-01-16 00:00:00.000,1,4
153,2020-03-12 00:00:00.000,1,2
154,2020-01-30 00:00:00.000,1,1
155,2020-02-26 00:00:00.000,1,3
156,2020-02-27 00:00:00.000,1,2
157,2020-02-27 00:00:00.000,1,4
158,2020-04-02 00:00:00.000,1,5
159,2020-02-05 00:00:00.000,1,2
16,2020-03-10 00:00:00.000,1,3
160,2020-01-04 00:00:00.000,1,1
161,2020-04-29 00:00:00.000,1,4
162,2020-03-12 00:00:00.000,1,2
163,2020-03-26 00:00:00.000,1,5
164,2020-03-21 00:00:00.000,1,5
165,2020-02-26 00:00:00.000,1,5
166,2020-01-28 00:00:00.000,1,1
167,2020-02-06 00:00:00.000,1,1
168,2020-03-31 00:00:00.000,1,5
169,2020-02-11 00:00:00.000,1,5
17,2020-04-18 00:00:00.000,1,3
170,2020-01-10 00:00:00.000,1,2
171,2020-04-11 00:00:00.000,1,2
172,2020-01-11 00:00:00.000,1,5
173,2020-01-01 00:00:00.000,1,5
174,2020-03-08 00:00:00.000,1,4
175,2020-03-03 00:00:00.000,1,2
176,2020-02-05 00:00:00.000,1,4
177,2020-04-07 00:00:00.000,1,1
178,2020-01-26 00:00:00.000,1,1
179,2020-04-06 00:00:00.000,1,2
18,2020-01-22 00:00:00.000,1,4
180,2020-02-26 00:00:00.000,1,4
181,2020-02-28 00:00:00.000,1,2
182,2020-01-25 00:00:00.000,1,3
183,2020-02-15 00:00:00.000,1,1
184,2020-01-02 00:00:00.000,1,1
185,2020-02-26 00:00:00.000,1,2
186,2020-01-04 00:00:00.000,1,2
187,2020-01-15 00:00:00.000,1,3
188,2020-01-26 00:00:00.000,1,4
189,2020-03-13 00:00:00.000,1,5
19,2020-02-28 00:00:00.000,1,4
190,2020-02-17 00:00:00.000,1,3
191,2020-03-26 00:00:00.000,1,5
192,2020-04-24 00:00:00.000,1,2
193,2020-03-07 00:00:00.000,1,5
194,2020-04-05 00:00:00.000,1,3
195,2020-03-20 00:00:00.000,1,5
196,2020-01-14 00:00:00.000,1,1
197,2020-03-18 00:00:00.000,1,5
198,2020-04-13 00:00:00.000,1,5
199,2020-03-30 00:00:00.000,1,2
2,2020-01-05 00:00:00.000,1,1
20,2020-01-15 00:00:00.000,1,4
200,2020-04-08 00:00:00.000,1,1
201,2020-03-17 00:00:00.000,1,1
202,2020-04-07 00:00:00.000,1,2
203,2020-03-22 00:00:00.000,1,3
204,2020-01-08 00:00:00.000,1,5
205,2020-02-11 00:00:00.000,1,3
206,2020-03-11 00:00:00.000,1,2
207,2020-04-24 00:00:00.000,1,2
208,2020-02-03 00:00:00.000,1,1
209,2020-04-23 00:00:00.000,1,5
21,2020-03-09 00:00:00.000,1,3
210,2020-02-06 00:00:00.000,1,4
211,2020-02-12 00:00:00.000,1,3
212,2020-04-18 00:00:00.000,1,5
213,2020-02-03 00:00:00.000,1,5
214,2020-03-30 00:00:00.000,1,2
215,2020-04-02 00:00:00.000,1,1
216,2020-03-20 00:00:00.000,1,4
217,2020-02-12 00:00:00.000,1,2
218,2020-02-10 00:00:00.000,1,4
219,2020-01-26 00:00:00.000,1,3
22,2020-01-29 00:00:00.000,1,5
220,2020-03-22 00:00:00.000,1,2
221,2020-03-05 00:00:00.000,1,5
222,2020-01-24 00:00:00.000,1,3
223,2020-01-12 00:00:00.000,1,2
224,2020-04-14 00:00:00.000,1,2
225,2020-03-30 00:00:00.000,1,1
226,2020-04-15 00:00:00.000,1,4
227,2020-01-08 00:00:00.000,1,2
228,2020-02-01 00:00:00.000,1,4
229,2020-01-13 00:00:00.000,1,4
23,2020-04-19 00:00:00.000,1,4
230,2020-01-22 00:00:00.000,1,4
231,2020-03-12 00:00:00.000,1,5
232,2020-04-24 00:00:00.000,1,4
233,2020-04-28 00:00:00.000,1,1
234,2020-03-01 00:00:00.000,1,4
235,2020-02-20 00:00:00.000,1,1
236,2020-03-01 00:00:00.000,1,4
237,2020-04-23 00:00:00.000,1,1
238,2020-03-28 00:00:00.000,1,1
239,2020-04-19 00:00:00.000,1,2
24,2020-04-21 00:00:00.000,1,2
240,2020-02-07 00:00:00.000,1,1
241,2020-04-25 00:00:00.000,1,3
242,2020-02-07 00:00:00.000,1,2
243,2020-04-24 00:00:00.000,1,1
244,2020-04-10 00:00:00.000,1,4
245,2020-01-30 00:00:00.000,1,2
246,2020-03-17 00:00:00.000,1,3
247,2020-02-04 00:00:00.000,1,1
248,2020-01-25 00:00:00.000,1,3
249,2020-04-25 00:00:00.000,1,4
25,2020-02-26 00:00:00.000,1,1
250,2020-01-31 00:00:00.000,1,1
251,2020-03-11 00:00:00.000,1,3
252,2020-02-19 00:00:00.000,1,1
253,2020-02-29 00:00:00.000,1,2
254,2020-03-05 00:00:00.000,1,3
255,2020-04-15 00:00:00.000,1,2
256,2020-03-25 00:00:00.000,1,4
257,2020-01-25 00:00:00.000,1,4
258,2020-01-07 00:00:00.000,1,2
259,2020-02-13 00:00:00.000,1,5
26,2020-03-02 00:00:00.000,1,1
260,2020-02-02 00:00:00.000,1,1
261,2020-04-13 00:00:00.000,1,1
262,2020-02-28 00:00:00.000,1,1
263,2020-04-22 00:00:00.000,1,4
264,2020-02-11 00:00:00.000,1,4
265,2020-03-17 00:00:00.000,1,3
266,2020-03-26 00:00:00.000,1,2
267,2020-02-21 00:00:00.000,1,4
268,2020-02-14 00:00:00.000,1,1
269,2020-03-13 00:00:00.000,1,3
27,2020-01-08 00:00:00.000,1,2
270,2020-02-02 00:00:00.000,1,1
271,2020-02-05 00:00:00.000,1,3
272,2020-03-18 00:00:00.000,1,4
273,2020-01-01 00:00:00.000,1,3
274,2020-04-15 00:00:00.000,1,5
275,2020-02-11 00:00:00.000,1,4
276,2020-02-06 00:00:00.000,1,5
277,2020-03-19 00:00:00.000,1,3
278,2020-04-27 00:00:00.000,1,4
279,2020-03-15 00:00:00.000,1,3
28,2020-04-18 00:00:00.000,1,1
280,2020-04-21 00:00:00.000,1,4
281,2020-02-22 00:00:00.000,1,3
282,2020-04-10 00:00:00.000,1,2
283,2020-04-18 00:00:00.000,1,1
284,2020-04-03 00:00:00.000,1,1
285,2020-04-12 00:00:00.000,1,4
286,2020-02-22 00:00:00.000,1,2
287,2020-04-25 00:00:00.000,1,2
288,2020-03-06 00:00:00.000,1,5
289,2020-03-05 00:00:00.000,1,3
29,2020-04-28 00:00:00.000,1,2
290,2020-03-06 00:00:00.000,1,2
291,2020-03-30 00:00:00.000,1,5
292,2020-02-11 00:00:00.000,1,4
293,2020-01-15 00:00:00.000,1,1
294,2020-02-06 00:00:00.000,1,3
295,2020-02-08 00:00:00.000,1,3
296,2020-04-09 00:00:00.000,1,3
297,2020-01-20 00:00:00.000,1,2
298,2020-03-15 00:00:00.000,1,2
299,2020-01-04 00:00:00.000,1,2
3,2020-04-17 00:00:00.000,1,2
30,2020-01-29 00:00:00.000,1,3
300,2020-01-05 00:00:00.000,1,4
301,2020-04-26 00:00:00.000,1,5
302,2020-02-05 00:00:00.000,1,4
303,2020-03-03 00:00:00.000,1,2
304,2020-02-16 00:00:00.000,1,2
305,2020-03-14 00:00:00.000,1,3
306,2020-02-08 00:00:00.000,1,5
307,2020-01-12 00:00:00.000,1,3
308,2020-01-03 00:00:00.000,1,1
309,2020-01-21 00:00:00.000,1,1
31,2020-01-27 00:00:00.000,1,1
310,2020-04-17 00:00:00.000,1,1
311,2020-03-15 00:00:00.000,1,4
312,2020-02-16 00:00:00.000,1,4
313,2020-02-27 00:00:00.000,1,1
314,2020-03-29 00:00:00.000,1,1
315,2020-03-09 00:00:00.000,1,1
316,2020-02-14 00:00:00.000,1,2
317,2020-04-21 00:00:00.000,1,1
318,2020-04-26 00:00:00.000,1,5
319,2020-01-10 00:00:00.000,1,2
32,2020-03-07 00:00:00.000,1,3
320,2020-02-19 00:00:00.000,1,4
321,2020-01-05 00:00:00.000,1,2
322,2020-03-31 00:00:00.000,1,4
323,2020-02-22 00:00:00.000,1,1
324,2020-03-31 00:00:00.000,1,1
325,2020-03-09 00:00:00.000,1,1
326,2020-04-24 00:00:00.000,1,2
327,2020-01-02 00:00:00.000,1,4
328,2020-02-01 00:00:00.000,1,3
329,2020-01-13 00:00:00.000,1,3
33,2020-02-09 00:00:00.000,1,2
330,2020-02-21 00:00:00.000,1,2
331,2020-01-01 00:00:00.000,1,4
332,2020-01-16 00:00:00.000,1,5
333,2020-01-19 00:00:00.000,1,4
334,2020-01-25 00:00:00.000,1,3
335,2020-04-17 00:00:00.000,1,4
336,2020-04-21 00:00:00.000,1,5
337,2020-02-18 00:00:00.000,1,5
338,2020-02-08 00:00:00.000,1,4
339,2020-03-14 00:00:00.000,1,5
34,2020-03-30 00:00:00.000,1,5
340,2020-03-11 00:00:00.000,1,3
341,2020-04-21 00:00:00.000,1,2
342,2020-01-30 00:00:00.000,1,4
343,2020-03-19 00:00:00.000,1,2
344,2020-03-02 00:00:00.000,1,4
345,2020-03-17 00:00:00.000,1,4
346,2020-02-16 00:00:00.000,1,5
347,2020-04-29 00:00:00.000,1,4
348,2020-03-24 00:00:00.000,1,4
349,2020-02-19 00:00:00.000,1,1
35,2020-01-10 00:00:00.000,1,2
350,2020-01-02 00:00:00.000,1,2
351,2020-02-13 00:00:00.000,1,3
352,2020-01-22 00:00:00.000,1,5
353,2020-03-30 00:00:00.000,1,4
354,2020-04-12 00:00:00.000,1,4
355,2020-04-09 00:00:00.000,1,3
356,2020-02-10 00:00:00.000,1,3
357,2020-04-20 00:00:00.000,1,5
358,2020-01-10 00:00:00.000,1,1
359,2020-03-26 00:00:00.000,1,2
36,2020-03-23 00:00:00.000,1,5
360,2020-02-11 00:00:00.000,1,1
361,2020-03-22 00:00:00.000,1,4
362,2020-02-13 00:00:00.000,1,4
363,2020-02-18 00:00:00.000,1,1
364,2020-04-05 00:00:00.000,1,5
365,2020-02-29 00:00:00.000,1,4
366,2020-02-28 00:00:00.000,1,4
367,2020-03-14 00:00:00.000,1,1
368,2020-03-07 00:00:00.000,1,1
369,2020-02-25 00:00:00.000,1,5
37,2020-02-23 00:00:00.000,1,4
370,2020-04-09 00:00:00.000,1,3
371,2020-04-20 00:00:00.000,1,5
372,2020-01-14 00:00:00.000,1,4
373,2020-03-28 00:00:00.000,1,4
374,2020-03-24 00:00:00.000,1,1
375,2020-03-21 00:00:00.000,1,2
376,2020-04-02 00:00:00.000,1,3
377,2020-03-11 00:00:00.000,1,4
378,2020-03-10 00:00:00.000,1,4
379,2020-03-13 00:00:00.000,1,1
38,2020-03-02 00:00:00.000,1,1
380,2020-04-22 00:00:00.000,1,2
381,2020-01-21 00:00:00.000,1,3
382,2020-04-27 00:00:00.000,1,1
383,2020-01-30 00:00:00.000,1,3
384,2020-04-18 00:00:00.000,1,1
385,2020-02-19 00:00:00.000,1,3
386,2020-02-17 00:00:00.000,1,4
387,2020-01-25 00:00:00.000,1,2
388,2020-03-01 00:00:00.000,1,5
389,2020-03-13 00:00:00.000,1,2
39,2020-02-25 00:00:00.000,1,2
390,2020-02-16 00:00:00.000,1,2
391,2020-01-21 00:00:00.000,1,1
392,2020-01-29 00:00:00.000,1,3
393,2020-03-20 00:00:00.000,1,3
394,2020-01-04 00:00:00.000,1,4
395,2020-02-24 00:00:00.000,1,2
396,2020-04-06 00:00:00.000,1,5
397,2020-04-26 00:00:00.000,1,5
398,2020-01-11 00:00:00.000,1,1
399,2020-02-11 00:00:00.000,1,3
4,2020-02-09 00:00:00.000,1,4
40,2020-02-09 00:00:00.000,1,3
400,2020-03-02 00:00:00.000,1,3
401,2020-01-14 00:00:00.000,1,4
402,2020-02-08 00:00:00.000,1,3
403,2020-02-23 00:00:00.000,1,3
404,2020-01-21 00:00:00.000,1,1
405,2020-03-01 00:00:00.000,1,4
406,2020-03-13 00:00:00.000,1,1
407,2020-01-26 00:00:00.000,1,5
408,2020-01-11 00:00:00.000,1,3
409,2020-01-20 00:00:00.000,1,2
41,2020-01-01 00:00:00.000,1,4
410,2020-03-26 00:00:00.000,1,5
411,2020-02-29 00:00:00.000,1,1
412,2020-02-14 00:00:00.000,1,1
413,2020-04-20 00:00:00.000,1,3
414,2020-01-24 00:00:00.000,1,5
415,2020-01-20 00:00:00.000,1,3
416,2020-01-13 00:00:00.000,1,3
417,2020-01-25 00:00:00.000,1,4
418,2020-04-26 00:00:00.000,1,4
419,2020-01-28 00:00:00.000,1,4
