Date,Symbols,High,Low,Open,Close,Volume,Adj Close,Company_name
2019-07-23 00:00:00.000,"^GSPC",3005.8999,2988.5601,2994.74,3005.47,1870688759,3005.47,"S&P 500"
2019-07-22 00:00:00.000,"^GSPC",2990.71,2976.6499,2981.9299,2985.03,3003720000,2985.03,"S&P 500"
2019-07-19 00:00:00.000,"^GSPC",3006.02,2975.8601,3004.26,2976.6101,3260360000,2976.6101,"S&P 500"
2019-07-18 00:00:00.000,"^GSPC",2998.28,2973.0901,2978.8701,2995.1101,3296580000,2995.1101,"S&P 500"
2019-07-17 00:00:00.000,"^GSPC",3005.26,2984.25,3005.1001,2984.4199,3181600000,2984.4199,"S&P 500"
2019-07-16 00:00:00.000,"^GSPC",3015.02,3001.1499,3012.1299,3004.04,3290650000,3004.04,"S&P 500"
2019-07-15 00:00:00.000,"^GSPC",3017.8,3008.77,3017.8,3014.3,2874970000,3014.3,"S&P 500"
2019-07-12 00:00:00.000,"^GSPC",3013.9199,3001.8701,3003.3601,3013.77,2974960000,3013.77,"S&P 500"
2019-07-11 00:00:00.000,"^GSPC",3002.3301,2988.8,2999.6201,2999.9099,3154620000,2999.9099,"S&P 500"
2019-07-10 00:00:00.000,"^GSPC",3002.98,2984.6201,2989.3,2993.0701,3154240000,2993.0701,"S&P 500"
2019-07-09 00:00:00.000,"^GSPC",2981.8999,2963.4399,2965.52,2979.6299,3028210000,2979.6299,"S&P 500"
2019-07-08 00:00:00.000,"^GSPC",2980.76,2970.0901,2979.77,2975.95,2904550000,2975.95,"S&P 500"
2019-07-05 00:00:00.000,"^GSPC",2994.03,2967.97,2984.25,2990.4099,2434210000,2990.4099,"S&P 500"
2019-07-03 00:00:00.000,"^GSPC",2995.8401,2977.96,2978.0801,2995.8201,1963720000,2995.8201,"S&P 500"
2019-07-02 00:00:00.000,"^GSPC",2973.21,2955.9199,2964.6599,2973.01,3206840000,2973.01,"S&P 500"
2019-07-01 00:00:00.000,"^GSPC",2977.9299,2952.22,2971.4099,2964.3301,3513270000,2964.3301,"S&P 500"
2019-06-28 00:00:00.000,"^GSPC",2943.98,2929.05,2932.9399,2941.76,5420700000,2941.76,"S&P 500"
