EMP_ID,SLRY_COEFFICIENT,Branch_ID,Gender_ID,Level_ID,Basic_Salary,Edu_ID,Salary,Year,Month,Date
1177320830,3.33,13.0,2.0,2,2600000,2.0,8658000.0,2019,10,2019-10-01 00:00:00.000
1130934057,2.41,56.0,1.0,2,2800000,3.0,6748000.0,2019,12,2019-12-01 00:00:00.000
1191018900,4.98,54.0,1.0,1,2800000,3.0,13944000.000000002,2019,12,2019-12-01 00:00:00.000
1105956017,2.04,59.0,1.0,2,2500000,,5100000.0,2018,12,2018-12-01 00:00:00.000
1169079732,3.66,30.0,2.0,2,2600000,2.0,9516000.0,2019,10,2019-10-01 00:00:00.000
1142730476,3.33,59.0,1.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1109307311,3.99,43.0,1.0,2,2800000,3.0,11172000.0,2019,12,2019-12-01 00:00:00.000
1172141097,2.34,18.0,2.0,2,2500000,2.0,5850000.0,2018,12,2018-12-01 00:00:00.000
1119992347,3.33,47.0,1.0,2,2500000,2.0,8325000.0,2018,12,2018-12-01 00:00:00.000
1107190677,4.32,18.0,1.0,1,2600000,3.0,11232000.0,2019,10,2019-10-01 00:00:00.000
1171712208,5.08,18.0,2.0,1,2700000,2.0,13716000.0,2019,11,2019-11-01 00:00:00.000
1179682590,3.33,22.0,2.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1127056245,2.67,22.0,2.0,2,2700000,3.0,7209000.0,2019,11,2019-11-01 00:00:00.000
1165495085,0.0,22.0,2.0,2,2500000,,0.0,2018,12,2018-12-01 00:00:00.000
1176501158,2.34,52.0,1.0,2,2800000,2.0,6552000.0,2019,12,2019-12-01 00:00:00.000
1188552012,3.66,10.0,2.0,2,2500000,3.0,9150000.0,2018,12,2018-12-01 00:00:00.000
1111614392,3.0,57.0,2.0,2,2800000,,8400000.0,2019,12,2019-12-01 00:00:00.000
1152572305,3.0,23.0,1.0,1,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1168399979,3.33,37.0,1.0,2,2600000,3.0,8658000.0,2019,10,2019-10-01 00:00:00.000
1161884824,3.0,46.0,2.0,1,2500000,3.0,7500000.0,2018,12,2018-12-01 00:00:00.000
1119937907,5.42,11.0,1.0,1,2700000,3.0,14634000.0,2019,11,2019-11-01 00:00:00.000
1109407485,0.0,12.0,2.0,2,2700000,3.0,0.0,2019,11,2019-11-01 00:00:00.000
1151936036,2.67,35.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1143975369,0.0,24.0,2.0,2,2500000,3.0,0.0,2018,12,2018-12-01 00:00:00.000
1128475998,2.67,14.0,1.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1155627717,3.0,30.0,2.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1109241796,3.33,38.0,1.0,2,2600000,3.0,8658000.0,2019,10,2019-10-01 00:00:00.000
1103373839,6.56,22.0,1.0,1,2800000,,18368000.0,2019,12,2019-12-01 00:00:00.000
1136533334,3.86,23.0,1.0,2,2500000,,9650000.0,2018,12,2018-12-01 00:00:00.000
1134367099,3.0,33.0,2.0,2,2500000,3.0,7500000.0,2018,12,2018-12-01 00:00:00.000
1140142919,3.33,4.0,1.0,2,2600000,3.0,8658000.0,2019,10,2019-10-01 00:00:00.000
1176022987,3.33,27.0,2.0,2,2800000,2.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1170049049,4.32,36.0,2.0,1,2700000,3.0,11664000.0,2019,11,2019-11-01 00:00:00.000
1121598935,3.65,37.0,1.0,2,2800000,3.0,10220000.0,2019,12,2019-12-01 00:00:00.000
1183267241,4.4,32.0,1.0,1,2800000,2.0,12320000.000000002,2019,12,2019-12-01 00:00:00.000
1156470880,2.34,16.0,2.0,2,2500000,2.0,5850000.0,2018,12,2018-12-01 00:00:00.000
1139144424,3.66,12.0,1.0,1,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1164424414,3.99,49.0,2.0,2,2800000,3.0,11172000.0,2019,12,2019-12-01 00:00:00.000
1168897289,3.33,33.0,2.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1190394525,3.0,43.0,1.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1193844841,5.08,38.0,1.0,1,2800000,3.0,14224000.0,2019,12,2019-12-01 00:00:00.000
1137510017,0.0,59.0,1.0,2,2800000,4.0,0.0,2019,12,2019-12-01 00:00:00.000
1110293079,3.66,13.0,2.0,2,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1194820828,3.66,59.0,1.0,2,2600000,3.0,9516000.0,2019,10,2019-10-01 00:00:00.000
1139792972,3.0,19.0,2.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1139151370,3.66,4.0,1.0,2,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1149408713,3.66,51.0,1.0,2,2700000,3.0,9882000.0,2019,11,2019-11-01 00:00:00.000
1125301603,3.0,1.0,1.0,1,2700000,3.0,8100000.0,2019,11,2019-11-01 00:00:00.000
1167083052,5.08,,2.0,1,2800000,3.0,14224000.0,2019,12,2019-12-01 00:00:00.000
1118437930,3.33,13.0,2.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1104327642,3.66,2.0,1.0,1,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1184039603,5.08,,2.0,1,2700000,3.0,13716000.0,2019,11,2019-11-01 00:00:00.000
1155049514,3.03,2.0,2.0,2,2500000,3.0,7574999.999999998,2018,12,2018-12-01 00:00:00.000
1116239206,3.66,41.0,1.0,2,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1142063884,4.32,5.0,2.0,2,2800000,3.0,12096000.0,2019,12,2019-12-01 00:00:00.000
1142648786,3.33,37.0,2.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1180289348,3.0,43.0,2.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1147068077,3.66,51.0,2.0,1,2500000,3.0,9150000.0,2018,12,2018-12-01 00:00:00.000
1135170962,3.0,60.0,2.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1119446198,2.67,26.0,2.0,2,2700000,3.0,7209000.0,2019,11,2019-11-01 00:00:00.000
1177335093,3.66,59.0,2.0,2,2600000,3.0,9516000.0,2019,10,2019-10-01 00:00:00.000
1174011295,3.0,38.0,1.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1116304816,2.67,6.0,2.0,2,2500000,3.0,6675000.0,2018,12,2018-12-01 00:00:00.000
1172527586,3.33,6.0,1.0,1,2600000,3.0,8658000.0,2019,10,2019-10-01 00:00:00.000
1194673450,3.66,38.0,2.0,2,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1124123798,2.67,27.0,2.0,1,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1195459235,2.67,46.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1131758886,3.0,7.0,1.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1178383357,0.0,16.0,2.0,2,2700000,,0.0,2019,11,2019-11-01 00:00:00.000
1187701783,4.4,59.0,2.0,1,2600000,3.0,11440000.0,2019,10,2019-10-01 00:00:00.000
1108897449,3.66,27.0,1.0,2,2500000,3.0,9150000.0,2018,12,2018-12-01 00:00:00.000
1172184421,4.4,28.0,2.0,1,2800000,3.0,12320000.000000002,2019,12,2019-12-01 00:00:00.000
1181136797,3.0,3.0,2.0,2,2600000,3.0,7800000.0,2019,10,2019-10-01 00:00:00.000
1180946893,3.0,19.0,2.0,2,2800000,3.0,8400000.0,2019,12,2019-12-01 00:00:00.000
1184852780,3.99,61.0,1.0,1,2700000,3.0,10773000.0,2019,11,2019-11-01 00:00:00.000
1170364085,2.67,23.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1131737055,0.0,31.0,1.0,2,2600000,,0.0,2019,10,2019-10-01 00:00:00.000
1124720346,2.34,22.0,2.0,2,2800000,2.0,6552000.0,2019,12,2019-12-01 00:00:00.000
1175672488,3.33,57.0,2.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1138372987,3.33,15.0,2.0,2,2800000,3.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1150165918,2.67,22.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1182176565,2.67,30.0,2.0,2,2600000,3.0,6942000.0,2019,10,2019-10-01 00:00:00.000
1174058267,3.66,50.0,1.0,2,2800000,3.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1146818762,3.99,48.0,1.0,2,2600000,2.0,10374000.0,2019,10,2019-10-01 00:00:00.000
1164465750,2.67,51.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1151626395,3.66,52.0,2.0,2,2500000,3.0,9150000.0,2018,12,2018-12-01 00:00:00.000
1170519295,3.0,29.0,2.0,2,2600000,3.0,7800000.0,2019,10,2019-10-01 00:00:00.000
1156961172,3.66,27.0,2.0,2,2700000,3.0,9882000.0,2019,11,2019-11-01 00:00:00.000
1150119072,2.67,43.0,1.0,2,2500000,3.0,6675000.0,2018,12,2018-12-01 00:00:00.000
1136238816,2.67,19.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1153549828,3.66,52.0,2.0,2,2800000,2.0,10248000.0,2019,12,2019-12-01 00:00:00.000
1156946546,2.67,58.0,2.0,2,2500000,3.0,6675000.0,2018,12,2018-12-01 00:00:00.000
1149071161,2.67,22.0,2.0,2,2800000,3.0,7476000.0,2019,12,2019-12-01 00:00:00.000
1154465662,4.65,21.0,1.0,2,2500000,3.0,11625000.0,2018,12,2018-12-01 00:00:00.000
1155724976,3.33,9.0,2.0,1,2700000,3.0,8991000.0,2019,11,2019-11-01 00:00:00.000
1195370724,3.0,49.0,2.0,2,2700000,3.0,8100000.0,2019,11,2019-11-01 00:00:00.000
1139393335,5.08,,1.0,1,2800000,2.0,14224000.0,2019,12,2019-12-01 00:00:00.000
1187226858,3.99,3.0,1.0,2,2800000,3.0,11172000.0,2019,12,2019-12-01 00:00:00.000
1146812039,3.33,40.0,2.0,1,2800000,2.0,9324000.0,2019,12,2019-12-01 00:00:00.000
1161978740,5.42,60.0,1.0,1,2600000,3.0,14092000.0,2019,10,2019-10-01 00:00:00.000
