ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
10,1,"project_facts","","",False,886,2022-08-16 23:21:06.210,2020-03-26 17:22:23.353,0,False,False,,0,,,False,"fe8cfabb-fa46-405b-a383-c48fde288cac",""
13,1,"DateTableTemplate_58818b14-66c1-4bd7-9684-761abd552657","","",True,888,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,2,False,True,,0,,,False,"457c16e3-dd09-4641-a3cc-6f6972dee14e",""
16,1,"project_status_history","","",False,890,2022-08-16 23:21:06.210,2020-03-03 01:31:48.620,0,False,False,,0,,,False,"5f5f8129-d144-456f-aaff-3e3e84c037d1",""
19,1,"LocalDateTable_92c0ea1a-d1e9-40c0-9381-a1f5e7c7d70c","","",True,892,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,2,True,False,,0,,,False,"39c7ceb8-63a9-4d3b-9666-25c36659cd7d",""
22,1,"LocalDateTable_2275ba73-1b89-49c4-8db6-6651393bc87a","","",True,894,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,2,True,False,,0,,,False,"ac7bfe3e-5a57-4d4b-bf92-7e06294ccf25",""
25,1,"project_details","","",False,896,2022-08-16 23:21:06.210,2020-03-26 04:21:07.076,0,False,False,,0,,,False,"d786d682-d13d-4163-9ba2-3712e0a01947",""
28,1,"project_unit_counts_full","","",False,898,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,0,False,False,,0,,,False,"161fee2d-3c0a-4053-9076-f7e894f862ac",""
31,1,"data_freshness","","",False,900,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,0,False,False,,0,,,False,"f58654cb-91de-420a-93b2-b15b36f8df99",""
34,1,"LocalDateTable_1376c65a-a988-4fa4-a655-f55857b9015b","","",True,902,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,2,True,False,,0,,,False,"3c049b32-6f51-4901-a341-46e67f3ed0fe",""
37,1,"calc_latest_project_status","","",False,904,2022-08-16 23:21:06.210,2020-03-03 01:33:26.773,0,False,False,,0,,,False,"6c0906a6-31f2-417e-9724-6c90dc11ce5c",""
40,1,"LocalDateTable_c7c1c28d-76dc-4e5a-80f9-f0edb544291b","","",True,906,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,2,True,False,,0,,,False,"33677be1-28c9-4679-91c1-bd875ea778a3",""
43,1,"LocalDateTable_c40b6361-5136-4822-94b6-399637269ecd","","",True,908,2022-08-16 23:21:06.210,2020-02-26 21:18:04.620,2,True,False,,0,,,False,"6ab38497-fa27-43bf-b3a7-c9f90ae98e9d",""
19108,1,"project_status_metadata","","",False,19125,2022-08-16 23:21:06.210,2020-03-02 22:32:36.736,0,False,False,,0,,,False,"cb16472e-706d-490a-8822-6467bc163ae7",""
38468,1,"project_geo","","",False,38485,2022-08-16 23:21:06.210,2020-03-03 22:50:07.716,0,False,False,,0,,,False,"20518636-3773-4604-ae77-644fc127e193",""
42174,1,"project_completed_unit_counts","","",False,42243,2022-08-16 23:21:06.210,2020-03-26 04:07:47.126,0,False,False,,0,,,False,"3c46a3c6-bab2-41eb-a903-fc8f37025628",""
42177,1,"LocalDateTable_2b1f0f20-0b14-4375-a25f-0de6d104db63","","",True,42245,2022-08-16 23:21:06.210,2020-03-05 00:29:15.790,2,True,False,,0,,,False,"0c6e68a2-669f-4015-9cc0-05772f3579f5",""
56074,1,"calc_recently_entitled_review_times_by_CEQA","","",False,56187,2022-08-16 23:21:06.210,2020-03-09 22:39:36.043,0,False,False,,0,,,False,"89633c03-2800-4115-8715-84f0ef201305",""
56077,1,"LocalDateTable_7e8434ad-858f-4023-8380-b369043175cf","","",True,56189,2022-08-16 23:21:06.210,2020-03-09 20:30:59.103,2,True,False,,0,,,False,"31ce03cf-18b5-45f9-97a1-aa6ab1cbf0b2",""
56080,1,"LocalDateTable_421e4086-d35d-41f6-a37a-f62b26d0dfb9","","",True,56191,2022-08-16 23:21:06.210,2020-03-09 20:30:59.103,2,True,False,,0,,,False,"31bb9d9e-3805-4cc1-8764-7d7c4450f48e",""
71558,1,"calc_project_timeto_measures","","",False,71579,2022-08-16 23:21:06.210,2020-03-16 21:02:52.700,0,False,False,,0,,,False,"9a91e93a-dc16-42d3-afac-6bb986f769b4",""
71917,1,"LocalDateTable_f4c7c730-88c2-4987-acad-59e647d63c19","","",True,71971,2022-08-16 23:21:06.210,2020-03-12 18:56:48.706,2,True,False,,0,,,False,"be5ee9d0-36cf-4eb4-8715-70b5a51cc0eb",""
72993,1,"calc_planning_unit_counts","","",False,73014,2022-08-16 23:21:06.210,2020-03-13 20:39:30.276,0,False,False,,0,,,False,"10dbda9e-2c04-434f-858f-e3cf95ff9e43",""
73044,1,"calc_dbi_unit_counts","","",False,73081,2022-08-16 23:21:06.210,2020-03-13 20:39:31.310,0,False,False,,0,,,False,"39ad13ef-6046-42ae-877d-964e9a5ce194",""
73111,1,"calc_planning_dbi_unit_counts_per_project","","",False,73144,2022-08-16 23:21:06.210,2020-03-13 20:39:57.830,0,False,False,,0,,,False,"348cc596-64cb-4758-9ede-e850255c6a28",""
