Segment Id,Contact Id
5b468adb-ad4f-e911-a82a-000d3a4e6483,ba266c86-ad4f-e911-a82a-000d3a4e6483
e7f65125-ac4f-e911-a833-000d3a4e6cff,594acf5f-934f-e911-a82a-000d3a4e6483
48ef149f-6950-e911-a82a-000d3a4e6483,277d2833-934f-e911-a82a-000d3a4e6483
5d218f82-934f-e911-a82a-000d3a4e6483,277d2833-934f-e911-a82a-000d3a4e6483
bab56751-ae4f-e911-a833-000d3a4e6cff,0723557f-ad4f-e911-a833-000d3a4e6cff
7290252e-b14f-e911-a833-000d3a4e6cff,1198727d-b04f-e911-a833-000d3a4e6cff
5ba0ab5e-8251-e911-a834-000d3a4e6cff,e6c4fb8a-73de-4550-941b-d14ed9086277
c7915edc-b34f-e911-a833-000d3a4e6cff,594acf5f-934f-e911-a82a-000d3a4e6483
7290252e-b14f-e911-a833-000d3a4e6cff,102462b3-b04f-e911-a833-000d3a4e6cff
0dc70b16-5452-e911-a82c-000d3a4e6483,940baaab-5352-e911-a82c-000d3a4e6483
059885fc-0c52-e911-a835-000d3a4e6cff,3b16a757-0c52-e911-a835-000d3a4e6cff
059885fc-0c52-e911-a835-000d3a4e6cff,e77edb94-0c52-e911-a835-000d3a4e6cff
f0398196-8750-e911-a82b-000d3a4e6483,160ed4da-8650-e911-a82b-000d3a4e6483
48ef149f-6950-e911-a82a-000d3a4e6483,d2d15110-6950-e911-a82a-000d3a4e6483
e05c0746-9d50-e911-a834-000d3a4e6cff,58b55f64-914f-e911-a82a-000d3a4e6483
767881f7-aa4f-e911-a833-000d3a4e6cff,594acf5f-934f-e911-a82a-000d3a4e6483
7dbcbcdb-5a50-e911-a82a-000d3a4e6483,336cef55-be3d-4093-91dd-ffa6f9922fb9
7dbcbcdb-5a50-e911-a82a-000d3a4e6483,277d2833-934f-e911-a82a-000d3a4e6483
767881f7-aa4f-e911-a833-000d3a4e6cff,277d2833-934f-e911-a82a-000d3a4e6483
8d56331a-9850-e911-a82b-000d3a4e6483,277d2833-934f-e911-a82a-000d3a4e6483
0095d727-aa4f-e911-a833-000d3a4e6cff,277d2833-934f-e911-a82a-000d3a4e6483
88515a09-ae4f-e911-a833-000d3a4e6cff,d3775a85-ad4f-e911-a833-000d3a4e6cff
88515a09-ae4f-e911-a833-000d3a4e6cff,da550255-ad4f-e911-a833-000d3a4e6cff
