ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
3761,1,"12178578-3324-4e7f-a1c0-9b2be8094df4",True,1,1,2,False,3752,3767,2,3755,3768,1,1,4008,,2020-11-04 09:22:23.046,2020-11-04 09:22:23.046,1
3762,1,"02812b47-874e-4001-9625-686074ca3dd9",True,1,1,2,False,3752,3775,2,3758,3776,1,1,4010,,2020-11-04 09:22:23.076,2020-11-04 09:22:23.076,1
4047,1,"617d44c6-1d1c-4bd9-a20d-505144fde6a2",True,1,1,2,False,4038,4052,2,4041,4053,1,1,4276,,2020-11-04 09:22:22.596,2020-11-04 09:22:22.596,1
4048,1,"58170554-21a7-479c-8595-1ca58cb66afa",True,1,1,2,False,4038,4060,2,4044,4061,1,1,4278,,2020-11-04 09:22:22.610,2020-11-04 09:22:22.610,1
4433,1,"a31d2ac6-a703-4ec6-8aae-467f3884691f",True,1,1,2,False,4423,4446,2,4429,4447,1,1,4662,,2020-11-04 09:22:23.060,2020-11-04 09:22:23.060,1
6792,1,"e038d3dd-5fe0-4b69-9526-443859445f41",True,1,1,1,False,3752,3784,2,3650,3654,1,1,6793,,2020-11-04 09:22:24.623,2020-11-04 09:22:24.623,1
6798,1,"1e84e21b-55fb-4b69-8c1b-81f87f4ff75b",True,1,1,1,False,4360,4364,2,4038,4050,1,1,6799,,2020-11-04 10:37:57.876,2020-11-04 09:22:24.613,1
6801,1,"95048417-1235-4204-b40c-8b6efc759b29",True,1,1,1,False,4360,4367,2,4303,4307,1,1,6802,,2020-11-04 09:22:24.613,2020-11-04 09:22:24.613,1
6804,1,"1442e46f-a070-4c95-bbe2-78826840513c",True,1,1,1,False,4360,4365,2,4688,4692,1,1,6805,,2020-11-04 10:37:48.866,2020-11-04 09:22:24.613,1
6807,1,"35f1e299-d47a-4bea-a68e-25c272ef968e",True,1,1,1,False,3752,3764,2,3683,3687,1,1,6808,,2020-11-04 09:22:24.610,2020-11-04 09:22:24.610,1
6810,1,"d820c2ce-9f62-4748-a10d-39adf4ecc48b",True,1,1,1,False,3752,3765,2,4038,4050,1,1,6811,,2020-11-04 09:22:24.623,2020-11-04 09:22:24.623,1
6813,1,"fdb4b95e-7751-49a7-b0e4-0663ed5ae768",True,1,1,1,False,4423,4436,2,4038,4050,1,1,6814,,2020-11-04 09:22:24.623,2020-11-04 09:22:24.623,1
6816,1,"e19d7243-1392-4f57-81b9-7a166afae2f9",True,1,1,1,False,3752,3766,2,4688,4692,1,1,6817,,2020-11-04 09:22:24.613,2020-11-04 09:22:24.613,1
6819,1,"af1d22b9-d520-4406-b2c5-7d7ea7b3d060",True,1,1,1,False,4423,4437,2,4688,4692,1,1,6820,,2020-11-04 10:38:14.603,2020-11-04 09:22:24.623,1
7029,1,"844c02e1-698c-427c-a269-684739488048",True,1,2,1,False,4423,4438,2,3683,3687,1,1,7030,,2020-11-04 10:38:06.756,2020-11-04 10:33:57.763,1
