OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,Price,Revenue
2015-07-05 00:00:00.000,2002-06-03 00:00:00.000,"SO46718",360,12570,9,1,1,2049.0982,2049.0982
2015-07-07 00:00:00.000,2002-04-22 00:00:00.000,"SO46736",360,12341,9,1,1,2049.0982,2049.0982
2015-07-12 00:00:00.000,2002-05-05 00:00:00.000,"SO46776",360,12356,9,1,1,2049.0982,2049.0982
2015-07-16 00:00:00.000,2002-06-22 00:00:00.000,"SO46808",360,12347,9,1,1,2049.0982,2049.0982
2015-07-18 00:00:00.000,2002-05-11 00:00:00.000,"SO46826",360,12575,9,1,1,2049.0982,2049.0982
2015-08-01 00:00:00.000,2002-04-21 00:00:00.000,"SO47075",360,12685,9,1,1,2049.0982,2049.0982
2015-08-04 00:00:00.000,2002-05-01 00:00:00.000,"SO47098",360,12667,9,1,1,2049.0982,2049.0982
2015-08-10 00:00:00.000,2002-04-21 00:00:00.000,"SO47149",360,12669,9,1,1,2049.0982,2049.0982
2015-08-17 00:00:00.000,2002-06-04 00:00:00.000,"SO47212",360,12580,9,1,1,2049.0982,2049.0982
2015-08-26 00:00:00.000,2002-06-29 00:00:00.000,"SO47302",360,12670,9,1,1,2049.0982,2049.0982
2015-08-29 00:00:00.000,2002-08-12 00:00:00.000,"SO47328",360,12681,9,1,1,2049.0982,2049.0982
2015-08-31 00:00:00.000,2002-08-13 00:00:00.000,"SO47346",360,12585,9,1,1,2049.0982,2049.0982
2015-10-02 00:00:00.000,2002-06-12 00:00:00.000,"SO47744",360,12989,9,1,1,2049.0982,2049.0982
2015-10-02 00:00:00.000,2002-07-28 00:00:00.000,"SO47745",360,12998,9,1,1,2049.0982,2049.0982
2015-10-03 00:00:00.000,2002-08-22 00:00:00.000,"SO47753",360,13020,9,1,1,2049.0982,2049.0982
2015-10-06 00:00:00.000,2002-06-17 00:00:00.000,"SO47769",360,12703,9,1,1,2049.0982,2049.0982
2015-10-18 00:00:00.000,2002-09-06 00:00:00.000,"SO47857",360,13024,9,1,1,2049.0982,2049.0982
2015-10-19 00:00:00.000,2002-07-14 00:00:00.000,"SO47867",360,12991,9,1,1,2049.0982,2049.0982
2015-10-23 00:00:00.000,2002-09-21 00:00:00.000,"SO47902",360,13076,9,1,1,2049.0982,2049.0982
2015-10-26 00:00:00.000,2002-06-28 00:00:00.000,"SO47926",360,13079,9,1,1,2049.0982,2049.0982
2015-11-06 00:00:00.000,2002-08-13 00:00:00.000,"SO48123",360,13080,9,1,1,2049.0982,2049.0982
2015-11-28 00:00:00.000,2002-09-24 00:00:00.000,"SO48270",360,13081,9,1,1,2049.0982,2049.0982
2015-12-12 00:00:00.000,2002-08-26 00:00:00.000,"SO48531",360,13105,9,1,1,2049.0982,2049.0982
2015-12-16 00:00:00.000,2002-11-10 00:00:00.000,"SO48575",360,13123,9,1,1,2049.0982,2049.0982
2015-12-19 00:00:00.000,2002-12-03 00:00:00.000,"SO48611",360,13518,9,1,1,2049.0982,2049.0982
2015-12-20 00:00:00.000,2002-11-17 00:00:00.000,"SO48621",360,13129,9,1,1,2049.0982,2049.0982
2015-12-24 00:00:00.000,2002-09-03 00:00:00.000,"SO48666",360,13090,9,1,1,2049.0982,2049.0982
2015-12-25 00:00:00.000,2002-10-09 00:00:00.000,"SO48673",360,13131,9,1,1,2049.0982,2049.0982
2015-12-27 00:00:00.000,2002-11-23 00:00:00.000,"SO48690",360,13130,9,1,1,2049.0982,2049.0982
2015-12-28 00:00:00.000,2002-09-12 00:00:00.000,"SO48701",360,13103,9,1,1,2049.0982,2049.0982
2015-12-28 00:00:00.000,2002-11-05 00:00:00.000,"SO48700",360,13519,9,1,1,2049.0982,2049.0982
2015-12-31 00:00:00.000,2002-12-14 00:00:00.000,"SO48727",360,13128,9,1,1,2049.0982,2049.0982
2016-01-02 00:00:00.000,2002-09-12 00:00:00.000,"SO48814",360,13647,9,1,1,2049.0982,2049.0982
2016-01-05 00:00:00.000,2002-09-11 00:00:00.000,"SO48836",360,13959,9,1,1,2049.0982,2049.0982
2016-01-07 00:00:00.000,2002-10-24 00:00:00.000,"SO48846",360,13651,9,1,1,2049.0982,2049.0982
2016-01-10 00:00:00.000,2002-11-13 00:00:00.000,"SO48874",360,13970,9,1,1,2049.0982,2049.0982
2016-01-12 00:00:00.000,2002-10-19 00:00:00.000,"SO48891",360,13650,9,1,1,2049.0982,2049.0982
2016-01-22 00:00:00.000,2003-01-06 00:00:00.000,"SO48972",360,13629,9,1,1,2049.0982,2049.0982
2016-01-23 00:00:00.000,2002-11-29 00:00:00.000,"SO48985",360,13646,9,1,1,2049.0982,2049.0982
2016-01-26 00:00:00.000,2002-10-04 00:00:00.000,"SO49006",360,13633,9,1,1,2049.0982,2049.0982
2016-01-30 00:00:00.000,2002-10-12 00:00:00.000,"SO49028",360,13648,9,1,1,2049.0982,2049.0982
2016-02-08 00:00:00.000,2002-11-16 00:00:00.000,"SO49253",360,14211,9,1,1,2049.0982,2049.0982
2016-02-17 00:00:00.000,2002-11-14 00:00:00.000,"SO49334",360,14132,9,1,1,2049.0982,2049.0982
2016-02-20 00:00:00.000,2002-11-22 00:00:00.000,"SO49363",360,14062,9,1,1,2049.0982,2049.0982
2016-02-26 00:00:00.000,2003-02-11 00:00:00.000,"SO49429",360,14012,9,1,1,2049.0982,2049.0982
2016-02-28 00:00:00.000,2003-02-11 00:00:00.000,"SO49440",360,14101,9,1,1,2049.0982,2049.0982
2016-03-10 00:00:00.000,2002-12-11 00:00:00.000,"SO49634",360,14279,9,1,1,2049.0982,2049.0982
2016-03-20 00:00:00.000,2002-12-30 00:00:00.000,"SO49733",360,14259,9,1,1,2049.0982,2049.0982
2016-03-23 00:00:00.000,2003-02-13 00:00:00.000,"SO49754",360,14303,9,1,1,2049.0982,2049.0982
2016-03-30 00:00:00.000,2002-12-24 00:00:00.000,"SO49805",360,14286,9,1,1,2049.0982,2049.0982
2016-04-03 00:00:00.000,2003-02-17 00:00:00.000,"SO49922",360,15171,9,1,1,2049.0982,2049.0982
2016-04-07 00:00:00.000,2003-02-20 00:00:00.000,"SO49953",360,15213,9,1,1,2049.0982,2049.0982
2016-04-07 00:00:00.000,2003-02-04 00:00:00.000,"SO49954",360,15144,9,1,1,2049.0982,2049.0982
2016-04-07 00:00:00.000,2003-01-30 00:00:00.000,"SO49955",360,15152,9,1,1,2049.0982,2049.0982
2016-04-30 00:00:00.000,2003-01-12 00:00:00.000,"SO50187",360,15150,9,1,1,2049.0982,2049.0982
2016-05-01 00:00:00.000,2003-03-01 00:00:00.000,"SO50334",360,15595,9,1,1,2049.0982,2049.0982
2016-05-05 00:00:00.000,2003-02-06 00:00:00.000,"SO50382",360,15591,9,1,1,2049.0982,2049.0982
2016-05-06 00:00:00.000,2003-03-04 00:00:00.000,"SO50398",360,15645,9,1,1,2049.0982,2049.0982
2016-05-06 00:00:00.000,2003-03-11 00:00:00.000,"SO50397",360,15588,9,1,1,2049.0982,2049.0982
2016-05-07 00:00:00.000,2003-02-20 00:00:00.000,"SO50406",360,15229,9,1,1,2049.0982,2049.0982
2016-05-12 00:00:00.000,2003-03-29 00:00:00.000,"SO50456",360,15723,9,1,1,2049.0982,2049.0982
2016-05-19 00:00:00.000,2003-02-10 00:00:00.000,"SO50516",360,15646,9,1,1,2049.0982,2049.0982
2016-05-23 00:00:00.000,2003-04-29 00:00:00.000,"SO50559",360,15228,9,1,1,2049.0982,2049.0982
2016-05-24 00:00:00.000,2003-03-23 00:00:00.000,"SO50574",360,15267,9,1,1,2049.0982,2049.0982
2016-05-26 00:00:00.000,2003-04-06 00:00:00.000,"SO50594",360,15601,9,1,1,2049.0982,2049.0982
2016-05-27 00:00:00.000,2003-01-30 00:00:00.000,"SO50603",360,15576,9,1,1,2049.0982,2049.0982
2016-05-28 00:00:00.000,2003-02-24 00:00:00.000,"SO50613",360,15596,9,1,1,2049.0982,2049.0982
2016-06-01 00:00:00.000,2003-05-16 00:00:00.000,"SO50768",360,16176,9,1,1,2049.0982,2049.0982
2016-06-06 00:00:00.000,2003-02-17 00:00:00.000,"SO50820",360,15808,9,1,1,2049.0982,2049.0982
2016-06-08 00:00:00.000,2003-03-05 00:00:00.000,"SO50850",360,16155,9,1,1,2049.0982,2049.0982
2016-06-12 00:00:00.000,2003-03-08 00:00:00.000,"SO50892",360,15753,9,1,1,2049.0982,2049.0982
2016-06-17 00:00:00.000,2003-02-18 00:00:00.000,"SO50944",360,16169,9,1,1,2049.0982,2049.0982
