Nome da Origem,num_boletim," data_boletim",num_municipio," nome_municipio"," seq_logradouros",num_logradouro," tipo_logradouro"," nome_logradouro"," tipo_logradouro_anterior"," nome_logradoro_anterior",num_bairro," nome_bairro","                              tipo_bairro"," descricao_tipo_bairro",num_imovel,num_imovel_proximo
"si-log-2016.csv","2016-018874465-001",2016-08-30 09:45:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-023140518-001",2016-10-23 21:08:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-017382500-001",2016-08-11 08:57:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-017506366-001",2016-08-12 14:47:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-017977743-001",2016-08-18 17:14:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-020105441-001",2016-09-14 18:41:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-011374553-001",2016-05-25 12:18:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-014785093-001",2016-07-08 23:31:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-015176728-001",2016-07-13 23:24:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-012614388-001",2016-06-10 19:24:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-013173366-001",2016-06-18 07:32:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-026371121-001",2016-11-25 18:50:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-008921525-001",2016-04-24 11:31:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-011685236-001",2016-04-28 20:10:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-028146420-001",2016-12-29 14:45:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2017-008330149-001",2016-03-28 21:20:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-015704913-001",2016-07-20 18:11:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-016154872-001",2016-07-26 18:21:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-016411261-001",2016-07-29 18:30:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-023738818-001",2016-10-31 13:07:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-024777840-001",2016-11-10 11:36:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-024893642-001",2016-11-16 18:09:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-002623612-001",2016-02-04 11:15:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-005725306-001",2016-03-14 15:07:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-025699603-001",2016-11-27 09:47:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-000937545-001",2016-01-13 15:03:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
"si-log-2016.csv","2016-001028713-001",2016-01-14 19:17:00.000,1,"BELO HORIZONTE",2,63464,"RUA","SAO PAULO","NI","NÃO INFORMADO",642,"CENTRO","B","BAIRRO","0",0
