ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
5332,1,"e4dc6bec-ff07-4c67-ac92-30798c9d4af1",True,1,1,1,False,13,18,2,4433,4436,1,1,5333,,2020-09-03 09:50:22.503,2020-09-03 09:50:22.503,1
5335,1,"ac846623-3e88-4f08-9cce-ca08a6b80938",True,1,1,1,False,1604,1611,2,13,17,1,1,5336,,2020-09-03 09:50:22.500,2020-09-03 09:50:22.500,1
5356,1,"2f09b475-c87d-4a3f-82ef-a77cb63cb525",True,1,1,1,False,539,544,2,3173,3176,1,1,5357,,2020-09-03 09:49:53.630,2020-09-03 09:49:53.630,1
5359,1,"59ab902b-ea0b-465a-b559-292a73f9bf28",True,1,1,1,False,1604,1607,2,539,542,1,1,5360,,2020-09-03 09:50:14.693,2020-09-03 09:50:14.693,1
5362,1,"690a63fb-2cff-47d2-939f-deeb341b9853",True,1,1,1,False,2351,2354,2,539,542,1,1,5363,,2020-09-03 09:57:05.603,2020-09-03 09:57:05.603,1
5443,1,"1eec4752-cc16-4d1b-89ee-eb4877adbefb",True,1,1,1,False,3173,3181,2,3037,3040,1,1,5444,,2020-09-03 09:48:10.093,2020-09-03 09:48:10.093,1
6699,1,"c595637c-134b-4c01-b334-da31c318cf44",True,1,1,2,False,13,25,2,6675,6715,1,1,7362,,2020-09-03 09:50:22.673,2020-09-03 09:50:22.673,1
6700,1,"d5412a0c-cd75-47d8-8e91-8ff24416d411",True,1,1,2,False,13,44,2,6678,6722,1,1,7364,,2020-09-03 09:50:22.616,2020-09-03 09:50:22.616,1
6701,1,"7c96a8cb-f792-42b3-88d0-8c5d4b8ca1cd",True,1,1,2,False,539,574,2,6681,6729,1,1,7366,,2020-09-03 09:49:53.673,2020-09-03 09:49:53.673,1
6702,1,"37d81300-d3bb-4439-a80f-742c989a513a",True,1,1,2,False,539,575,2,6684,6736,1,1,7368,,2020-09-03 09:49:53.670,2020-09-03 09:49:53.670,1
6703,1,"8bef20eb-b8d6-496b-b0d2-ac08a2fcd54f",True,1,1,2,False,1604,1630,2,6687,6743,1,1,7370,,2020-09-03 09:50:14.800,2020-09-03 09:50:14.800,1
6704,1,"aff6ce2d-cfc8-4ed4-9de1-5e4aa344a4a9",True,1,1,2,False,1604,1631,2,6690,6750,1,1,7372,,2020-09-03 09:50:14.773,2020-09-03 09:50:14.773,1
6705,1,"e7295c27-736f-40a8-8d85-e10a103a81f0",True,1,1,2,False,1604,1632,2,6693,6757,1,1,7374,,2020-09-03 09:50:14.806,2020-09-03 09:50:14.806,1
6706,1,"d4508da9-6915-446b-a43e-2a1c895b1e52",True,1,1,2,False,2351,2356,2,6696,6764,1,1,7376,,2020-09-03 09:57:05.816,2020-09-03 09:57:05.816,1
