ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
13,1,"DimCustomer","","",False,137,2022-07-27 21:45:44.750,2020-08-28 10:19:47.910,0,False,False,,0,,,False,"abce7e57-84f0-4f35-b61f-54b0ff7f0721",""
539,1,"DimProduct","","",False,716,2022-07-27 21:45:44.750,2020-08-28 10:19:50.046,0,False,False,,0,,,False,"23bc8b07-0d48-4f01-adb9-e5f4c495d771",""
1604,1,"FactInternetSales","","",False,1727,2022-07-27 21:45:44.750,2020-08-28 11:55:32.350,0,False,False,,0,,,False,"fa710118-0417-4b26-b4d8-8045157804f1",""
2025,1,"FactInternetSalesReason","","",False,2065,2022-07-27 21:45:44.750,2020-08-28 10:19:50.886,0,False,False,,0,,,False,"c5e0f90e-8da7-4945-9038-7f4351469447",""
2351,1,"FactProductInventory","","",False,2402,2022-07-27 21:45:44.750,2020-09-01 15:49:36.403,0,False,False,,0,,,False,"8111eb4f-4285-46cb-8259-18a26a6eaa03",""
3037,1,"DimProductCategory","","",False,3079,2022-07-27 21:45:44.750,2020-08-28 10:19:52.106,0,False,False,,0,,,False,"6fea7767-ee45-4cff-8f3d-59308deaba41",""
3173,1,"DimProductSubcategory","","",False,3213,2022-07-27 21:45:44.750,2020-08-28 10:19:52.356,0,False,False,,0,,,False,"9d528491-39ef-416e-a7f1-d1e8f642cf37",""
4433,1,"DimGeography","","",False,4493,2022-07-27 21:45:44.750,2020-08-28 10:19:53.493,0,False,False,,0,,,False,"964b58fd-dc48-4944-a9a9-260b0d09ad94",""
6590,1,"DateTableTemplate_3f310c8c-b7a2-4773-bc7c-334b8e935d0e","","",True,6629,2022-07-27 21:45:44.750,2020-09-03 09:47:48.693,2,False,True,,0,,,False,"935ec4b3-bb8a-4efb-ab39-1257391c214e",""
6675,1,"LocalDateTable_2bf6bc11-5046-4540-98b6-247a5660703f","","",True,7066,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"f00f5895-07cc-45d5-8466-679839a19627",""
6678,1,"LocalDateTable_737e2914-369b-4e80-beea-4e6ce8d064da","","",True,7068,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"e546c45e-1da6-4aa3-aec8-706dc4461961",""
6681,1,"LocalDateTable_e8785d8d-ed4b-4603-b94e-3f8766f4d452","","",True,7070,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"09d71cfa-d207-403e-887b-3f5948cf21da",""
6684,1,"LocalDateTable_34301bf9-8eaa-4321-890c-af03c9ef80a2","","",True,7072,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"fe566689-e2eb-4e7d-a819-5ad207802766",""
6687,1,"LocalDateTable_a5f5459b-3738-48ee-8db1-0b4cb965b3e6","","",True,7074,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"17767224-b54a-4662-90e4-bf6f14dc2822",""
6690,1,"LocalDateTable_fd7f242e-cee9-4ab0-9390-5e1f73e09c5e","","",True,7076,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"1130484e-9bb8-46a4-9a58-9772f3deece7",""
6693,1,"LocalDateTable_ef87b134-589b-41c0-95d5-cd081f167e6d","","",True,7078,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"45172c3f-18b5-4225-8b55-191d5db26a95",""
6696,1,"LocalDateTable_b2b20316-3f12-4263-bbfa-3b8d6edae6c0","","",True,7080,2022-07-27 21:45:44.750,2020-09-03 09:47:49.273,2,True,False,,0,,,False,"ca2415e9-b8aa-4f82-a519-eb6a542fbd05",""
