id,symbol,totalAmount,allTimeHighWorth,buyPrice,buyDate,buyAmount,coinWorthNow,currentWorth,totalInvested,coinCount,totalWorth,numberOfCoinsThatWentToZero,coinsThatWentToZero
"52","XRP","228143.3427","542841.0801","0.024390128","1.1.2015","585.7170808","585.7170808","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.020675953","8.1.2015","690.9337604","690.9337604","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.016444176","15.1.2015","868.7400273","868.7400273","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.017009925","22.1.2015","839.8458079","839.8458079","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.014138588","1.2.2015","1010.406028","1010.406028","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.014426453","8.2.2015","990.2443967","990.2443967","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.013712363","15.2.2015","1041.812703","1041.812703","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.013129617","22.2.2015","1088.052621","1088.052621","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.012238561","1.3.2015","1167.270734","1167.270734","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.009960947","8.3.2015","1434.172355","1434.172355","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.01081717","15.3.2015","1320.651714","1320.651714","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.010195997","22.3.2015","1401.110144","1401.110144","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.007667951","1.4.2015","1863.041868","1863.041868","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.009198031","8.4.2015","1553.127369","1553.127369","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.007948824","15.4.2015","1797.210999","1797.210999","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.008025051","22.4.2015","1780.139979","1780.139979","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.008018479","1.5.2015","1781.59907","1781.59907","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.007491327","8.5.2015","1906.967031","1906.967031","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.00665521","15.5.2015","2146.54608","2146.54608","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.006649441","22.5.2015","2148.40828","2148.40828","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.00757852","1.6.2015","1885.026904","1885.026904","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.007999503","8.6.2015","1785.825218","1785.825218","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.00857882","15.6.2015","1665.230653","1665.230653","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.010566944","22.6.2015","1351.924827","1351.924827","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.011198373","1.7.2015","1275.695569","1275.695569","152110.5505","31300","37","2923849.056","0",""
"52","XRP","228143.3427","542841.0801","0.009449028","8.7.2015","1511.871239","1511.871239","152110.5505","31300","37","2923849.056","0",""
