id,symbol,totalAmount,allTimeHighWorth,buyPrice,buyDate,buyAmount,coinWorthNow,currentWorth,totalInvested,coinCount,totalWorth,numberOfCoinsThatWentToZero,coinsThatWentToZero
"3602","BSV","2.446381521","530.1227112","98.68031581","8.12.2018","0.144767618","0.144767618","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","109.08938","22.12.2018","0.130954217","0.130954217","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","312.7556598","15.1.2020","0.045676917","0.045676917","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","308.9052656","22.1.2020","0.046246263","0.046246263","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","278.649446","1.2.2020","0.051267693","0.051267693","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","336.2476481","8.2.2020","0.042485693","0.042485693","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","310.0778287","15.2.2020","0.046071383","0.046071383","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","280.4068074","22.2.2020","0.050946389","0.050946389","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","228.517919","1.3.2020","0.062514635","0.062514635","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","197.9492618","8.3.2020","0.072168566","0.072168566","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","122.9458925","15.3.2020","0.116195133","0.116195133","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","157.7841023","22.3.2020","0.09053963","0.09053963","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","168.0016979","1.4.2020","0.085033154","0.085033154","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","217.0862337","8.4.2020","0.065806634","0.065806634","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","182.156995","15.4.2020","0.078425285","0.078425285","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","192.2945367","22.4.2020","0.074290796","0.074290796","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","213.3973407","1.5.2020","0.0669442","0.0669442","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","210.5623387","8.5.2020","0.067845534","0.067845534","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","187.6752651","15.5.2020","0.076119324","0.076119324","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","194.9689628","22.5.2020","0.073271736","0.073271736","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","202.7431918","1.6.2020","0.070462116","0.070462116","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","191.93211","8.6.2020","0.07443108","0.07443108","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","175.6608849","15.6.2020","0.081325528","0.081325528","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","175.7101915","22.6.2020","0.081302707","0.081302707","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","157.0987508","1.7.2020","0.090934614","0.090934614","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","188.9829949","8.7.2020","0.075592591","0.075592591","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","179.6746273","15.7.2020","0.079508802","0.079508802","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","181.7081642","22.7.2020","0.078619001","0.078619001","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","243.3483519","1.8.2020","0.058704792","0.058704792","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","232.7456778","8.8.2020","0.061379074","0.061379074","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","224.0357763","15.8.2020","0.063765326","0.063765326","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","196.6582871","22.8.2020","0.07264232","0.07264232","351.1521399","31300","37","2923849.056","0","[List]"
"3602","BSV","2.446381521","530.1227112","203.6662412","1.9.2020","0.07014277","0.07014277","351.1521399","31300","37","2923849.056","0","[List]"
