dim_date_id,dim_time_id,dim_parking_bay_id,dim_location_id,dim_st_marker_id,status,load_id,loaded_on
20200608,15776,00000000-0000-0000-0000-000000000000,97F6E49D-10C3-4BD7-9DEC-038E2B951365,70F84E38-D420-4FBF-94F4-2A7C637091C4,Unoccupied,b195e94b-691e-4838-9c83-84a6a947bdad,2020-06-08 19:37:03.710
20200610,73395,00000000-0000-0000-0000-000000000000,8B6B1AD2-8035-4240-B1A3-1AE80CAAE6C2,9194C60A-418C-419C-B32E-ECD504A213CE,Unoccupied,45195683-af09-411a-8c32-5eab16dbc7b6,2020-06-10 03:36:44.166
20200608,15776,00000000-0000-0000-0000-000000000000,A631AAF2-BB1E-4BBD-96F9-9AB7E53E47C5,B6CE84E8-33AF-43C1-AA75-C6AC5BC637C4,Unoccupied,b195e94b-691e-4838-9c83-84a6a947bdad,2020-06-08 19:37:03.710
20200610,69751,00000000-0000-0000-0000-000000000000,BEE44DA4-26A6-41D1-B842-4F0C099D23A9,4AB56E78-E760-4E19-83BE-072C74A573AA,Unoccupied,a351b957-81bd-4a9c-a795-b0955eb9e7f7,2020-06-10 04:37:28.026
20200609,62511,00000000-0000-0000-0000-000000000000,5808677F-5AD3-4C60-B53C-C2621C4B4865,F80AF869-1F7C-4735-8017-FC372C7877E5,Unoccupied,617317b4-072d-48df-9b93-afca419c9275,2020-06-09 06:38:08.320
20200608,12123,00000000-0000-0000-0000-000000000000,04C93392-1042-4DA6-913A-F74D21A917C1,801D1F71-A2FA-412D-B7C6-926D4C3C7EDC,Unoccupied,3cab6215-d4a1-4209-8669-e4bc55a26467,2020-06-08 20:37:56.610
20200609,12161,00000000-0000-0000-0000-000000000000,AF5CAE39-307B-43F9-8E47-60C0DBABFF2D,86E67081-D95A-49DB-BE6D-6C96AEBFF8A9,Unoccupied,b2a10c03-2690-4dd1-a4a2-ae0052943b0f,2020-06-09 20:37:18.780
20200610,12198,00000000-0000-0000-0000-000000000000,C212403E-D146-43BE-8664-808305577F24,E087E29F-5082-4628-AFCB-20F7DB554509,Unoccupied,6f16f50d-9f53-41c2-9b82-5e642dd8bfe9,2020-06-10 20:36:41.936
20200609,19362,00000000-0000-0000-0000-000000000000,15ACC4D9-C7B4-4F40-9C94-1F2ACF6F1905,3C1A8EE9-ED4D-4CE7-8F61-1132C17B0AF7,Unoccupied,24d76b01-29b1-487e-a552-53c7bcc189f2,2020-06-09 18:37:17.553
20200610,30086,00000000-0000-0000-0000-000000000000,CF991EF2-9128-42DF-825F-3E0C276B24E7,BD4AFA17-7EF3-437E-97AE-7969B319BD84,Present,b0bc5312-db5a-4449-9aed-021462f25d72,2020-06-10 15:38:33.266
20200610,40960,00000000-0000-0000-0000-000000000000,A4B0F15E-00BC-41C6-A583-6A460F0C0FF0,55F9368A-A96C-4400-A8E8-A2420D342281,Unoccupied,94987307-f91d-4eae-a0fb-d58092f8378a,2020-06-10 12:37:19.030
20200606,76986,00000000-0000-0000-0000-000000000000,D1A6F785-0566-401C-B198-1E8A0E3238A9,F897824A-733C-4390-838D-D42594CC34EE,Unoccupied,c6570e26-d4cf-46c0-b168-ab5608727620,2020-06-06 02:36:53.940
20200609,66198,00000000-0000-0000-0000-000000000000,A2572C02-B556-4C0C-91C4-AC04D017BCD6,151A99E8-D9F8-452F-A674-6E795868675B,Unoccupied,1743920e-200f-463a-8b0e-4e90ffd882ba,2020-06-09 05:36:41.003
20200609,19362,00000000-0000-0000-0000-000000000000,B2B0AE3A-B159-4A1C-8764-5FD3847695D7,1D2E79D8-C772-468D-A175-F9907784FF7F,Unoccupied,24d76b01-29b1-487e-a552-53c7bcc189f2,2020-06-09 18:37:17.553
20200611,73360,00000000-0000-0000-0000-000000000000,5661BF0A-24FF-41CE-A04B-8E4D37454C41,C3C84CC8-CF65-4340-BCE5-3DCAAC2CCF44,Present,0e5694e0-95d2-43a5-a9e4-20ac3c367f76,2020-06-11 03:37:19.843
20200610,33758,00000000-0000-0000-0000-000000000000,E5F7FFED-9BC4-4CEC-AEFB-A9D9A9AC932B,5515750E-9CDB-4510-97F5-C492422028CE,Unoccupied,25643e0e-26d6-4941-ad60-9a568094127d,2020-06-10 14:37:21.283
20200609,4913,00000000-0000-0000-0000-000000000000,CC70C1D8-4317-4421-93A8-AE89AC6094D7,4B7AD869-02CD-48BC-9AE1-B91DDD03C856,Present,93b96005-85f3-4db6-8e81-fc0181e5d785,2020-06-09 22:38:06.150
20200610,80579,00000000-0000-0000-0000-000000000000,774387CD-7969-4ACE-A1CF-6B4047F03699,070801E6-4E96-42B2-81FF-AC31D13C7D01,Unoccupied,ce3ce9e9-110a-485c-b6eb-a8e3ccecf712,2020-06-10 01:37:00.216
20200608,22995,00000000-0000-0000-0000-000000000000,A71782B9-1201-4C94-93A9-852315853E10,C2AF2D5B-834E-4CAA-88CA-949AD5248462,Unoccupied,6cce5687-b5fa-4f3e-8ad3-a08f9bb36bc1,2020-06-08 17:36:44.856
20200609,58980,00000000-0000-0000-0000-000000000000,D139F7F6-9906-48C9-87CC-B6AF601F9A42,3C435E79-5663-4A6C-9E41-F3BD2E59393C,Present,81b5808e-f9e5-4f1c-885e-9b0f7951e458,2020-06-09 07:36:59.996
20200609,12161,00000000-0000-0000-0000-000000000000,FA135381-E0B8-43B7-8331-9D30B8C72FBD,DC247DE6-34EB-4D6F-A23B-23DA3B29F446,Unoccupied,b2a10c03-2690-4dd1-a4a2-ae0052943b0f,2020-06-09 20:37:18.780
20200610,12198,00000000-0000-0000-0000-000000000000,828F6020-BAFB-4EF1-9782-711B2138CF7B,BA86F46A-3941-42F3-AEEC-66D09CBD9870,Unoccupied,6f16f50d-9f53-41c2-9b82-5e642dd8bfe9,2020-06-10 20:36:41.936
20200608,26604,00000000-0000-0000-0000-000000000000,C54BFD8C-98C6-447C-B3E3-935C359290DD,903525AE-5F9E-4D54-936E-573BEBD03F43,Unoccupied,a72e0863-fa96-4e54-a054-380c0530acae,2020-06-08 16:36:35.570
20200609,40965,00000000-0000-0000-0000-000000000000,D37FB589-AE15-4AD9-A6F9-6A4E811149C0,EA01A564-245A-4525-967C-58D2AEE49736,Present,ccac33fb-2b92-457e-8a57-d8881150f653,2020-06-09 12:37:14.220
20200610,19271,00000000-0000-0000-0000-000000000000,1319447B-5FE3-486E-9904-FA2B9EDBC3C6,27F83BA8-6287-49B7-852E-26BE80B4CA98,Unoccupied,c144678d-846f-4a9c-94f3-9bc12a9cdb18,2020-06-10 18:38:48.186
20200609,30142,00000000-0000-0000-0000-000000000000,D1239E13-110C-4065-BE82-07DD0299A3C6,468CEE70-2F3C-4BD4-8644-C16197A606EC,Present,4f3addb7-dfa4-4063-a7c1-6fca3aabb3d5,2020-06-09 15:37:37.230
20200608,33801,00000000-0000-0000-0000-000000000000,2F365D2A-7615-413E-A10B-397FC74DE3B5,4AFC1FBF-7B51-49D8-A2A4-15D96B643A7F,Unoccupied,e516ee34-5e4b-429b-b9ec-c53294a28823,2020-06-08 14:36:38.680
20200610,1316,00000000-0000-0000-0000-000000000000,F0B5E99C-7E31-4D6C-9E3A-27B5CCAC6BD2,03747DC8-E1F1-4A21-951E-DFF649F086DB,Present,947d1f43-b616-4e57-9508-37592b8d0755,2020-06-10 23:38:03.086
20200608,30153,00000000-0000-0000-0000-000000000000,0CEC10B4-D598-40BC-B9C1-DB7DAA1898A1,F5837E32-4E47-4B2C-923F-5D700B827064,Unoccupied,6edf1e9c-3411-48be-bdd3-8f61b9f66366,2020-06-08 15:37:26.866
20200608,30153,00000000-0000-0000-0000-000000000000,BAD3C7E8-EA5D-4280-840A-25BCFAEAC93B,8575DE28-706A-4E4E-AFDE-291EEBF98227,Unoccupied,6edf1e9c-3411-48be-bdd3-8f61b9f66366,2020-06-08 15:37:26.866
20200609,48184,00000000-0000-0000-0000-000000000000,0ECD1EE4-7E45-46F9-BB70-C6BA58BDFA13,98A09A24-2EFB-4739-AA74-BA4D5142FD78,Unoccupied,827fbab0-6b6e-4c20-84ca-85bb7f6f2535,2020-06-09 10:36:55.830
20200609,58980,00000000-0000-0000-0000-000000000000,0FE0CB75-E5A5-449F-8A4B-B6553D36161A,14523499-C675-4075-B521-2A81767AED07,Present,81b5808e-f9e5-4f1c-885e-9b0f7951e458,2020-06-09 07:36:59.996
20200609,4913,00000000-0000-0000-0000-000000000000,B90ED2F8-6000-49FF-A7E3-A5584F137EA3,CEAA6D34-05E2-46B2-AA39-9ACD8E63A8A0,Present,93b96005-85f3-4db6-8e81-fc0181e5d785,2020-06-09 22:38:06.150
20200608,33801,00000000-0000-0000-0000-000000000000,35AABF83-21F1-4C84-AB94-B8BD8874B0E8,447F2389-7887-4332-ABE5-E141D9FEFB9D,Unoccupied,e516ee34-5e4b-429b-b9ec-c53294a28823,2020-06-08 14:36:38.680
20200609,8580,00000000-0000-0000-0000-000000000000,371BC838-1D5C-40BD-81BC-C8FB79C06B34,459998CD-A99E-45D4-ADC3-13014CE36626,Present,4c56f0aa-b28c-4b5d-bd1a-18f12d5c5e27,2020-06-09 21:36:59.500
