Column1,2017FullCategory,2017FullSubcategory,2018,2019,2020,2021,2022,2017,2016,2015
Column2,Accessibility Directorate of Ontario (Total),,,,,,,,15,15
Column3,Advanced Education and Skills Development (Total),,,,,,,,9901,7683
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,,,,,,0,47,36
Column5,Attorney General (Total),,1742,1787,1942,1682,1675,1937,1859,1782
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,,,,,,,0,0
Column7,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17842,15789,11298,10550
Column8,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17842,15789,11298,4166
Column9,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17842,15789,11298,10550
Column10,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17842,15789,11298,4166
Column11,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17911,15789,11298,10550
Column12,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17911,15789,11298,4166
Column13,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17911,15789,11298,10550
Column14,"Children, Community and Social Services (Total)",,16300,16841,17104,17928,17911,15789,11298,4166
Column15,Citizenship and Immigration (Total),,,,,,,,102,103
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,,,,,,,122,44
Column17,Community Safety and Correctional Services (Total),,,,,,,,2687,2567
Column18,Education (Total),,28923,30424,31751,32659,32953,27567,26077,25194
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,,,,,,,860,1078
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,,,,,,,44,0
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2834,4243,5484,6209,6494,426,0,0
Column22,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1726,1232,1404
Column23,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1726,1232,804
Column24,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1726,701,1404
Column25,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1726,701,804
Column26,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1726,328,1404
Column27,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1726,328,804
Column28,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1300,1232,1404
Column29,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1300,1232,804
Column30,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1300,701,1404
Column31,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1300,701,804
Column32,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1300,328,1404
Column33,"Energy, Northern Development and Mines (Total)",,4117,5605,6584,7256,7640,1300,328,804
Column34,Executive Offices, Time-Limited Assistance,0,0,0,2,0,,,0
Column35,Executive Offices (Total),,37,34,32,40,40,45,36,36
Column36,Executive Offices (Total),,37,34,32,40,40,45,36,36
Column37,Finance, Ontario Municipal Partnership Fund,506,510,503,502,502,505,513,542
Column38,Finance, Power Supply Contract Costs,191,173,122,107,102,838,875,950
Column39,Finance (Total),,1540,1636,1520,4298,1675,2205,2436,2422
Column40,Government and Consumer Services (Total),,1650,1664,1550,1667,1888,716,602,567
Column41,Government and Consumer Services (Total),,1650,1664,1550,1667,743,716,602,567
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,248,352,160,310,590,8,0,0
Column43,Infrastructure (Total),,475,513,358,854,1544,97,213,229
Column44,International Trade (Total),,,,,,,,21,17
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",,,,,,,165,153
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,117,208,136,100,100,107,,78
Column47,Natural Resources and Forestry (Total),,726,713,677,656,673,729,818,791
Column48,Natural Resources and Forestry (Total),,726,713,677,656,673,622,723,791
Column49,Natural Resources and Forestry (Total),,726,713,677,656,573,729,818,791
Column50,Natural Resources and Forestry (Total),,726,713,677,656,573,729,723,791
