Date,Symbols,High,Low,Open,Close,Volume,Adj Close,Company_name
2019-07-23 00:00:00.000,"^DJI",27368.8105,27204.5801,27231.8594,27349.1895,250797407,27349.1895,"Dow Jones Industrial Average"
2019-07-22 00:00:00.000,"^DJI",27227.7695,27088.9004,27174.1797,27171.9004,216310000,27171.9004,"Dow Jones Industrial Average"
2019-07-19 00:00:00.000,"^DJI",27342.9609,27145.7793,27246.3809,27154.1992,287690000,27154.1992,"Dow Jones Industrial Average"
2019-07-18 00:00:00.000,"^DJI",27266.8105,27068.7891,27191.9805,27222.9707,216070000,27222.9707,"Dow Jones Industrial Average"
2019-07-17 00:00:00.000,"^DJI",27343.0605,27218.3809,27320.9102,27219.8496,193930000,27219.8496,"Dow Jones Industrial Average"
2019-07-16 00:00:00.000,"^DJI",27398.6797,27290.2402,27349.3203,27335.6309,226000000,27335.6309,"Dow Jones Industrial Average"
2019-07-15 00:00:00.000,"^DJI",27364.6895,27294.1699,27364.6895,27359.1602,199730000,27359.1602,"Dow Jones Industrial Average"
2019-07-12 00:00:00.000,"^DJI",27333.7891,27135.4492,27139.4902,27332.0293,248390000,27332.0293,"Dow Jones Industrial Average"
2019-07-11 00:00:00.000,"^DJI",27088.4492,26916.3203,26950.1602,27088.0801,252300000,27088.0801,"Dow Jones Industrial Average"
2019-07-10 00:00:00.000,"^DJI",26983.4492,26813.1094,26851.9609,26860.1992,207990000,26860.1992,"Dow Jones Industrial Average"
2019-07-09 00:00:00.000,"^DJI",26807.6992,26665.5703,26725.1191,26783.4902,218330000,26783.4902,"Dow Jones Industrial Average"
2019-07-08 00:00:00.000,"^DJI",26839.1406,26744.8691,26835.6406,26806.1406,214290000,26806.1406,"Dow Jones Industrial Average"
2019-07-05 00:00:00.000,"^DJI",26950.8105,26733.3301,26867.75,26922.1191,192170000,26922.1191,"Dow Jones Industrial Average"
2019-07-03 00:00:00.000,"^DJI",26966,26831.4395,26832.3203,26966,149840000,26966,"Dow Jones Industrial Average"
2019-07-02 00:00:00.000,"^DJI",26787.5605,26632.6504,26719.5293,26786.6797,219270000,26786.6797,"Dow Jones Industrial Average"
2019-07-01 00:00:00.000,"^DJI",26890.6406,26616.2109,26805.8594,26717.4297,267670000,26717.4297,"Dow Jones Industrial Average"
2019-06-28 00:00:00.000,"^DJI",26638.3496,26522.2695,26605.9297,26599.9609,499350000,26599.9609,"Dow Jones Industrial Average"
2019-06-27 00:00:00.000,"^DJI",26607.2402,26465.3203,26523.7207,26526.5801,246930000,26526.5801,"Dow Jones Industrial Average"
2019-06-26 00:00:00.000,"^DJI",26660.0391,26536.3301,26599.4199,26536.8203,274340000,26536.8203,"Dow Jones Industrial Average"
2019-06-25 00:00:00.000,"^DJI",26752.3105,26527.6602,26731.6094,26548.2207,282160000,26548.2207,"Dow Jones Industrial Average"
2019-06-24 00:00:00.000,"^DJI",26806.5195,26723.3691,26727.6094,26727.5391,232390000,26727.5391,"Dow Jones Industrial Average"
2019-06-21 00:00:00.000,"^DJI",26907.3691,26705.8691,26749.1191,26719.1309,485560000,26719.1309,"Dow Jones Industrial Average"
2019-06-20 00:00:00.000,"^DJI",26798.6309,26539.6895,26665.3809,26753.1699,278170000,26753.1699,"Dow Jones Industrial Average"
2019-06-19 00:00:00.000,"^DJI",26569.75,26415.0508,26490.1602,26504,240950000,26504,"Dow Jones Industrial Average"
2019-06-18 00:00:00.000,"^DJI",26527.1895,26227.7598,26228.8809,26465.5391,273490000,26465.5391,"Dow Jones Industrial Average"
2019-06-17 00:00:00.000,"^DJI",26165.7793,26049.8008,26108.5293,26112.5293,199500000,26112.5293,"Dow Jones Industrial Average"
2019-06-14 00:00:00.000,"^DJI",26162.2793,25988.0898,26076.3594,26089.6094,208020000,26089.6094,"Dow Jones Industrial Average"
2019-06-13 00:00:00.000,"^DJI",26146.9102,25995.7109,26036.9395,26106.7695,213400000,26106.7695,"Dow Jones Industrial Average"
2019-06-12 00:00:00.000,"^DJI",26082.0996,25958.6602,26040.3008,26004.8301,223690000,26004.8301,"Dow Jones Industrial Average"
2019-06-11 00:00:00.000,"^DJI",26248.6699,25998.8691,26180.5898,26048.5098,253490000,26048.5098,"Dow Jones Industrial Average"
2019-06-10 00:00:00.000,"^DJI",26210.6094,26054.3105,26090.2207,26062.6797,249280000,26062.6797,"Dow Jones Industrial Average"
2019-06-07 00:00:00.000,"^DJI",26072.75,25768.7207,25768.7207,25983.9395,263010000,25983.9395,"Dow Jones Industrial Average"
2019-06-06 00:00:00.000,"^DJI",25800.3008,25518.0508,25567.4492,25720.6602,248070000,25720.6602,"Dow Jones Industrial Average"
2019-06-05 00:00:00.000,"^DJI",25544.6602,25373.5801,25451,25539.5703,262660000,25539.5703,"Dow Jones Industrial Average"
2019-06-04 00:00:00.000,"^DJI",25343.7695,24962.8203,24962.8203,25332.1797,281690000,25332.1797,"Dow Jones Industrial Average"
2019-06-03 00:00:00.000,"^DJI",24935.2109,24680.5703,24830.1602,24819.7793,328240000,24819.7793,"Dow Jones Industrial Average"
2019-05-31 00:00:00.000,"^DJI",25046.3105,24809.5098,25046.3105,24815.0391,292230000,24815.0391,"Dow Jones Industrial Average"
2019-05-30 00:00:00.000,"^DJI",25218.5391,25066.75,25139.9395,25169.8809,215240000,25169.8809,"Dow Jones Industrial Average"
2019-05-29 00:00:00.000,"^DJI",25231.4609,24938.2402,25231.4609,25126.4102,298930000,25126.4102,"Dow Jones Industrial Average"
2019-05-28 00:00:00.000,"^DJI",25717.6309,25342.2793,25616.5508,25347.7695,358980000,25347.7695,"Dow Jones Industrial Average"
2019-05-24 00:00:00.000,"^DJI",25670.8105,25496.1992,25551.0703,25585.6895,201370000,25585.6895,"Dow Jones Industrial Average"
2019-05-23 00:00:00.000,"^DJI",25657.9902,25328.0898,25657.9902,25490.4707,316940000,25490.4707,"Dow Jones Industrial Average"
2019-05-22 00:00:00.000,"^DJI",25878.2109,25755.1094,25818.4609,25776.6094,241760000,25776.6094,"Dow Jones Industrial Average"
2019-05-21 00:00:00.000,"^DJI",25898.2695,25779.6094,25782.3398,25877.3301,260870000,25877.3301,"Dow Jones Industrial Average"
2019-05-20 00:00:00.000,"^DJI",25751.7109,25560.5508,25655.3105,25679.9004,279560000,25679.9004,"Dow Jones Industrial Average"
