ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,valor_vendas
477,20191228,20200109,20200104,11245,"SO51178",4.99
477,20191228,20200109,20200104,16313,"SO51180",4.99
477,20191229,20200110,20200105,12390,"SO51191",4.99
477,20191229,20200110,20200105,18906,"SO51196",4.99
477,20191229,20200110,20200105,11448,"SO51197",4.99
477,20191229,20200110,20200105,11006,"SO51198",4.99
477,20191229,20200110,20200105,21440,"SO51199",4.99
477,20191230,20200111,20200106,18208,"SO51203",4.99
477,20191230,20200111,20200106,11240,"SO51205",4.99
477,20191230,20200111,20200106,11400,"SO51206",4.99
477,20191230,20200111,20200106,11338,"SO51207",4.99
477,20191230,20200111,20200106,19765,"SO51214",4.99
477,20191230,20200111,20200106,11117,"SO51216",4.99
477,20191230,20200111,20200106,26826,"SO51223",4.99
477,20191231,20200112,20200107,11402,"SO51228",4.99
477,20191231,20200112,20200107,11292,"SO51230",4.99
477,20191231,20200112,20200107,11061,"SO51237",4.99
477,20191231,20200112,20200107,25625,"SO51246",4.99
477,20200101,20200113,20200108,11249,"SO51247",4.99
477,20200101,20200113,20200108,11334,"SO51249",4.99
477,20200101,20200113,20200108,19360,"SO51250",4.99
477,20200101,20200113,20200108,11433,"SO51259",4.99
477,20200101,20200113,20200108,25618,"SO51260",4.99
477,20200102,20200114,20200109,11340,"SO51262",4.99
477,20200102,20200114,20200109,11456,"SO51267",4.99
477,20200103,20200115,20200110,11008,"SO51282",4.99
477,20200104,20200116,20200111,11447,"SO51291",4.99
477,20200104,20200116,20200111,27949,"SO51298",4.99
477,20200105,20200117,20200112,11336,"SO51307",4.99
477,20200105,20200117,20200112,18958,"SO51308",4.99
477,20200105,20200117,20200112,15553,"SO51309",4.99
477,20200105,20200117,20200112,28207,"SO51312",4.99
477,20200105,20200117,20200112,26666,"SO51314",4.99
477,20200105,20200117,20200112,11003,"SO51315",4.99
477,20200105,20200117,20200112,26994,"SO51317",4.99
477,20200105,20200117,20200112,22432,"SO51318",4.99
477,20200105,20200117,20200112,28758,"SO51319",4.99
477,20200106,20200118,20200113,27745,"SO51327",4.99
477,20200106,20200118,20200113,26312,"SO51329",4.99
477,20200107,20200119,20200114,12462,"SO51339",4.99
477,20200107,20200119,20200114,11439,"SO51343",4.99
477,20200107,20200119,20200114,11267,"SO51345",4.99
477,20200107,20200119,20200114,19393,"SO51356",4.99
477,20200108,20200120,20200115,18240,"SO51359",4.99
477,20200108,20200120,20200115,11388,"SO51360",4.99
477,20200108,20200120,20200115,15557,"SO51363",4.99
477,20200108,20200120,20200115,24434,"SO51369",4.99
477,20200108,20200120,20200115,24417,"SO51370",4.99
477,20200108,20200120,20200115,22259,"SO51371",4.99
477,20200109,20200121,20200116,11103,"SO51384",4.99
477,20200109,20200121,20200116,11942,"SO51387",4.99
477,20200110,20200122,20200117,16388,"SO51392",4.99
477,20200110,20200122,20200117,21469,"SO51404",4.99
477,20200111,20200123,20200118,11239,"SO51411",4.99
477,20200111,20200123,20200118,11281,"SO51417",4.99
477,20200111,20200123,20200118,26658,"SO51418",4.99
477,20200112,20200124,20200119,11063,"SO51431",4.99
477,20200112,20200124,20200119,24413,"SO51435",4.99
477,20200112,20200124,20200119,21488,"SO51437",4.99
477,20200112,20200124,20200119,21017,"SO51439",4.99
477,20200113,20200125,20200120,22254,"SO51452",4.99
477,20200113,20200125,20200120,14198,"SO51454",4.99
477,20200115,20200127,20200122,16805,"SO51467",4.99
477,20200115,20200127,20200122,18907,"SO51473",4.99
477,20200115,20200127,20200122,22436,"SO51475",4.99
477,20200116,20200128,20200123,18213,"SO51478",4.99
477,20200116,20200128,20200123,16687,"SO51479",4.99
477,20200116,20200128,20200123,15555,"SO51487",4.99
477,20200116,20200128,20200123,20036,"SO51488",4.99
477,20200116,20200128,20200123,11001,"SO51493",4.99
477,20200116,20200128,20200123,21014,"SO51500",4.99
477,20200117,20200129,20200124,19475,"SO51502",4.99
477,20200117,20200129,20200124,22393,"SO51509",4.99
477,20200118,20200130,20200125,11403,"SO51512",4.99
477,20200118,20200130,20200125,20039,"SO51517",4.99
477,20200118,20200130,20200125,16132,"SO51518",4.99
477,20200118,20200130,20200125,24427,"SO51523",4.99
477,20200118,20200130,20200125,21470,"SO51524",4.99
477,20200119,20200131,20200126,18222,"SO51529",4.99
477,20200119,20200131,20200126,11337,"SO51531",4.99
477,20200120,20200201,20200127,18210,"SO51543",4.99
477,20200120,20200201,20200127,26381,"SO51546",4.99
477,20200120,20200201,20200127,19424,"SO51548",4.99
477,20200120,20200201,20200127,21858,"SO51549",4.99
477,20200120,20200201,20200127,13058,"SO51551",4.99
477,20200120,20200201,20200127,11266,"SO51554",4.99
477,20200120,20200201,20200127,11037,"SO51555",4.99
477,20200120,20200201,20200127,25085,"SO51565",4.99
477,20200120,20200201,20200127,24414,"SO51566",4.99
