ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
12,1,"byetta insulin music diagram so","","",True,57,2022-08-16 11:20:49.863,2020-11-26 02:08:10.366,0,False,False,,0,,,False,"23a8fbe3-8c3f-4417-b8b8-33486b525c9d",""
15,1,"DateTableTemplate_3fc50a70-4e4f-4929-96d3-349bccd55f01","","",True,59,2022-08-16 11:20:49.863,2020-11-26 02:08:08.906,2,False,True,,0,,,False,"4baefb9e-0adc-4826-9c17-e9a734351987",""
660,1,"Transformed Table","","",False,906,2022-08-16 11:20:49.863,2020-11-28 02:44:36.590,0,False,False,,0,,,False,"f0355bce-0a22-45ec-80cd-07994a9b5641",""
2892,1,"DateBy","","",False,2898,2022-08-16 11:20:49.863,2020-11-26 07:20:47.136,2,False,False,,0,,,False,"95f19b46-5295-436b-9c32-ab035dab2834",""
5849,1,"Drug","","",False,5861,2022-08-16 11:20:49.863,2020-11-26 02:36:43.030,0,False,False,,0,,,False,"8e72e6bb-c749-4f3d-8707-13ff9ba1abf5",""
5948,1,"Byetta Table (2)","","",False,6016,2022-08-16 11:20:49.863,2020-11-26 09:38:07.593,0,False,False,,0,,,False,"ae4856c2-91ad-4d1a-aaea-e84d4cebd21f",""
6094,1,"InsulinTable (2)","","",False,6176,2022-08-16 11:20:49.863,2020-11-26 03:06:30.613,0,False,False,,0,,,False,"f0652b04-7b89-4100-a60a-ed13f51888c9",""
7562,1,"DateIn","","",False,7568,2022-08-16 11:20:49.863,2020-11-26 02:45:04.926,2,False,False,,0,,,False,"ac245cce-6505-4689-a86e-4094343a95f1",""
7662,1,"LocalDateTable_4f686a4f-667b-4794-9dd7-79428ce60c96","","",True,7723,2022-08-16 11:20:49.863,2020-11-26 02:45:05.003,2,True,False,,0,,,False,"8576877a-1bbf-42a4-ad9f-c37079e4cc4b",""
9306,1,"Patient Profiles","","",False,9318,2022-08-16 11:20:49.863,2020-11-26 04:14:07.786,0,False,False,,0,,,False,"1136c71d-9512-4a2f-a0d9-416920a89fde",""
9338,1,"History Profiles","","",False,9358,2022-08-16 11:20:49.863,2020-11-26 04:14:07.846,0,False,False,,0,,,False,"9c03a3ec-c8fc-4aee-96db-e1575493411f",""
9633,1,"Key Measures","","",False,9641,2022-08-16 11:20:49.863,2020-11-28 13:31:27.030,0,False,False,,0,,,False,"b5af2030-eb1c-40e4-8e3f-b1372758046b",""
9846,1,"LocalDateTable_786b5994-9332-41d7-9450-8a2aa391e662","","",True,9898,2022-08-16 11:20:49.863,2020-11-26 07:20:47.276,2,True,False,,0,,,False,"3384ded6-1dab-49e0-a2b3-5863b9601de9",""
10406,1,"Calendar","","",False,10412,2022-08-16 11:20:49.863,2020-11-26 07:22:55.093,2,False,False,,0,,,False,"41d927b6-c982-48cf-a16d-790873e0ff6f",""
10513,1,"LocalDateTable_2c350091-7757-4c52-baa0-17b50fc90fd0","","",True,10576,2022-08-16 11:20:49.863,2020-11-26 07:22:55.196,2,True,False,,0,,,False,"1e5b7c05-529f-429a-8e5e-cfc66cb1c189",""
12048,1,"CoAdmin Logic Table","","",False,12054,2022-08-16 11:20:49.863,2020-11-28 04:10:00.750,2,False,False,,0,,,False,"e558429a-9dc5-45d3-8ca5-885063d5f465",""
24734,1,"LocalDateTable_652517d9-5c78-438f-8d69-e4fae0e1c8f3","","",True,24782,2022-08-16 11:20:49.863,2020-11-28 02:50:08.003,2,True,False,,0,,,False,"c05444b8-13f4-4bf9-9caa-a4b79a31debd",""
28395,1,"LocalDateTable_fcdfc851-0626-4555-89dc-fb66551c9d71","","",True,28489,2022-08-16 11:20:49.863,2020-11-28 04:32:01.576,2,True,False,,0,,,False,"ec0dc69d-2589-42a8-adb1-016a73a4cfb0",""
28398,1,"LocalDateTable_b8934260-9e44-4bea-9d80-d7f5f2a06f2a","","",True,28491,2022-08-16 11:20:49.863,2020-11-28 04:32:01.576,2,True,False,,0,,,False,"7dd34ba8-a745-4bf2-b019-70b7e43f4fd1",""
37886,1,"CoAdmin Logic_Table 2","","",False,37892,2022-08-16 11:20:49.863,2020-11-28 09:34:11.726,2,False,False,,0,,,False,"40397034-8d49-4784-9a97-43d00338100d",""
38326,1,"LocalDateTable_d08ff4f1-5731-444a-ac25-b83737396147","","",True,38432,2022-08-16 11:20:49.863,2020-11-28 09:34:11.870,2,True,False,,0,,,False,"f8db4e0f-b415-4e8c-bc5a-b44d7d6d28a0",""
38329,1,"LocalDateTable_6b09302e-e154-4644-9ba7-6f379175b67a","","",True,38434,2022-08-16 11:20:49.863,2020-11-28 09:34:11.870,2,True,False,,0,,,False,"5766f8a7-dc55-4bd7-8408-59f9e5ec4022",""
