ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
7665,1,"29514bce-5544-4570-b8ee-622249dbaa2d",True,1,1,2,False,7562,7613,2,7662,7666,1,1,7760,,2020-11-28 04:38:42.756,2020-11-28 04:38:42.756,1
8158,1,"79eafab2-175b-4331-8966-84cc4e595239",True,1,1,1,False,6094,6103,2,7562,7613,1,1,8159,,2020-11-28 04:38:42.736,2020-11-28 04:38:42.736,1
9472,1,"a0fb6428-18a8-4dd3-94f7-02aa0d6ff05c",True,1,1,1,False,6094,6102,2,9306,9309,1,1,9473,,2020-11-26 04:14:46.453,2020-11-26 04:14:46.453,1
9489,1,"c2312256-a9ab-4009-97a0-e527e079495d",True,1,1,1,False,5948,5956,2,9306,9309,1,1,9490,,2020-11-26 04:15:18.333,2020-11-26 04:15:18.333,1
9506,1,"14731264-dec6-44c6-94b0-860467e0272c",True,1,1,1,False,9306,9310,2,9338,9342,1,1,9507,,2020-11-26 04:15:29.570,2020-11-26 04:15:29.570,1
9849,1,"ef3b3a20-c132-4da7-94e6-70a64283a4d0",True,1,1,2,False,2892,2943,2,9846,9851,1,1,9935,,2020-11-28 04:38:42.740,2020-11-28 04:38:42.740,1
9850,1,"9104dc33-e0bb-4e35-adf0-44dc8a0ceb2e",True,1,1,1,False,5948,5957,2,2892,2943,1,1,9937,,2020-11-28 04:38:42.676,2020-11-28 04:38:42.676,1
10516,1,"47783a16-b9c4-485f-9ea3-1d7943117d42",True,1,1,2,False,10406,10457,2,10513,10517,1,1,10613,,2020-11-28 04:38:42.710,2020-11-28 04:38:42.710,1
11035,1,"a8f3383b-cb22-4325-b08d-c3057f563c64",True,1,1,1,False,660,668,2,10406,10457,1,1,11036,,2020-11-28 04:38:42.696,2020-11-28 04:38:42.696,1
11055,1,"94265e31-8a9b-4a4a-b546-19237ed1e7b5",True,1,1,1,False,660,676,2,5849,5852,1,1,11056,,2020-11-26 08:29:16.523,2020-11-26 08:29:16.523,1
24737,1,"9ce50a52-53dd-4409-92e5-305e0b5c1c53",True,1,1,2,False,660,24702,2,24734,24738,1,1,24819,,2020-11-28 04:36:50.396,2020-11-28 04:37:30.253,1
28401,1,"16c3a878-5e88-4a9d-9881-d9c68fe2bc2b",True,1,1,2,False,12048,25494,2,28395,28403,1,1,28563,,2020-11-28 04:36:50.450,2020-11-28 04:37:30.360,1
28402,1,"dbd39405-4808-4210-8b66-1c2704d1fe8b",True,1,1,2,False,12048,25504,2,28398,28410,1,1,28565,,2020-11-28 04:36:50.396,2020-11-28 04:37:30.273,1
38332,1,"0940f659-e8ae-4e95-b1e0-c1c97a542fcc",True,1,1,2,False,37886,37937,2,38326,38334,1,1,38506,,2020-11-28 09:34:12.093,2020-11-28 09:34:12.093,1
38333,1,"2b16df3a-8157-46a0-8086-6393ec8caf79",True,1,1,2,False,37886,38294,2,38329,38341,1,1,38508,,2020-11-28 09:34:12.086,2020-11-28 09:34:12.086,1
