ID,ModelID,Name,DataCategory,Description,IsHidden,TableStorageID,ModifiedTime,StructureModifiedTime,SystemFlags,ShowAsVariationsOnly,IsPrivate,DefaultDetailRowsDefinitionID,AlternateSourcePrecedence,RefreshPolicyID,CalculationGroupID,ExcludeFromModelRefresh,LineageTag,SourceLineageTag
12,1,"Competitions","","",False,58,2021-10-02 18:22:11.523,2021-10-10 11:39:36.396,0,False,False,,0,,,False,"82f6c3ef-7a06-48ed-ad28-3e95fdd89d40",""
15,1,"DateTableTemplate_1ec96927-c476-480a-b3bc-b720146f5f46","","",True,60,2021-10-02 18:22:11.523,2021-10-02 18:22:07.956,2,False,True,,0,,,False,"79e683fe-d73f-480d-88a5-a5e955a48d85",""
114,1,"LocalDateTable_54e8db30-126e-4feb-8232-eb91f0426d30","","",True,700,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,2,True,False,,0,,,False,"a3f779cb-b648-46ed-9c8b-301eb0dffa0b",""
117,1,"Disqualification","","",False,702,2021-10-02 18:22:11.496,2021-10-06 18:48:02.300,0,False,False,,0,,,False,"e5e97f84-dd69-4ddb-8bcc-5d6ccf939270",""
120,1,"Sponsors","","",False,704,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,0,False,False,,0,,,False,"87bbbc20-dcb3-4c0f-89c9-96c4986d6cee",""
123,1,"SponsPayments","","",False,706,2021-10-02 18:22:11.496,2021-10-06 17:06:06.516,0,False,False,,0,,,False,"81188950-3eb4-4683-8a9a-f18d9b82fb4c",""
126,1,"LocalDateTable_5cb9980c-16d7-4c43-b029-9f72a62e4e88","","",True,708,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,2,True,False,,0,,,False,"8fcf5be7-e259-4ae8-9b4c-7e6a132f67c3",""
129,1,"Styles","","",False,710,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,0,False,False,,0,,,False,"4d39420b-cbe1-4942-960f-2695ff18e3e9",""
132,1,"Swimmer","","",False,712,2021-10-02 18:22:11.496,2021-10-06 19:37:37.920,0,False,False,,0,,,False,"c30a0c68-d286-42e2-b213-479660dc2710",""
135,1,"LocalDateTable_c1a90362-08d9-46b1-af2f-bfffdd113270","","",True,714,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,2,True,False,,0,,,False,"582e98a9-a332-4df0-9e9a-2536da0ecbe7",""
138,1,"LocalDateTable_1a785cbd-eb81-47b7-bee1-56602c8df327","","",True,716,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,2,True,False,,0,,,False,"68c727d4-e3d3-4415-9ed1-1306f02aee42",""
141,1,"SwimPools","","",False,718,2021-10-02 18:22:11.496,2021-10-10 09:25:38.290,0,False,False,,0,,,False,"c3f6db48-bc56-4901-982d-471bcb5dd6b4",""
144,1,"Trainer","","",False,720,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,0,False,False,,0,,,False,"479c44fd-7289-41b1-8ef4-1a123923cbff",""
147,1,"LocalDateTable_0173e25a-2943-42b0-b2a2-b3ce3f4d6d9d","","",True,722,2021-10-02 18:22:11.496,2021-10-02 18:22:11.496,2,True,False,,0,,,False,"958b0948-13ee-4ef5-8b69-063033c1fe5c",""
