Overall Outcome Performance,Attribute,Value
0.660157,"Efficiency",0.99418002367019653
0.655149,"Efficiency",0.99418002367019653
0.658428,"Efficiency",0.99418002367019653
0.65998,"Efficiency",0.99418002367019653
0.650121,"Efficiency",0.99418002367019653
0.655295,"Efficiency",0.99418002367019653
0.656462,"Efficiency",0.99418002367019653
0.661838,"Efficiency",0.99418002367019653
0.652966,"Efficiency",0.99418002367019653
0.642349,"Efficiency",0.99418002367019653
0.655666,"Efficiency",0.99418002367019653
0.654646,"Efficiency",0.99418002367019653
0.654264,"Efficiency",0.99418002367019653
0.651347,"Efficiency",0.99418002367019653
0.645,"Efficiency",0.99418002367019653
0.65184,"Efficiency",0.99418002367019653
0.662833,"Efficiency",0.99418002367019653
0.648793,"Efficiency",0.99418002367019653
0.650186,"Efficiency",0.99418002367019653
0.652431,"Efficiency",0.99418002367019653
0.657737,"Efficiency",0.99418002367019653
0.649376,"Efficiency",0.99418002367019653
0.655372,"Efficiency",0.99418002367019653
0.651426,"Efficiency",0.99418002367019653
0.64774,"Efficiency",0.99418002367019653
0.654124,"Efficiency",0.99418002367019653
0.655809,"Efficiency",0.99418002367019653
0.643637,"Efficiency",0.99418002367019653
0.656215,"Efficiency",0.99418002367019653
0.673106,"Efficiency",0.99418002367019653
0.656379,"Efficiency",0.99418002367019653
0.666883,"Efficiency",0.99418002367019653
0.652708,"Efficiency",0.99418002367019653
0.660642,"Efficiency",0.99418002367019653
0.662302,"Efficiency",0.99418002367019653
0.659782,"Efficiency",0.99418002367019653
0.653753,"Efficiency",0.99418002367019653
0.662078,"Efficiency",0.99418002367019653
0.655847,"Efficiency",0.99418002367019653
0.664976,"Efficiency",0.99418002367019653
0.671701,"Efficiency",0.99418002367019653
0.649129,"Efficiency",0.99418002367019653
0.652556,"Efficiency",0.99418002367019653
0.674146,"Efficiency",0.99418002367019653
0.642073,"Efficiency",0.99418002367019653
0.640525,"Efficiency",0.99418002367019653
0.659325,"Efficiency",0.99418002367019653
0.652689,"Efficiency",0.99418002367019653
0.651829,"Efficiency",0.99418002367019653
0.658531,"Efficiency",0.99418002367019653
0.667977,"Efficiency",0.99418002367019653
0.659452,"Efficiency",0.99418002367019653
0.644455,"Efficiency",0.99418002367019653
0.666964,"Efficiency",0.99418002367019653
0.658528,"Efficiency",0.99418002367019653
0.64199,"Efficiency",0.99418002367019653
0.669907,"Efficiency",0.99418002367019653
0.651614,"Efficiency",0.99418002367019653
0.646316,"Efficiency",0.99418002367019653
0.651996,"Efficiency",0.99418002367019653
0.655474,"Efficiency",0.99418002367019653
0.658059,"Efficiency",0.99418002367019653
0.66335,"Efficiency",0.99418002367019653
0.662426,"Efficiency",0.99418002367019653
0.650492,"Efficiency",0.99418002367019653
0.670127,"Efficiency",0.99418002367019653
0.638306,"Efficiency",0.99418002367019653
0.653177,"Efficiency",0.99418002367019653
0.645128,"Efficiency",0.99418002367019653
0.657353,"Efficiency",1.0495500564575195
0.662957,"Efficiency",1.0424740314483643
0.656966,"Efficiency",0.93885898590087891
0.66718,"Efficiency",0.99024999141693115
0.660661,"Efficiency",0.99330401420593262
0.656336,"Efficiency",0.95031702518463135
0.663866,"Efficiency",0.858027994632721
0.669776,"Efficiency",1.0052399635314941
0.652376,"Efficiency",0.950655996799469
0.65502,"Efficiency",1.0720479488372803
0.663992,"Efficiency",0.97680497169494629
0.666248,"Efficiency",0.89649897813797
0.66054,"Efficiency",0.92610299587249756
0.65064,"Efficiency",0.95982599258422852
0.646589,"Efficiency",0.91508501768112183
0.652396,"Efficiency",0.99054598808288574
0.655339,"Efficiency",0.91629499197006226
0.67274,"Efficiency",0.93870598077774048
0.671778,"Efficiency",1.0044410228729248
0.670998,"Efficiency",0.92773598432540894
0.633201,"Efficiency",0.95892900228500366
0.670561,"Efficiency",0.96647298336029053
0.657195,"Efficiency",0.93925601243972778
0.666687,"Efficiency",0.96241497993469238
0.6638,"Efficiency",0.97480297088623047
0.656979,"Efficiency",1.0049140453338623
0.646581,"Efficiency",0.93496501445770264
0.663136,"Efficiency",0.89811599254608154
0.658679,"Efficiency",1.003743052482605
0.655291,"Efficiency",0.93957000970840454
0.667392,"Efficiency",1.0158909559249878
0.666404,"Efficiency",0.99171298742294312
0.651546,"Efficiency",0.93603301048278809
0.665883,"Efficiency",0.99751299619674683
0.660091,"Efficiency",0.96203500032424927
0.667091,"Efficiency",0.9898260235786438
0.673427,"Efficiency",0.98994302749633789
0.665629,"Efficiency",0.91085201501846313
0.65704,"Efficiency",1.0602689981460571
0.669294,"Efficiency",0.93425899744033813
0.672223,"Efficiency",1.0411770343780518
0.652736,"Efficiency",0.94710201025009155
0.654769,"Efficiency",1.0418790578842163
0.664735,"Efficiency",1.1809999942779541
0.665237,"Efficiency",1.0663180351257324
0.65697,"Efficiency",0.95575600862503052
0.661648,"Efficiency",1.0754859447479248
0.653012,"Efficiency",0.96780300140380859
0.667616,"Efficiency",0.986519992351532
0.668547,"Efficiency",0.99919402599334717
0.667866,"Efficiency",0.97556900978088379
0.671348,"Efficiency",0.86922097206115723
0.657423,"Efficiency",1.0153219699859619
0.664452,"Efficiency",0.9483870267868042
0.664488,"Efficiency",1.0135899782180786
0.655183,"Efficiency",0.87303298711776733
0.658633,"Efficiency",1.0350680351257324
0.671783,"Efficiency",1.1120649576187134
0.66218,"Efficiency",1.040166974067688
0.654722,"Efficiency",0.98095297813415527
0.658538,"Efficiency",1.0329140424728394
0.667406,"Efficiency",1.0331050157546997
0.652273,"Efficiency",0.95979201793670654
0.660271,"Efficiency",0.994612991809845
0.650475,"Efficiency",1.055063009262085
0.666202,"Efficiency",1.0239629745483398
0.664613,"Efficiency",1.0027049779891968
0.659006,"Efficiency",0.98387199640274048
0.646604,"Efficiency",0.97988498210906982
0.64451,"Efficiency",1.0003210306167603
0.658693,"Efficiency",0.98754000663757324
0.662958,"Efficiency",0.97114402055740356
0.66021,"Efficiency",0.88832598924636841
0.671088,"Efficiency",0.97770398855209351
0.662199,"Efficiency",0.97367197275161743
0.664405,"Efficiency",0.95589601993560791
0.65886,"Efficiency",0.804190993309021
0.671695,"Efficiency",1.0634709596633911
0.660703,"Efficiency",0.95875400304794312
0.65854,"Efficiency",0.98599302768707275
0.650759,"Efficiency",0.90264499187469482
0.693024,"Efficiency",1.0880429744720459
0.669294,"Efficiency",1.0467560291290283
0.657849,"Efficiency",0.86037397384643555
0.65274,"Efficiency",1.0311299562454224
0.657947,"Efficiency",1.0462100505828857
0.647172,"Efficiency",1.0361729860305786
0.66078,"Efficiency",1.0613089799880981
0.637078,"Efficiency",0.99164897203445435
0.656484,"Efficiency",1.0752309560775757
0.656904,"Efficiency",0.95562201738357544
0.684408,"Efficiency",0.85401302576065063
0.663728,"Efficiency",0.86941498517990112
0.631907,"Efficiency",1.0042890310287476
0.667063,"Efficiency",1.0708260536193848
0.65517,"Efficiency",1.0774040222167969
0.647637,"Efficiency",1.0134960412979126
0.660658,"Efficiency",0.98864102363586426
0.664098,"Efficiency",0.93953001499176025
0.662365,"Efficiency",1.0395139455795288
0.657519,"Efficiency",0.95196700096130371
0.677953,"Efficiency",1.0195280313491821
0.661286,"Efficiency",1.0631029605865479
0.640053,"Efficiency",0.88316601514816284
0.679473,"Efficiency",1.0453109741210937
0.66469,"Efficiency",1.1023490428924561
0.663436,"Efficiency",1.0414140224456787
0.661255,"Efficiency",1.0443350076675415
0.664254,"Efficiency",1.1396369934082031
0.659922,"Efficiency",0.97677701711654663
0.662296,"Efficiency",0.89400297403335571
0.658797,"Efficiency",0.92669099569320679
0.660947,"Efficiency",0.88897198438644409
0.662716,"Efficiency",0.97796398401260376
0.657127,"Efficiency",1.0530040264129639
0.661562,"Efficiency",0.989795982837677
0.656761,"Efficiency",0.99618697166442871
0.657305,"Efficiency",1.0238039493560791
0.657175,"Efficiency",0.943602979183197
0.665667,"Efficiency",1.0235079526901245
0.659033,"Efficiency",0.9464070200920105
0.662358,"Efficiency",1.0519920587539673
0.668184,"Efficiency",1.0637520551681519
0.640006,"Efficiency",1.0243090391159058
0.660113,"Efficiency",1.0161570310592651
0.664541,"Efficiency",1.0763989686965942
0.657333,"Efficiency",0.95982301235198975
0.673995,"Efficiency",1.0378149747848511
0.670006,"Efficiency",1.1681699752807617
0.678857,"Efficiency",1.0317510366439819
0.654061,"Efficiency",0.9316449761390686
0.674457,"Efficiency",1.1001759767532349
0.665853,"Efficiency",0.98481500148773193
0.662637,"Efficiency",0.97473698854446411
0.647361,"Efficiency",0.94985198974609375
0.651946,"Efficiency",0.91653400659561157
0.670637,"Efficiency",1.0906800031661987
0.645082,"Efficiency",1.0138950347900391
0.662817,"Efficiency",0.99568599462509155
0.659872,"Efficiency",0.98544299602508545
0.662104,"Efficiency",1.0488710403442383
0.662461,"Efficiency",1.0731910467147827
0.666539,"Efficiency",1.1098040342330933
0.664683,"Efficiency",1.134071946144104
0.66652,"Efficiency",0.99792897701263428
0.661972,"Efficiency",0.89338397979736328
0.664496,"Efficiency",0.95170801877975464
0.650736,"Efficiency",1.0911300182342529
0.659044,"Efficiency",1.0446109771728516
0.640619,"Efficiency",0.99021601676940918
0.672389,"Efficiency",0.910860002040863
0.66561,"Efficiency",0.98932301998138428
0.651554,"Efficiency",0.98861300945281982
0.671168,"Efficiency",1.0128159523010254
0.664743,"Efficiency",0.99111998081207275
0.658162,"Efficiency",1.015468955039978
0.642325,"Efficiency",0.96712601184844971
0.660111,"Efficiency",1.0389519929885864
0.64763,"Efficiency",1.0339469909667969
0.67267,"Efficiency",0.98561000823974609
0.662047,"Efficiency",0.9621880054473877
0.665151,"Efficiency",0.97576498985290527
0.672512,"Efficiency",1.004040002822876
0.64957,"Efficiency",0.96748298406600952
