%manager_id,GW,%player_id,field_position,points_multiplier,count_id
1174308,1,237,2,1,237
1174308,2,237,2,1,237
1174308,3,237,2,1,237
1174308,4,237,2,1,237
1174308,6,237,2,1,237
272984,1,237,2,1,237
272984,2,237,2,1,237
272984,3,237,2,1,237
272984,4,237,2,1,237
272984,6,237,2,1,237
272984,8,237,2,1,237
272984,11,237,2,1,237
272984,12,237,2,1,237
272984,13,237,2,1,237
272984,14,237,2,1,237
272984,15,237,2,1,237
272984,16,237,2,1,237
272984,17,237,2,1,237
272984,20,237,2,1,237
272984,21,237,2,1,237
272984,22,237,2,1,237
272984,23,237,2,1,237
272984,24,237,2,1,237
272984,25,237,2,1,237
272984,26,237,2,1,237
49759,15,237,2,1,237
49759,16,237,2,1,237
49759,18,237,2,1,237
49759,22,237,2,1,237
49759,23,237,2,1,237
49759,24,237,2,1,237
49759,26,237,2,1,237
2015160,1,237,2,1,237
2015160,2,237,2,1,237
2015160,3,237,2,1,237
2015160,6,237,2,1,237
1767909,1,237,2,1,237
1767909,2,237,2,1,237
1767909,3,237,2,1,237
1767909,4,237,2,1,237
1767909,6,237,2,1,237
3364390,1,237,2,1,237
3364390,2,237,2,1,237
3364390,3,237,2,1,237
3364390,4,237,2,1,237
3364390,6,237,2,1,237
3364390,9,237,2,1,237
3364390,10,237,2,1,237
3364390,11,237,2,1,237
3364390,16,237,2,1,237
3364390,17,237,2,1,237
3364390,18,237,2,1,237
3364390,20,237,2,1,237
3364390,21,237,2,1,237
3364390,25,237,2,1,237
125462,9,237,2,1,237
125462,10,237,2,1,237
125462,11,237,2,1,237
125462,12,237,2,1,237
125462,13,237,2,1,237
125462,14,237,2,1,237
125462,15,237,2,1,237
125462,16,237,2,1,237
125462,18,237,2,1,237
125462,20,237,2,1,237
125462,21,237,2,1,237
44922,1,237,2,1,237
44922,2,237,2,1,237
44922,3,237,2,1,237
44922,4,237,2,1,237
44922,12,237,2,1,237
44922,17,237,2,1,237
44922,20,237,2,1,237
44922,21,237,2,1,237
44922,22,237,2,1,237
44922,23,237,2,1,237
44922,24,237,2,1,237
44922,25,237,2,1,237
1777548,1,237,2,1,237
1777548,2,237,2,1,237
1777548,3,237,2,1,237
1777548,4,237,2,1,237
1777548,6,237,2,1,237
1777548,8,237,2,1,237
1777548,9,237,2,1,237
1777548,10,237,2,1,237
1777548,11,237,2,1,237
1777548,13,237,2,1,237
1777548,14,237,2,1,237
1777548,17,237,2,1,237
1777548,21,237,2,1,237
1777548,25,237,2,1,237
661771,1,237,2,1,237
661771,2,237,2,1,237
661771,3,237,2,1,237
661771,14,237,2,1,237
661771,26,237,2,1,237
3976053,1,237,2,1,237
3976053,2,237,2,1,237
3976053,3,237,2,1,237
3976053,4,237,2,1,237
3976053,6,237,2,1,237
3976053,8,237,2,1,237
3976053,10,237,2,1,237
3976053,11,237,2,1,237
3976053,13,237,2,1,237
3976053,15,237,2,1,237
3976053,16,237,2,1,237
3976053,17,237,2,1,237
3976053,21,237,2,1,237
3976053,23,237,2,1,237
631628,20,237,2,1,237
631628,21,237,2,1,237
631628,23,237,2,1,237
631628,24,237,2,1,237
631628,26,237,2,1,237
6097006,9,237,2,1,237
6097006,11,237,2,1,237
6097006,17,237,2,1,237
6097006,21,237,2,1,237
6097006,23,237,2,1,237
6097006,24,237,2,1,237
3598744,4,237,2,1,237
3598744,6,237,2,1,237
3598744,10,237,2,1,237
3598744,13,237,2,1,237
3598744,14,237,2,1,237
3598744,15,237,2,1,237
3598744,16,237,2,1,237
3598744,17,237,2,1,237
3598744,18,237,2,1,237
3598744,21,237,2,1,237
3598744,23,237,2,1,237
3598744,24,237,2,1,237
3598744,25,237,2,1,237
3598744,26,237,2,1,237
3142961,1,237,2,1,237
3142961,2,237,2,1,237
3142961,3,237,2,1,237
3142961,4,237,2,1,237
3142961,6,237,2,1,237
1818807,1,237,2,1,237
1818807,2,237,2,1,237
1818807,3,237,2,1,237
1818807,4,237,2,1,237
1818807,8,237,2,1,237
1818807,9,237,2,1,237
1818807,11,237,2,1,237
1818807,13,237,2,1,237
1818807,16,237,2,1,237
1818807,17,237,2,1,237
1818807,26,237,2,1,237
4329760,26,237,2,1,237
1174308,8,237,3,1,237
49759,6,237,3,1,237
49759,25,237,3,1,237
2015160,23,237,3,1,237
2015160,24,237,3,1,237
2015160,26,237,3,1,237
1767909,9,237,3,1,237
1767909,10,237,3,1,237
1767909,11,237,3,1,237
1767909,14,237,3,1,237
1767909,16,237,3,1,237
1767909,20,237,3,1,237
1767909,22,237,3,1,237
1767909,23,237,3,1,237
1767909,24,237,3,1,237
3364390,8,237,3,1,237
3364390,12,237,3,1,237
3364390,13,237,3,1,237
3364390,14,237,3,1,237
3364390,15,237,3,1,237
125462,1,237,3,1,237
125462,2,237,3,1,237
125462,3,237,3,1,237
125462,4,237,3,1,237
125462,6,237,3,1,237
125462,17,237,3,1,237
125462,22,237,3,1,237
125462,23,237,3,1,237
125462,24,237,3,1,237
125462,25,237,3,1,237
125462,26,237,3,1,237
1777548,26,237,3,1,237
661771,13,237,3,1,237
661771,15,237,3,1,237
661771,16,237,3,1,237
661771,17,237,3,1,237
661771,20,237,3,1,237
661771,21,237,3,1,237
661771,22,237,3,1,237
661771,23,237,3,1,237
661771,24,237,3,1,237
661771,25,237,3,1,237
3976053,20,237,3,1,237
3976053,22,237,3,1,237
3976053,24,237,3,1,237
3976053,25,237,3,1,237
3976053,26,237,3,1,237
631628,13,237,3,1,237
631628,14,237,3,1,237
631628,15,237,3,1,237
631628,16,237,3,1,237
631628,17,237,3,1,237
631628,18,237,3,1,237
631628,25,237,3,1,237
6097006,10,237,3,1,237
6097006,14,237,3,1,237
6097006,18,237,3,1,237
3598744,1,237,3,1,237
3598744,2,237,3,1,237
3598744,3,237,3,1,237
3598744,5,237,3,1,237
3598744,20,237,3,1,237
3142961,22,237,3,1,237
3142961,25,237,3,1,237
3142961,26,237,3,1,237
1818807,6,237,3,1,237
1818807,12,237,3,1,237
1818807,14,237,3,1,237
1818807,15,237,3,1,237
1818807,18,237,3,1,237
1818807,20,237,3,1,237
1818807,21,237,3,1,237
1818807,23,237,3,1,237
1818807,24,237,3,1,237
1818807,25,237,3,1,237
5383714,24,237,3,1,237
4329760,17,237,3,1,237
4329760,20,237,3,1,237
4329760,21,237,3,1,237
4329760,22,237,3,1,237
4329760,23,237,3,1,237
4329760,25,237,3,1,237
1174308,9,237,4,1,237
1174308,10,237,4,1,237
1174308,11,237,4,1,237
1174308,12,237,4,1,237
1174308,13,237,4,1,237
1174308,14,237,4,1,237
1174308,16,237,4,1,237
1174308,17,237,4,1,237
1174308,18,237,4,1,237
1174308,20,237,4,1,237
1174308,21,237,4,1,237
1174308,22,237,4,1,237
1174308,23,237,4,1,237
1174308,24,237,4,1,237
1174308,25,237,4,1,237
1174308,26,237,4,1,237
272984,18,237,4,1,237
49759,1,237,4,1,237
49759,2,237,4,1,237
49759,3,237,4,1,237
49759,4,237,4,1,237
49759,8,237,4,1,237
49759,9,237,4,1,237
49759,10,237,4,1,237
49759,11,237,4,1,237
49759,12,237,4,1,237
49759,14,237,4,1,237
49759,17,237,4,1,237
49759,21,237,4,1,237
2015160,4,237,4,1,237
2015160,17,237,4,1,237
2015160,18,237,4,1,237
2015160,21,237,4,1,237
2015160,22,237,4,1,237
2015160,25,237,4,1,237
1767909,8,237,4,1,237
1767909,17,237,4,1,237
1767909,25,237,4,1,237
1767909,26,237,4,1,237
3364390,22,237,4,1,237
3364390,23,237,4,1,237
3364390,24,237,4,1,237
3364390,26,237,4,1,237
44922,13,237,4,1,237
44922,14,237,4,1,237
44922,15,237,4,1,237
44922,16,237,4,1,237
44922,18,237,4,1,237
1777548,18,237,4,1,237
1777548,22,237,4,1,237
1777548,23,237,4,1,237
1777548,24,237,4,1,237
661771,18,237,4,1,237
3976053,9,237,4,1,237
3976053,12,237,4,1,237
3976053,14,237,4,1,237
3976053,18,237,4,1,237
631628,1,237,4,1,237
631628,2,237,4,1,237
631628,3,237,4,1,237
6097006,6,237,4,1,237
6097006,8,237,4,1,237
6097006,13,237,4,1,237
6097006,22,237,4,1,237
6097006,25,237,4,1,237
3598744,11,237,4,1,237
3598744,12,237,4,1,237
3142961,14,237,4,1,237
3142961,16,237,4,1,237
3142961,17,237,4,1,237
3142961,21,237,4,1,237
3142961,23,237,4,1,237
3142961,24,237,4,1,237
3142961,27,237,4,1,237
5383714,23,237,4,1,237
5383714,25,237,4,1,237
5383714,26,237,4,1,237
4329760,24,237,4,1,237
1174308,15,237,5,1,237
272984,9,237,5,1,237
272984,10,237,5,1,237
49759,13,237,5,1,237
49759,20,237,5,1,237
2015160,15,237,5,1,237
2015160,16,237,5,1,237
2015160,20,237,5,1,237
1767909,12,237,5,1,237
1767909,13,237,5,1,237
1767909,15,237,5,1,237
1767909,18,237,5,1,237
1767909,21,237,5,1,237
44922,6,237,6,1,237
1777548,12,237,5,1,237
1777548,15,237,5,1,237
1777548,16,237,5,1,237
1777548,20,237,5,1,237
6097006,12,237,5,1,237
6097006,15,237,5,1,237
6097006,16,237,5,1,237
6097006,20,237,5,1,237
3142961,12,237,5,1,237
3142961,13,237,5,1,237
3142961,15,237,5,1,237
3142961,18,237,5,1,237
3142961,20,237,5,1,237
4329760,16,237,6,1,237
4329760,18,237,5,1,237
49759,1,413,9,1,413
49759,2,413,9,1,413
49759,3,413,9,1,413
49759,4,413,9,1,413
2015160,1,413,9,1,413
2015160,2,413,9,1,413
2015160,8,413,9,1,413
2015160,9,413,9,1,413
2015160,25,413,9,1,413
3364390,8,413,9,1,413
3364390,9,413,9,1,413
3364390,21,413,9,1,413
3364390,22,413,9,1,413
3364390,23,413,9,1,413
3364390,24,413,9,1,413
125462,22,413,9,1,413
125462,23,413,9,1,413
125462,26,413,9,1,413
44922,2,413,9,1,413
631628,6,413,9,1,413
631628,7,413,9,1,413
631628,8,413,9,1,413
631628,9,413,9,1,413
631628,10,413,9,1,413
631628,11,413,9,1,413
631628,23,413,9,1,413
631628,25,413,9,1,413
3598744,13,413,9,1,413
3598744,21,413,9,1,413
3142961,8,413,9,1,413
3142961,9,413,9,1,413
3142961,10,413,9,1,413
1818807,2,413,9,1,413
5383714,6,413,9,1,413
5383714,12,413,9,1,413
5383714,24,413,9,1,413
3060005,2,413,9,1,413
3060005,8,413,9,1,413
1174308,1,413,11,1,413
1174308,2,413,11,1,413
1174308,4,413,11,1,413
1174308,6,413,11,1,413
1174308,7,413,11,1,413
1174308,8,413,11,1,413
1174308,10,413,11,1,413
1174308,20,413,11,1,413
1174308,22,413,11,1,413
272984,1,413,11,1,413
272984,6,413,11,1,413
272984,7,413,11,1,413
272984,9,413,11,1,413
272984,10,413,11,1,413
272984,15,413,11,1,413
272984,17,413,11,1,413
49759,6,413,11,1,413
49759,13,413,11,1,413
2015160,7,413,11,1,413
2015160,16,413,11,1,413
2015160,17,413,11,1,413
2015160,21,413,11,1,413
2015160,24,413,11,1,413
1767909,7,413,11,1,413
1767909,8,413,11,1,413
1767909,12,413,11,1,413
1767909,13,413,11,1,413
1767909,15,413,11,1,413
1767909,16,413,11,1,413
1767909,17,413,11,1,413
1767909,21,413,11,1,413
1767909,22,413,11,1,413
1767909,23,413,11,1,413
1767909,24,413,11,1,413
3364390,1,413,11,1,413
3364390,2,413,11,1,413
3364390,4,413,11,1,413
3364390,6,413,11,1,413
3364390,7,413,11,1,413
3364390,17,413,11,1,413
3364390,20,413,11,1,413
3364390,25,413,11,1,413
125462,1,413,11,1,413
125462,2,413,11,1,413
125462,3,413,11,1,413
125462,4,413,11,1,413
125462,8,413,11,1,413
125462,17,413,11,1,413
125462,19,413,11,1,413
125462,20,413,11,1,413
125462,21,413,11,1,413
44922,1,413,11,1,413
44922,6,413,11,1,413
44922,12,413,11,1,413
44922,16,413,11,1,413
44922,24,413,11,1,413
1777548,1,413,11,1,413
1777548,2,413,11,1,413
1777548,4,413,11,1,413
1777548,6,413,11,1,413
1777548,7,413,11,1,413
1777548,8,413,11,1,413
1777548,9,413,11,1,413
1777548,10,413,11,1,413
1777548,11,413,11,1,413
1777548,12,413,11,1,413
1777548,13,413,11,1,413
1777548,14,413,11,1,413
1777548,16,413,11,1,413
1777548,18,413,11,1,413
3976053,10,413,11,1,413
631628,4,413,11,1,413
631628,12,413,11,1,413
631628,14,413,11,1,413
6097006,4,413,11,1,413
6097006,8,413,11,1,413
6097006,21,413,11,1,413
6097006,22,413,11,1,413
3598744,2,413,11,1,413
3598744,3,413,11,1,413
3598744,4,413,11,1,413
3598744,12,413,11,1,413
3598744,15,413,11,1,413
3598744,19,413,11,1,413
3598744,24,413,11,1,413
3142961,12,413,11,1,413
5383714,17,413,11,1,413
5383714,23,413,11,1,413
5383714,25,413,11,1,413
3060005,1,413,11,1,413
3060005,4,413,11,1,413
3060005,20,413,11,1,413
2538292,7,413,11,1,413
2538292,8,413,11,1,413
2538292,9,413,11,1,413
2538292,10,413,11,1,413
2538292,11,413,11,1,413
2538292,12,413,11,1,413
2538292,13,413,11,1,413
2538292,16,413,11,1,413
2538292,17,413,11,1,413
2538292,18,413,11,1,413
4329760,4,413,11,1,413
4329760,10,413,11,1,413
1174308,21,413,10,1,413
272984,4,413,10,1,413
272984,8,413,10,1,413
272984,11,413,10,1,413
272984,12,413,10,1,413
272984,14,413,10,1,413
272984,16,413,10,1,413
49759,7,413,10,1,413
49759,8,413,10,1,413
49759,9,413,10,1,413
49759,10,413,10,1,413
49759,11,413,10,1,413
49759,12,413,10,1,413
49759,14,413,10,1,413
49759,16,413,10,1,413
49759,17,413,10,1,413
2015160,4,413,10,1,413
2015160,10,413,10,1,413
2015160,19,413,10,1,413
2015160,20,413,10,1,413
2015160,22,413,10,1,413
1767909,1,413,10,1,413
1767909,2,413,10,1,413
1767909,3,413,10,1,413
1767909,4,413,10,1,413
1767909,9,413,10,1,413
1767909,10,413,10,1,413
1767909,11,413,10,1,413
1767909,14,413,10,1,413
3364390,10,413,10,1,413
3364390,11,413,10,1,413
3364390,12,413,10,1,413
