date,Country,cases_total,cases_recovered,cases_fatal,cases_active,day,Population,GDP_per_Capita,health_exp_percgdp,Hosp_beds,PP,Haz,CF,OF,Column1
2020-07-14 00:00:00.000,Russia,738787,511958,11597,215232,121,145934000,11585.0,5.32,7.1,1474.85849767703,4.2759055679895295e-11,0.0156973525522241,0.0221504903973795,65779
2020-07-15 00:00:00.000,United Kingdom,293469,41010,1386,251073,137,67886000,42328.9,10.0,2.5,3698.45034322246,7.92505085475292e-12,0.0047228156977398,0.0326917633739032,88418
2020-04-24 00:00:00.000,Russia,68622,5568,615,62439,40,145934000,11585.0,5.32,7.1,427.857798730933,4.0079762103076395e-11,0.0089621404214391,0.0994662785055798,65698
2020-06-10 00:00:00.000,United Kingdom,269101,39110,1269,228722,102,67886000,42328.9,10.0,2.5,3369.2072003064,1.7470465260898e-11,0.0047157015395706,0.0314272270239481,88383
2020-04-03 00:00:00.000,France,64452,14135,6509,43808,34,65273000,40496.4,11.26,5.9,671.15039909304,8.00330918627655e-11,0.100989883944641,0.315297422980043,28717
2020-03-21 00:00:00.000,China,81305,71857,3259,6189,60,1439000000,10216.6,5.35,4.3,4.30090340514246,3.82209867985459e-14,0.0400836356927618,0.0433862292986847,16692
2020-05-20 00:00:00.000,Russia,308705,85392,2972,220341,66,145934000,11585.0,5.32,7.1,1509.86747433771,6.005454533240459e-11,0.0096273141024602,0.033633606446064,65724
2020-06-11 00:00:00.000,US,2023890,540292,116730,1366868,97,331000000,65297.5,16.89,2.9,4129.51057401813,6.988821794998809e-11,0.0576760594696352,0.17766528365869,82378
2020-06-02 00:00:00.000,Russia,423186,186602,5031,231553,79,145934000,11585.0,5.32,7.1,1586.6967259172,6.06986721784288e-11,0.0118883895024883,0.0262533071026389,65737
2020-04-01 00:00:00.000,France,57122,11053,4778,41291,32,65273000,40496.4,11.26,5.9,632.589278874879,7.421138915384779e-11,0.0836455306186758,0.301812898742973,28715
2020-03-02 00:00:00.000,France,191,12,3,176,2,65273000,40496.4,11.26,5.9,2.69636756392383,9.34536485226334e-13,0.0157068062827225,0.2,28685
2020-06-21 00:00:00.000,Russia,583879,339142,8101,236636,98,145934000,11585.0,5.32,7.1,1621.52753984678,5.2880069283892493e-11,0.0138744500144722,0.0233294839636796,65756
2020-04-03 00:00:00.000,US,289087,9707,9595,269785,28,331000000,65297.5,16.89,2.9,815.060422960725,9.75679759160291e-11,0.033190700377395,0.497098746243913,82309
2020-06-08 00:00:00.000,Russia,476043,230226,5963,239854,85,145934000,11585.0,5.32,7.1,1643.57860402648,6.146614242918389e-11,0.0125261793577471,0.02524673037271,65743
2020-03-16 00:00:00.000,United Kingdom,3692,66,21,3605,16,67886000,42328.9,10.0,2.5,53.1037327283976,9.059305306446789e-12,0.0056879739978331,0.241379310344828,88297
2020-03-05 00:00:00.000,China,80537,52292,3015,25230,44,1439000000,10216.6,5.35,4.3,17.5330090340514,1.0493398193777e-13,0.0374362094441064,0.0545138951669771,16676
2020-04-16 00:00:00.000,United Kingdom,112808,16059,375,96374,47,67886000,42328.9,10.0,2.5,1419.64469846507,7.870547695958819e-11,0.0033242323239486,0.0228185469149325,88328
2020-05-12 00:00:00.000,United Kingdom,218895,32270,1023,185602,73,67886000,42328.9,10.0,2.5,2734.02468844828,5.0010311565669e-11,0.0046734735832248,0.0307271798876641,88354
2020-05-29 00:00:00.000,France,188949,67921,28717,92311,90,65273000,40496.4,11.26,5.9,1414.2294670078,9.10024055458584e-12,0.151982810176291,0.297160537262774,28773
2020-02-22 00:00:00.000,China,77001,22699,2443,51859,32,1439000000,10216.6,5.35,4.3,36.0382209867964,1.0083391244458999e-12,0.0317268606901209,0.0971680852756344,16664
2020-05-09 00:00:00.000,Russia,198676,31916,1827,164933,55,145934000,11585.0,5.32,7.1,1130.18898954322,7.41225486502554e-11,0.009195876703779,0.0541445633168361,65713
2020-03-17 00:00:00.000,United Kingdom,4462,83,53,4326,17,67886000,42328.9,10.0,2.5,63.7244792740771,1.1342544855354699e-11,0.0118780815777678,0.389705882352941,88298
2020-04-29 00:00:00.000,France,167643,48228,24060,95355,60,65273000,40496.4,11.26,5.9,1460.86436964748,-2.2290993270371e-11,0.143519264150606,0.332835325365206,28743
2020-05-12 00:00:00.000,US,1381241,230287,85774,1065180,67,331000000,65297.5,16.89,2.9,3218.0664652568,6.93293054252582e-11,0.0620992281578667,0.271384321380999,82348
2020-09-13 00:00:00.000,Russia,1059024,873684,18517,166823,182,145934000,11585.0,5.32,7.1,1143.14004961147,3.6735784936369e-11,0.0174849672906374,0.0207542919140418,65840
2020-07-25 00:00:00.000,Russia,805332,596064,13172,196096,132,145934000,11585.0,5.32,7.1,1343.73072758918,3.99701237010513e-11,0.0163559873443499,0.0216205214399674,65790
2020-04-04 00:00:00.000,United Kingdom,57772,5281,215,52276,35,67886000,42328.9,10.0,2.5,770.055681583832,5.999764315862159e-11,0.0037215259987537,0.0391193595342067,88316
2020-05-27 00:00:00.000,Russia,370680,142208,3968,224504,73,145934000,11585.0,5.32,7.1,1538.39406855154,5.7135417525586593e-11,0.0107046509118377,0.0271453590192644,65731
2020-06-10 00:00:00.000,Russia,493023,252295,6350,234378,87,145934000,11585.0,5.32,7.1,1606.05479189223,5.7512300275157896e-11,0.0128797236640076,0.0245510255369329,65745
2020-08-30 00:00:00.000,United Kingdom,336668,41586,1624,293458,183,67886000,42328.9,10.0,2.5,4322.80588044663,2.5807972316659096e-11,0.0048237432723038,0.0375838926174497,88464
2020-07-10 00:00:00.000,United Kingdom,289678,40904,1378,247396,132,67886000,42328.9,10.0,2.5,3644.28600889727,7.71882276516474e-12,0.004757006054999,0.0325907005345064,88413
2020-07-12 00:00:00.000,Russia,726036,500208,11318,214510,119,145934000,11585.0,5.32,7.1,1469.91105568271,4.5136842906868696e-11,0.0155887586841424,0.0221259525420018,65777
2020-04-07 00:00:00.000,China,82718,77410,3335,1973,77,1439000000,10216.6,5.35,4.3,1.37109103544128,3.68311327331804e-14,0.0403177059406659,0.0413028670505914,16709
2020-04-21 00:00:00.000,China,83853,77799,4636,1418,91,1439000000,10216.6,5.35,4.3,0.985406532314107,2.5017373177274302e-14,0.0552872288409478,0.0562382483168557,16723
2020-06-05 00:00:00.000,Russia,449256,212237,5520,231499,82,145934000,11585.0,5.32,7.1,1586.32669562953,5.973933440348549e-11,0.012286981142155,0.0253493573111312,65740
2020-03-29 00:00:00.000,China,82122,75582,3304,3236,68,1439000000,10216.6,5.35,4.3,2.24878387769284,8.54760250222512e-14,0.0402328243345267,0.0418832238927059,16700
