DATEKEY,YEAR,QUARTER,MONTH,UNIQUE_CARRIER,ORIGIN,DEST,FLIGHTS,DEP_DELAY_NEW,NUM_DELAYED_DEP_FLIGHTS,ARR_DELAY_NEW,NUM_DELAYED_ARR_FLIGHTS,CANCELLED,DIVERTED,On-time_Flights
2019-01-31 00:00:00.000,2019,1,1,"WN","CHS","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","CVG","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","CLE","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","ATL","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","OAK","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","DEN","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","PWM","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","BOS","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","LAS","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","FLL","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","PWM","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","RSW","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","BOS","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","BUF","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","MSP","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","CLT","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","PVD","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","MHT","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","MCO","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","DEN","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","BOS","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","PWM","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","MCO","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","TPA","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","GRR","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","DTW","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","PVD","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","TPA","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","DEN","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","ORF","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","BUF","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","ISP","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","JAX","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","TPA","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","TPA","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","MDW","BWI",1,0,0,0,0,0,0,1
2019-01-31 00:00:00.000,2019,1,1,"WN","MHT","BWI",1,0,0,0,0,0,0,1
