id,data_source,net_num_units
00717d57-8d45-44c4-b678-ac160a54bf4e,mohcd_inclusionary,118
00deb217-532e-427c-8172-f0cc5a526c57,mohcd_inclusionary,259
00fc8921-2650-4592-aca3-5f38a315a649,mohcd_inclusionary,34
012c0426-1e86-4088-9018-70385061710a,mohcd_inclusionary,12
01a8f029-578b-4147-a936-54cf4e9ba6f3,mohcd_inclusionary,11
02cb52bb-a9d2-4e22-b24b-1abe6660dd75,mohcd_inclusionary,27
058c2e6c-15e0-4e6f-a509-d718ff0c4330,mohcd_inclusionary,44
060f5c2d-574e-4d5f-b77d-f60f7b2ec40b,mohcd_inclusionary,130
06c6c977-0f22-4447-9038-f99775a5eead,mohcd_inclusionary,32
075e2682-a0c0-4997-8cdc-2461db592129,mohcd_inclusionary,20
07ed92fe-d373-4dcc-ad42-2fe48a192c5b,mohcd_inclusionary,40
07fd8412-fd8b-4443-bacc-ce33cedcc8fc,mohcd_inclusionary,28
082e6075-4755-4ac7-80b4-3205d27fa07a,mohcd_inclusionary,90
084bbc45-bc14-492c-9acc-b52fc7883350,mohcd_inclusionary,1679
08fbea8b-dec7-4744-8a10-4becd25eb965,mohcd_inclusionary,78
09381949-b6a2-4ad5-b2d9-d3ae40a6f89e,mohcd_inclusionary,150
09682729-0212-4a7d-bf09-e83a81997e34,mohcd_inclusionary,14
0afc584d-9395-401d-8835-a5f7b9bc2baf,mohcd_inclusionary,133
0b7197d6-dd97-462c-9ed7-74095b3772b6,mohcd_inclusionary,29
0b95c321-9bbf-46a1-8838-4bf31831f5c6,mohcd_inclusionary,20
0bba4b6d-66ac-4bd1-99bd-e92fd5cb3627,mohcd_inclusionary,655
0bf133c5-eda3-41fb-b5b0-37fc3d56e1d5,mohcd_inclusionary,37
0d6139fe-ffc0-4542-b59f-2cb7c69e2ce2,mohcd_inclusionary,19
0e4cda8c-544f-4fd4-8d65-baefd997b7d9,mohcd_inclusionary,38
0ebc35a6-7f61-491b-bf98-960dc98659b6,mohcd_inclusionary,13
0f14870f-d831-4fb4-8c0c-f0040bcfac16,mohcd_inclusionary,180
0fa05e6b-1f09-4f69-9102-a291b9ca0e32,mohcd_inclusionary,35
0fd4908f-5bfb-4efb-b768-706ae70a5214,mohcd_inclusionary,136
0fed85bf-b1de-4d13-b6a8-eb04229ab184,mohcd_inclusionary,200
10a1448d-f0c9-4df9-868f-ba989061184c,mohcd_inclusionary,28
118c0f65-fdf7-4b7c-a84a-cbb971e16357,mohcd_inclusionary,71
12be460d-c95d-44b1-aba0-2a11173514b2,mohcd_inclusionary,10
1319a5f3-a211-4688-b1bc-c335e828d67e,mohcd_inclusionary,185
1421c386-7f16-44d4-b5e7-cbdecef11960,mohcd_inclusionary,42
1536c4d2-2f51-475d-a3d7-822e69c459c5,mohcd_inclusionary,18
15eda224-0ea4-4333-8c39-67cea7442c6b,mohcd_inclusionary,16
1661799a-41e0-4787-932e-5a15ab603b0c,mohcd_inclusionary,20
16925510-e8a7-4784-b310-b0742e5d1d0a,mohcd_inclusionary,46
1801080d-7ccb-4c1d-bc98-621edc3412b4,mohcd_inclusionary,281
189f6872-9875-40b4-833a-4cc44af67109,mohcd_inclusionary,45
18ecc3d5-07a9-4b83-8aa3-213687bcc3d0,mohcd_inclusionary,200
192bb595-2abc-476a-baea-e3b92e6c3c21,mohcd_inclusionary,259
1d39f679-9953-4003-8bbb-ce509d989d07,mohcd_inclusionary,452
1d4acde0-96fe-4ada-8483-2aad6d4bd27a,mohcd_inclusionary,12
1e82c5cf-9cc1-4260-bbe4-642e82f2a248,mohcd_inclusionary,432
20853d0d-94ca-40be-aaf7-8f4a80fec377,mohcd_inclusionary,15
217af4cb-76fd-4659-9a73-38ea9fccbe53,mohcd_inclusionary,12
22b9f97a-9dc5-4c4c-abae-243d95eacc86,mohcd_inclusionary,12
22edfb9d-478d-49ea-b364-d4150367fcbf,mohcd_inclusionary,56
23da515d-2ee0-4322-96cb-12bea90ebdd2,mohcd_inclusionary,41
24136cba-2704-405d-a767-f0affc33c332,mohcd_inclusionary,69
2559a053-dc1a-4d34-a680-f46587118d33,mohcd_inclusionary,37
260ac4d9-71b0-4901-98c8-c104fc787b6c,mohcd_inclusionary,23
262bf57e-6d41-43bd-8ae1-d4f07ef80790,mohcd_inclusionary,224
269a414c-2d8e-40e0-8446-df9b1f364e32,mohcd_inclusionary,12
275bc199-08b1-4b67-b3f1-e71bb15fe037,mohcd_inclusionary,63
27f847b0-ef96-4100-9c73-c187abc369db,mohcd_inclusionary,545
282a617e-a6b0-4d62-8561-44a16c5a24cc,mohcd_inclusionary,410
28ecdd84-edc5-4d24-a9d7-bca391e25d0d,mohcd_inclusionary,14
292c7ac5-607b-47a1-81e0-36445fb96dd1,mohcd_inclusionary,12
2988a9a3-eab1-489d-8933-e9835d063522,mohcd_inclusionary,36
29abcb5f-7475-4b48-869a-7ddf3daba928,mohcd_inclusionary,39
2a734a33-2f74-4931-8a84-67dcfce07631,mohcd_inclusionary,40
2c6313e1-37a5-4051-a457-fcb49c68080d,mohcd_inclusionary,120
2d0c78ec-da84-407f-ab7e-468450da10e5,mohcd_inclusionary,14
2d29bf1c-263f-44a1-a1db-051e9335a60b,mohcd_inclusionary,20
2d4c98a0-07e1-420e-bc87-095c43251816,mohcd_inclusionary,173
2d66dec0-7cf3-4282-8828-1b5f5888d8fa,mohcd_inclusionary,23
2dee0673-f6d1-4859-af15-1be1cdf021bc,mohcd_inclusionary,18
2eeecb3b-d8fc-481b-989b-76b269cab4f4,mohcd_inclusionary,12
2ffd82b6-a511-4582-bf80-544643f3e978,mohcd_inclusionary,35
30956e64-9904-4331-b1f1-b44edcceddc1,mohcd_inclusionary,185
31123cad-dcaf-44be-a99a-7d086c419697,mohcd_inclusionary,70
3115d781-edec-4998-abee-451742b6d245,mohcd_inclusionary,15
316d2021-af12-4a10-8d0e-05a58f881ef6,mohcd_inclusionary,109
