ChannelKey,StoreKey,ProductKey,DateKey,GeographyKey,Forecast Amount,Budget Amount,Forecast Quantity,Budget Quantity
1,1,2238,2007-05-01 00:00:00.000,693,6866.1617,5541.7835,10,8
1,1,2254,2007-05-01 00:00:00.000,693,6866.1617,5541.7835,10,8
1,2,2222,2007-05-01 00:00:00.000,693,6866.1617,5541.7835,10,8
1,2,2246,2007-05-01 00:00:00.000,693,6866.1617,5541.7835,10,8
1,2,2254,2007-05-01 00:00:00.000,693,6866.1617,5541.7835,10,8
1,2,2362,2007-05-01 00:00:00.000,693,6866.1617,5541.7835,10,8
1,3,2230,2007-05-01 00:00:00.000,856,6866.1617,5541.7835,10,8
1,4,2206,2007-05-01 00:00:00.000,424,6866.1617,5541.7835,10,8
1,4,2238,2007-05-01 00:00:00.000,424,6866.1617,5541.7835,10,8
1,4,2254,2007-05-01 00:00:00.000,424,6866.1617,5541.7835,10,8
1,5,2262,2007-05-01 00:00:00.000,677,6866.1617,5541.7835,10,8
1,5,2362,2007-05-01 00:00:00.000,677,6866.1617,5541.7835,10,8
1,6,2222,2007-05-01 00:00:00.000,575,6866.1617,5541.7835,10,8
1,7,2222,2007-05-01 00:00:00.000,838,6866.1617,5541.7835,10,8
1,7,2262,2007-05-01 00:00:00.000,838,6866.1617,5541.7835,10,8
1,7,2362,2007-05-01 00:00:00.000,838,6866.1617,5541.7835,10,8
1,8,2214,2007-05-01 00:00:00.000,935,6866.1617,5541.7835,10,8
1,8,2238,2007-05-01 00:00:00.000,935,6866.1617,5541.7835,10,8
1,9,2246,2007-05-01 00:00:00.000,941,6866.1617,5541.7835,10,8
1,10,2214,2007-05-01 00:00:00.000,947,6866.1617,5541.7835,10,8
1,11,2206,2007-05-01 00:00:00.000,813,6866.1617,5541.7835,10,8
1,12,2206,2007-05-01 00:00:00.000,893,6866.1617,5541.7835,10,8
1,12,2214,2007-05-01 00:00:00.000,893,6866.1617,5541.7835,10,8
1,13,2198,2007-05-01 00:00:00.000,930,6866.1617,5541.7835,10,8
1,13,2214,2007-05-01 00:00:00.000,930,6866.1617,5541.7835,10,8
1,13,2222,2007-05-01 00:00:00.000,930,6866.1617,5541.7835,10,8
1,14,2230,2007-05-01 00:00:00.000,825,6866.1617,5541.7835,10,8
1,14,2254,2007-05-01 00:00:00.000,825,6866.1617,5541.7835,10,8
1,14,2362,2007-05-01 00:00:00.000,825,6866.1617,5541.7835,10,8
1,15,2222,2007-05-01 00:00:00.000,678,6866.1617,5541.7835,10,8
1,15,2262,2007-05-01 00:00:00.000,678,6866.1617,5541.7835,10,8
1,16,2254,2007-05-01 00:00:00.000,627,6866.1617,5541.7835,10,8
1,17,2214,2007-05-01 00:00:00.000,551,6866.1617,5541.7835,10,8
1,18,2362,2007-05-01 00:00:00.000,944,6866.1617,5541.7835,10,8
1,19,2254,2007-05-01 00:00:00.000,812,6866.1617,5541.7835,10,8
1,20,2198,2007-05-01 00:00:00.000,824,6866.1617,5541.7835,10,8
1,20,2222,2007-05-01 00:00:00.000,824,6866.1617,5541.7835,10,8
1,22,2230,2007-05-01 00:00:00.000,571,6866.1617,5541.7835,10,8
1,24,2198,2007-05-01 00:00:00.000,887,6866.1617,5541.7835,10,8
1,24,2362,2007-05-01 00:00:00.000,887,6866.1617,5541.7835,10,8
1,25,2214,2007-05-01 00:00:00.000,839,6866.1617,5541.7835,10,8
1,25,2230,2007-05-01 00:00:00.000,839,6866.1617,5541.7835,10,8
1,25,2238,2007-05-01 00:00:00.000,839,6866.1617,5541.7835,10,8
1,27,2230,2007-05-01 00:00:00.000,859,6866.1617,5541.7835,10,8
1,27,2254,2007-05-01 00:00:00.000,859,6866.1617,5541.7835,10,8
1,28,2198,2007-05-01 00:00:00.000,809,6866.1617,5541.7835,10,8
1,28,2222,2007-05-01 00:00:00.000,809,6866.1617,5541.7835,10,8
1,28,2230,2007-05-01 00:00:00.000,809,6866.1617,5541.7835,10,8
1,28,2238,2007-05-01 00:00:00.000,809,6866.1617,5541.7835,10,8
1,29,2254,2007-05-01 00:00:00.000,927,6866.1617,5541.7835,10,8
1,29,2262,2007-05-01 00:00:00.000,927,6866.1617,5541.7835,10,8
1,31,2206,2007-05-01 00:00:00.000,839,6866.1617,5541.7835,10,8
1,31,2230,2007-05-01 00:00:00.000,839,6866.1617,5541.7835,10,8
1,31,2238,2007-05-01 00:00:00.000,839,6866.1617,5541.7835,10,8
1,32,2198,2007-05-01 00:00:00.000,877,6866.1617,5541.7835,10,8
1,32,2230,2007-05-01 00:00:00.000,877,6866.1617,5541.7835,10,8
1,32,2254,2007-05-01 00:00:00.000,877,6866.1617,5541.7835,10,8
1,32,2262,2007-05-01 00:00:00.000,877,6866.1617,5541.7835,10,8
1,33,2246,2007-05-01 00:00:00.000,799,6866.1617,5541.7835,10,8
1,33,2362,2007-05-01 00:00:00.000,799,6866.1617,5541.7835,10,8
1,34,2230,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,34,2254,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,34,2262,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,35,2198,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,35,2214,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,35,2362,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,36,2198,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,36,2222,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,36,2246,2007-05-01 00:00:00.000,818,6866.1617,5541.7835,10,8
1,37,2254,2007-05-01 00:00:00.000,803,6866.1617,5541.7835,10,8
1,37,2362,2007-05-01 00:00:00.000,803,6866.1617,5541.7835,10,8
1,38,2214,2007-05-01 00:00:00.000,940,6866.1617,5541.7835,10,8
1,38,2222,2007-05-01 00:00:00.000,940,6866.1617,5541.7835,10,8
1,39,2198,2007-05-01 00:00:00.000,865,6866.1617,5541.7835,10,8
1,39,2214,2007-05-01 00:00:00.000,865,6866.1617,5541.7835,10,8
1,39,2230,2007-05-01 00:00:00.000,865,6866.1617,5541.7835,10,8
1,40,2222,2007-05-01 00:00:00.000,790,6866.1617,5541.7835,10,8
1,41,2246,2007-05-01 00:00:00.000,904,6866.1617,5541.7835,10,8
1,41,2254,2007-05-01 00:00:00.000,904,6866.1617,5541.7835,10,8
1,41,2262,2007-05-01 00:00:00.000,904,6866.1617,5541.7835,10,8
1,42,2214,2007-05-01 00:00:00.000,840,6866.1617,5541.7835,10,8
1,42,2254,2007-05-01 00:00:00.000,840,6866.1617,5541.7835,10,8
1,43,2230,2007-05-01 00:00:00.000,786,6866.1617,5541.7835,10,8
1,44,2214,2007-05-01 00:00:00.000,874,6866.1617,5541.7835,10,8
1,44,2222,2007-05-01 00:00:00.000,874,6866.1617,5541.7835,10,8
1,44,2238,2007-05-01 00:00:00.000,874,6866.1617,5541.7835,10,8
1,44,2362,2007-05-01 00:00:00.000,874,6866.1617,5541.7835,10,8
1,47,2206,2007-05-01 00:00:00.000,878,6866.1617,5541.7835,10,8
1,47,2222,2007-05-01 00:00:00.000,878,6866.1617,5541.7835,10,8
1,47,2246,2007-05-01 00:00:00.000,878,6866.1617,5541.7835,10,8
1,48,2206,2007-05-01 00:00:00.000,878,6866.1617,5541.7835,10,8
1,49,2230,2007-05-01 00:00:00.000,878,6866.1617,5541.7835,10,8
1,50,2198,2007-05-01 00:00:00.000,949,6866.1617,5541.7835,10,8
1,51,2238,2007-05-01 00:00:00.000,918,6866.1617,5541.7835,10,8
1,51,2262,2007-05-01 00:00:00.000,918,6866.1617,5541.7835,10,8
1,52,2198,2007-05-01 00:00:00.000,806,6866.1617,5541.7835,10,8
1,52,2222,2007-05-01 00:00:00.000,806,6866.1617,5541.7835,10,8
1,52,2238,2007-05-01 00:00:00.000,806,6866.1617,5541.7835,10,8
1,52,2246,2007-05-01 00:00:00.000,806,6866.1617,5541.7835,10,8
1,53,2222,2007-05-01 00:00:00.000,821,6866.1617,5541.7835,10,8
1,53,2246,2007-05-01 00:00:00.000,821,6866.1617,5541.7835,10,8
1,54,2214,2007-05-01 00:00:00.000,949,6866.1617,5541.7835,10,8
1,54,2230,2007-05-01 00:00:00.000,949,6866.1617,5541.7835,10,8
1,55,2198,2007-05-01 00:00:00.000,835,6866.1617,5541.7835,10,8
1,55,2238,2007-05-01 00:00:00.000,835,6866.1617,5541.7835,10,8
1,57,2262,2007-05-01 00:00:00.000,913,6866.1617,5541.7835,10,8
1,58,2214,2007-05-01 00:00:00.000,928,6866.1617,5541.7835,10,8
1,58,2222,2007-05-01 00:00:00.000,928,6866.1617,5541.7835,10,8
1,59,2206,2007-05-01 00:00:00.000,871,6866.1617,5541.7835,10,8
1,59,2230,2007-05-01 00:00:00.000,871,6866.1617,5541.7835,10,8
1,59,2262,2007-05-01 00:00:00.000,871,6866.1617,5541.7835,10,8
1,61,2206,2007-05-01 00:00:00.000,898,6866.1617,5541.7835,10,8
1,61,2214,2007-05-01 00:00:00.000,898,6866.1617,5541.7835,10,8
1,61,2254,2007-05-01 00:00:00.000,898,6866.1617,5541.7835,10,8
1,61,2262,2007-05-01 00:00:00.000,898,6866.1617,5541.7835,10,8
1,61,2362,2007-05-01 00:00:00.000,898,6866.1617,5541.7835,10,8
1,62,2238,2007-05-01 00:00:00.000,934,6866.1617,5541.7835,10,8
1,63,2222,2007-05-01 00:00:00.000,822,6866.1617,5541.7835,10,8
1,63,2230,2007-05-01 00:00:00.000,822,6866.1617,5541.7835,10,8
1,63,2254,2007-05-01 00:00:00.000,822,6866.1617,5541.7835,10,8
1,64,2214,2007-05-01 00:00:00.000,828,6866.1617,5541.7835,10,8
1,66,2214,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,66,2254,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,67,2262,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,68,2198,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,69,2246,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,69,2262,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,69,2362,2007-05-01 00:00:00.000,849,6866.1617,5541.7835,10,8
1,70,2198,2007-05-01 00:00:00.000,876,6866.1617,5541.7835,10,8
1,70,2214,2007-05-01 00:00:00.000,876,6866.1617,5541.7835,10,8
1,70,2222,2007-05-01 00:00:00.000,876,6866.1617,5541.7835,10,8
1,70,2230,2007-05-01 00:00:00.000,876,6866.1617,5541.7835,10,8
1,70,2362,2007-05-01 00:00:00.000,876,6866.1617,5541.7835,10,8
1,72,2198,2007-05-01 00:00:00.000,879,6866.1617,5541.7835,10,8
1,72,2206,2007-05-01 00:00:00.000,879,6866.1617,5541.7835,10,8
1,72,2246,2007-05-01 00:00:00.000,879,6866.1617,5541.7835,10,8
1,72,2254,2007-05-01 00:00:00.000,879,6866.1617,5541.7835,10,8
1,73,2198,2007-05-01 00:00:00.000,929,6866.1617,5541.7835,10,8
1,73,2222,2007-05-01 00:00:00.000,929,6866.1617,5541.7835,10,8
1,73,2254,2007-05-01 00:00:00.000,929,6866.1617,5541.7835,10,8
1,75,2198,2007-05-01 00:00:00.000,866,6866.1617,5541.7835,10,8
1,75,2238,2007-05-01 00:00:00.000,866,6866.1617,5541.7835,10,8
1,76,2198,2007-05-01 00:00:00.000,798,6866.1617,5541.7835,10,8
1,76,2246,2007-05-01 00:00:00.000,798,6866.1617,5541.7835,10,8
