Hora Num,Minuto Num,Segundo Num,AMPM,Hora AMPM,Período,Período Ordem,PK_Hora
0,0,0,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:00.000
0,0,1,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:01.000
0,0,2,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:02.000
0,0,3,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:03.000
0,0,4,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:04.000
0,0,5,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:05.000
0,0,6,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:06.000
0,0,7,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:07.000
0,0,8,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:08.000
0,0,9,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:09.000
0,0,10,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:10.000
0,0,11,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:11.000
0,0,12,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:12.000
0,0,13,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:13.000
0,0,14,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:14.000
0,0,15,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:15.000
0,0,16,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:16.000
0,0,17,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:17.000
0,0,18,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:18.000
0,0,19,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:19.000
0,0,20,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:20.000
0,0,21,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:21.000
0,0,22,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:22.000
0,0,23,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:23.000
0,0,24,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:24.000
0,0,25,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:25.000
0,0,26,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:26.000
0,0,27,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:27.000
0,0,28,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:28.000
0,0,29,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:29.000
0,0,30,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:30.000
0,0,31,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:31.000
0,0,32,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:32.000
0,0,33,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:33.000
0,0,34,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:34.000
0,0,35,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:35.000
0,0,36,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:36.000
0,0,37,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:37.000
0,0,38,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:38.000
0,0,39,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:39.000
0,0,40,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:40.000
0,0,41,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:41.000
0,0,42,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:42.000
0,0,43,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:43.000
0,0,44,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:44.000
0,0,45,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:45.000
0,0,46,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:46.000
0,0,47,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:47.000
0,0,48,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:48.000
0,0,49,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:49.000
0,0,50,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:50.000
0,0,51,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:51.000
0,0,52,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:52.000
0,0,53,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:53.000
0,0,54,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:54.000
0,0,55,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:55.000
0,0,56,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:56.000
0,0,57,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:57.000
0,0,58,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:58.000
0,0,59,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:00:59.000
0,1,0,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:00.000
0,1,1,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:01.000
0,1,2,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:02.000
0,1,3,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:03.000
0,1,4,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:04.000
0,1,5,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:05.000
0,1,6,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:06.000
0,1,7,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:07.000
0,1,8,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:08.000
0,1,9,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:09.000
0,1,10,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:10.000
0,1,11,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:11.000
0,1,12,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:12.000
0,1,13,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:13.000
0,1,14,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:14.000
0,1,15,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:15.000
0,1,16,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:16.000
0,1,17,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:17.000
0,1,18,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:18.000
0,1,19,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:19.000
0,1,20,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:20.000
0,1,21,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:21.000
0,1,22,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:22.000
0,1,23,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:23.000
0,1,24,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:24.000
0,1,25,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:25.000
0,1,26,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:26.000
0,1,27,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:27.000
0,1,28,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:28.000
0,1,29,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:29.000
0,1,30,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:30.000
0,1,31,"AM","12 AM","12AM to 6AM",1,1899-12-30 00:01:31.000
