ProductKey,CustomerKey,OrderDateKey,DueDateKey,ShipDateKey,SalesOrderNumber,SalesAmount,SalesCountry,SalesRegion
477,21440,20191229,20200110,20200105,"SO51199",4.99,"United States","Southwest"
477,11292,20191231,20200112,20200107,"SO51230",4.99,"United States","Southwest"
477,18958,20200105,20200117,20200112,"SO51308",4.99,"United States","Southwest"
477,15553,20200105,20200117,20200112,"SO51309",4.99,"United States","Southwest"
477,11267,20200107,20200119,20200114,"SO51345",4.99,"United States","Southwest"
477,19393,20200107,20200119,20200114,"SO51356",4.99,"United States","Southwest"
477,15557,20200108,20200120,20200115,"SO51363",4.99,"United States","Southwest"
477,24417,20200108,20200120,20200115,"SO51370",4.99,"United States","Southwest"
477,21469,20200110,20200122,20200117,"SO51404",4.99,"United States","Southwest"
477,11281,20200111,20200123,20200118,"SO51417",4.99,"United States","Southwest"
477,24413,20200112,20200124,20200119,"SO51435",4.99,"United States","Southwest"
477,21488,20200112,20200124,20200119,"SO51437",4.99,"United States","Southwest"
477,15555,20200116,20200128,20200123,"SO51487",4.99,"United States","Southwest"
477,20036,20200116,20200128,20200123,"SO51488",4.99,"United States","Southwest"
477,24427,20200118,20200130,20200125,"SO51523",4.99,"United States","Southwest"
477,21470,20200118,20200130,20200125,"SO51524",4.99,"United States","Southwest"
477,13058,20200120,20200201,20200127,"SO51551",4.99,"United States","Southwest"
477,25085,20200120,20200201,20200127,"SO51565",4.99,"United States","Southwest"
477,24414,20200120,20200201,20200127,"SO51566",4.99,"United States","Southwest"
477,15017,20200120,20200201,20200127,"SO51569",4.99,"United States","Southwest"
477,19199,20200124,20200205,20200131,"SO51630",4.99,"United States","Southwest"
477,15548,20200127,20200208,20200203,"SO51675",4.99,"United States","Southwest"
477,16982,20200128,20200209,20200204,"SO51899",4.99,"United States","Southwest"
477,14329,20200128,20200209,20200204,"SO51913",4.99,"United States","Southwest"
477,22330,20200128,20200209,20200204,"SO51918",4.99,"United States","Southwest"
477,20537,20200129,20200210,20200205,"SO51941",4.99,"United States","Southwest"
477,18454,20200129,20200210,20200205,"SO51944",4.99,"United States","Southwest"
477,16781,20200129,20200210,20200205,"SO51947",4.99,"United States","Southwest"
477,21918,20200130,20200211,20200206,"SO51989",4.99,"United States","Southwest"
477,22338,20200202,20200214,20200209,"SO52130",4.99,"United States","Southwest"
477,16953,20200202,20200214,20200209,"SO52133",4.99,"United States","Southwest"
477,17506,20200203,20200215,20200210,"SO52183",4.99,"United States","Southwest"
477,16814,20200203,20200215,20200210,"SO52186",4.99,"United States","Southwest"
477,18110,20200203,20200215,20200210,"SO52187",4.99,"United States","Southwest"
477,22038,20200204,20200216,20200211,"SO52232",4.99,"United States","Southwest"
477,23277,20200204,20200216,20200211,"SO52235",4.99,"United States","Southwest"
477,17447,20200204,20200216,20200211,"SO52241",4.99,"United States","Southwest"
477,18102,20200204,20200216,20200211,"SO52242",4.99,"United States","Southwest"
477,24529,20200204,20200216,20200211,"SO52274",4.99,"United States","Southwest"
477,21609,20200204,20200216,20200211,"SO52275",4.99,"United States","Southwest"
477,25839,20200205,20200217,20200212,"SO52301",4.99,"United States","Southwest"
477,18095,20200205,20200217,20200212,"SO52306",4.99,"United States","Southwest"
477,11683,20200207,20200219,20200214,"SO52397",4.99,"United States","Southwest"
477,24523,20200207,20200219,20200214,"SO52400",4.99,"United States","Southwest"
477,20391,20200208,20200220,20200215,"SO52430",4.99,"United States","Southwest"
477,13060,20200208,20200220,20200215,"SO52451",4.99,"United States","Southwest"
477,22052,20200209,20200221,20200216,"SO52492",4.99,"United States","Southwest"
477,22055,20200210,20200222,20200217,"SO52539",4.99,"United States","Southwest"
477,11227,20200210,20200222,20200217,"SO52566",4.99,"United States","Southwest"
477,19402,20200210,20200222,20200217,"SO52571",4.99,"United States","Southwest"
477,21442,20200211,20200223,20200218,"SO52590",4.99,"United States","Southwest"
477,17014,20200211,20200223,20200218,"SO52592",4.99,"United States","Southwest"
477,14339,20200212,20200224,20200219,"SO52653",4.99,"United States","Southwest"
477,17165,20200213,20200225,20200220,"SO52694",4.99,"United States","Southwest"
477,19639,20200214,20200226,20200221,"SO52745",4.99,"United States","Southwest"
477,16223,20200214,20200226,20200221,"SO52767",4.99,"United States","Southwest"
477,21459,20200215,20200227,20200222,"SO52796",4.99,"United States","Southwest"
477,18111,20200215,20200227,20200222,"SO52799",4.99,"United States","Southwest"
477,18751,20200215,20200227,20200222,"SO52802",4.99,"United States","Southwest"
477,13485,20200215,20200227,20200222,"SO52809",4.99,"United States","Southwest"
477,21650,20200215,20200227,20200222,"SO52833",4.99,"United States","Southwest"
477,20779,20200216,20200228,20200223,"SO52862",4.99,"United States","Southwest"
477,17016,20200216,20200228,20200223,"SO52864",4.99,"United States","Southwest"
477,23252,20200217,20200301,20200224,"SO52899",4.99,"United States","Southwest"
477,21619,20200217,20200301,20200224,"SO52923",4.99,"United States","Southwest"
477,21649,20200218,20200302,20200225,"SO52960",4.99,"United States","Southwest"
477,21787,20200219,20200303,20200226,"SO52983",4.99,"United States","Southwest"
