overriddencreatedon,nadb_projectid_proj,traversedpath,nadb_warranty_plad,nadb_repaymentsource_plad,timezoneruleversionnumber,_owningbusinessunit_value,nadb_sponsoracceptancedate_pj,nadb_name,nadb_dscrdefault,nadb_projectdescriptionenglish,nadb_oneyearoperationalert_pj,utcconversiontimezonecode,nadb_dscrcashtrap,nadb_opportunitydescription_pj,nadb_nabdabkprojectid,modifiedon,statecode,nadb_creditratingofftaker_plad,processid,nadb_requirement_plad,createdon,_createdby_value,_modifiedby_value,_nadb_projectcategory_pj_value,importsequencenumber,nadb_projectdescriptionspanish_pj,_nadb_ownerbackup_ladmin_value,_createdonbehalfby_value,nadb_dateandinforeviewed,_ownerid_value,_nadb_originppportunity_proj_value,_stageid_value,_owninguser_value,nadb_offtaker_plad,nadb_closeoutreportcomplete_pj,_nadb_projecttype_pj_value,nadb_closeoutreportsubmitted_pj,nadb_projectprogram,nadb_loantype_plad,_owningteam_value,nadb_projectregion_pj,nadb_observed_plad,statuscode,_modifiedonbehalfby_value,versionnumber,nadb_workgroup_pj,_nadb_currentsponsor_loa_value
,"8000618","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Nogales Los Alisos",,"",,,,"","29a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:15.000,0,"","","",2019-09-11 04:08:15.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","8e6797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","fba7ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999056,,""
,"0000866","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"El Mezquite Wind",,"",,,,"","2ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","fea7ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999058,,""
,"8000924","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Nuevo Laredo Basic Infr.",,"",,,,"","2fa616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","28a8ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999060,,""
,"8000626","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Hermosillo BUI",,"",,,,"","31a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","2aa8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999061,,""
,"8000441","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Playas de Rosarito BUI",,"",,,,"","33a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","2ca8ed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"6e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762287,,""
,"8000657","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Hermosillo AQ",,"",,,,"","35a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","62a8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999063,,""
,"8000543","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Juarez Paving",,"",,,,"","37a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","197cf7ae-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","64a8ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999065,,""
,"8000701","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ciudad Acuña-A",,"",,,,"","39a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","6aa8ed5a-11d4-e911-a976-000d3a4e890b","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",5935392,,""
,"8000703","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Piedras Negras",,"",,,,"","3ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","6ca8ed5a-11d4-e911-a976-000d3a4e890b","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",5923482,,""
,"8000517","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Juarez Sur-Sur",,"",,,,"","3fa616c1-49d4-e911-a983-000d3a4e83d0",2019-12-04 20:13:33.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","88a8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,180830001,"",,"",1,"",7427232,,""
,"8000031","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Tornillo",,"",,,,"","41a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:16.000,0,"","","",2019-09-11 04:08:16.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","8ea8ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",5921671,,""
,"8000214","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Davis-Monthan AFB Solar Park",,"",,,,"","43a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","a2a8ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999071,,""
,"8000431","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ensenada Desal",,"",,,,"","45a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","","","846797a1-95d0-e911-a978-000d3a4e8ef8","a6a8ed5a-11d4-e911-a976-000d3a4e890b","","846797a1-95d0-e911-a978-000d3a4e8ef8","",False,"883e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999072,,""
,"8000713","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"EDPR Wind",,"",,,,"","49a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","b6a8ed5a-11d4-e911-a976-000d3a4e890b","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999074,,""
,"8000317","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"El Centro Solar",,"",,,,"","4ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","b8a8ed5a-11d4-e911-a976-000d3a4e890b","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999075,,""
,"8000435","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"ESJ1 Tecate",,"",,,,"","4da616c1-49d4-e911-a983-000d3a4e83d0",2020-02-27 17:44:23.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","c7205e36-d6ee-42c5-8733-e670621cd834","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","c2a8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",12494471,,"c68bbc19-b0d2-e911-a97e-000d3a4e898a"
,"8000612","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"San Luis Rio Colorado-4",,"",,,,"","4fa616c1-49d4-e911-a983-000d3a4e83d0",2019-09-18 18:03:56.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","daa8ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2496790,,""
,"8000424","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Tijuana/Playas",,"",,,,"","51a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","f0a8ed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762288,,""
,"0000773","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"FRV Bryan Solar",,"",,,,"","53a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","fca8ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999079,,""
,"0000734","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"FRV Tucson Solar Park",,"",,,,"","55a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","fea8ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999080,,""
,"8000318","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Community Solar",,"",,,,"","57a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","04a9ed5a-11d4-e911-a976-000d3a4e890b","","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999081,,""
,"8000521","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Ojinaga",,"",,,,"","59a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","14a9ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"863e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",5923424,,""
,"8000927","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Matamoros-2",,"",,,,"","5ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","18a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454219,,""
,"8000939","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"La Mesa Wind",,"",,,,"","5da616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","2aa9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999084,,""
,"8000709","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Lorean Saltillo LFG",,"",,,,"","5fa616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","197cf7ae-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","2ca9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999085,,""
,"8000556","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Los Santos Solar I",,"",,,,"","61a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","30a9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999086,,""
,"8000042","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Los Vientos 1A",,"",,,,"","63a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","197cf7ae-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","32a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999087,,""
,"8000043","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Los Vientos 1B",,"",,,,"","65a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","197cf7ae-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","34a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999088,,""
,"0000860","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Mercader Bus Program",,"",,,,"","69a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","7a6797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","40a9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454221,,""
,"8000196","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Mercader Bus Pilot Program",,"",,,,"","6ba616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","7a6797a1-95d0-e911-a978-000d3a4e8ef8","","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","3ea9ed5a-11d4-e911-a976-000d3a4e890b","","0a51ffa8-95d0-e911-a978-000d3a4e8ef8","",False,"7e3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454220,,""
,"8000650","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Agua Prieta-2",,"",,,,"","6da616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","8e6797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","48a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999092,,""
,"8000427","","","",,"45adc747-bcd0-e911-a964-000d3a4f1a4f",,"Mexicali Paving",,"",,,,"","6fa616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","4aa9ed5a-11d4-e911-a976-000d3a4e890b","","8e6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",13762289,,""
,"8000906","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Nuevo Laredo (7)",,"",,,,"","71a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:17.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","62a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"843e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999094,,""
,"8000921","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Nuevo Laredo,Tamps, Mex. Municipal Roadway system",,"",,,,"","73a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-17 18:59:46.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","64a9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"6c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",2454224,,""
,"8000904","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Nuevo Laredo-2",,"",,,,"","75a616c1-49d4-e911-a983-000d3a4e83d0",2020-02-28 21:27:21.000,0,"","","",2019-09-11 04:08:17.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","846797a1-95d0-e911-a978-000d3a4e8ef8","","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","1ea9ed5a-11d4-e911-a976-000d3a4e890b","","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"8c3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",12544048,,""
,"0000894","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Orejana Solar",,"",,,,"","77a616c1-49d4-e911-a983-000d3a4e83d0",2019-09-11 04:08:18.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","8994a541-95d0-e911-a978-000d3a4e8ef8","",27,"","1e51ffa8-95d0-e911-a978-000d3a4e8ef8","","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","6ca9ed5a-11d4-e911-a976-000d3a4e890b","","7a6797a1-95d0-e911-a978-000d3a4e8ef8","",False,"7a3e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,,"",,"",1,"",1999097,,""
,"0000863","","","",,"d915bb53-bcd0-e911-a964-000d3a4f1a4f",,"Puerto Libertad Solar",,"",,,,"","79a616c1-49d4-e911-a983-000d3a4e83d0",2019-11-26 21:01:19.000,0,"","","",2019-09-11 04:08:18.000,"8994a541-95d0-e911-a978-000d3a4e8ef8","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",27,"","f17bf7ae-95d0-e911-a978-000d3a4e8ef8","","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","96a9ed5a-11d4-e911-a976-000d3a4e890b","","197cf7ae-95d0-e911-a978-000d3a4e8ef8","",False,"803e27bf-aad2-e911-a97c-000d3a4e8ef8",False,,180830000,"",,"",1,"",7088806,,""
