EX-Prob,EX-Score,Date,ProjectID
0.99982739630567774,0,"",""
0.99979474516181732,1,"",""
0.99975591896509641,2,"",""
0.9997097505009197,3,"",""
0.99965485218514338,4,"",""
0.999589574565441,5,"",""
0.99951195705222062,6,"",""
0.99941966944249283,7,"",""
0.99930994254211081,8,"",""
0.99917948589074168,9,"",""
0.99902439024390244,10,"",""
0.99884001206143269,11,"",""
0.99862083678608271,12,"",""
0.99836031716438456,13,"",""
0.99805068226120852,14,"",""
0.997682712148823,15,"",""
0.99724547251514439,16,"",""
0.99672600264603428,17,"",""
0.99610894941634243,18,"",""
0.99537613911430212,19,"",""
0.994506078188917,20,"",""
0.99347337345012321,21,"",""
0.99224806201550386,22,"",""
0.99079484160047437,23,"",""
0.989072192895632,24,"",""
0.98703138818642411,25,"",""
0.98461538461538467,26,"",""
0.98175760731519879,27,"",""
0.97838063800882313,28,"",""
0.97439483975647079,29,"",""
0.96969696969696972,30,"",""
0.96416886035023242,31,"",""
0.95767628767520652,32,"",""
0.95006819147156163,33,"",""
0.94117647058823528,34,"",""
0.93081663935710091,35,"",""
0.91878969685838763,36,"",""
0.90488561614602037,37,"",""
0.88888888888888884,38,"",""
0.8705865369971727,39,"",""
0.84977889517766514,40,"",""
0.82629324341581833,41,"",""
0.8,42,"",""
0.77083067053451038,43,"",""
0.73879612503625858,44,"",""
0.70400314114282281,45,"",""
0.66666666666666663,46,"",""
0.627115119175411,47,"",""
0.585786437626905,48,"",""
0.54321361686294489,49,"",""
0.5,50,"",""
0.45678638313705516,51,"",""
0.41421356237309509,52,"",""
0.37288488082458909,53,"",""
0.33333333333333331,54,"",""
0.29599685885717725,55,"",""
0.26120387496374148,56,"",""
0.22916932946548957,57,"",""
0.2,58,"",""
0.17370675658418167,59,"",""
0.15022110482233483,60,"",""
0.12941346300282719,61,"",""
0.11111111111111113,62,"",""
0.095114383853979675,63,"",""
0.081210303141612289,64,"",""
0.069183360642899136,65,"",""
0.058823529411764705,66,"",""
0.049931808528438489,67,"",""
0.042323712324793587,68,"",""
0.035831139649767543,69,"",""
0.030303030303030304,70,"",""
0.025605160243529185,71,"",""
0.021619361991176863,72,"",""
0.018242392684801278,73,"",""
0.015384615384615391,74,"",""
0.01296861181357596,75,"",""
0.010927807104367977,76,"",""
0.00920515839952561,77,"",""
0.0077519379844961257,78,"",""
0.0046238608856979139,81,"",""
0.0038910505836575885,82,"",""
0.0032739973539656843,83,"",""
0.0019493177387914229,86,"",""
0.001639682835615416,87,"",""
0.0013791632139172338,88,"",""
0.0011599879385672462,89,"",""
0.000975609756097561,90,"",""
0.00082051410925837345,91,"",""
0.00069005745788932183,92,"",""
0.00058033055750716825,93,"",""
0.0004880429477794046,94,"",""
0.00041042543455911386,95,"",""
0.00034514781485651892,96,"",""
0.00029024949908039259,97,"",""
0.00024408103490358821,98,"",""
0.00020525483818263513,99,"",""
0.00017260369432222516,100,"",""
0.0065266265498767446,79,"1/1/2019","79"
0.0065266265498767446,79,"1/1/2018","79"
0.0054939218110829861,80,"1/1/2019","80"
0.0027545274848556306,84,"1/1/2017","84"
0.0023172878511769392,85,"1/1/2018","85"
