CustomerID,EnrollmentDate,EntryPeriodID
489466,2018-01-01 21:53:19.000,940
489517,2018-01-03 14:19:31.000,940
489568,2018-01-04 23:51:04.000,940
489623,2018-01-07 01:08:35.000,941
489674,2018-01-08 02:38:42.000,941
489725,2018-01-09 13:33:41.000,941
489779,2018-01-10 16:13:29.000,941
489833,2018-01-12 02:57:59.000,941
489888,2018-01-13 15:47:41.000,942
489939,2018-01-15 02:32:47.000,942
489993,2018-01-16 11:37:44.000,942
490044,2018-01-17 06:44:57.000,942
490095,2018-01-17 23:36:28.000,942
490146,2018-01-18 23:07:33.000,942
490200,2018-01-19 22:56:09.000,942
490251,2018-01-21 16:43:29.000,943
490302,2018-01-22 00:59:03.000,943
490356,2018-01-23 20:40:40.000,943
490407,2018-01-25 10:37:58.000,943
490458,2018-01-26 20:15:18.000,943
490509,2018-01-29 06:12:43.000,944
490562,2018-01-30 21:07:46.000,944
490613,2018-02-01 18:09:21.000,944
490664,2018-02-04 00:49:26.000,945
490715,2018-02-06 08:33:01.000,945
490766,2018-02-07 18:24:04.000,945
490819,2018-02-09 19:17:57.000,945
490870,2018-02-11 22:57:45.000,946
490921,2018-02-13 20:26:34.000,946
490972,2018-02-16 12:03:18.000,946
491023,2018-02-18 15:41:01.000,947
491074,2018-02-19 00:52:13.000,947
491130,2018-02-20 23:06:59.000,947
491184,2018-02-22 16:38:34.000,947
491235,2018-02-23 23:59:59.000,947
491287,2018-02-27 08:49:19.000,948
491343,2018-03-01 16:43:31.000,948
491394,2018-03-03 14:56:27.000,949
491445,2018-03-06 07:07:57.000,949
491496,2018-03-07 19:52:06.000,949
491547,2018-03-09 19:53:27.000,949
491598,2018-03-12 10:11:21.000,
491649,2018-03-14 14:16:08.000,950
491700,2018-03-15 11:44:56.000,950
491752,2018-03-15 22:46:19.000,950
491805,2018-03-17 11:15:42.000,951
491856,2018-03-18 19:44:15.000,951
491913,2018-03-20 11:25:49.000,951
491967,2018-03-22 00:50:01.000,951
492021,2018-03-24 11:45:51.000,952
492072,2018-03-27 03:35:03.000,952
492124,2018-03-29 00:00:00.000,952
492175,2018-04-01 11:50:55.000,953
492226,2018-04-03 02:32:03.000,953
492277,2018-04-04 08:24:49.000,953
492329,2018-04-05 17:55:47.000,953
492380,2018-04-08 00:26:22.000,954
492431,2018-04-09 23:30:43.000,954
492482,2018-04-11 19:29:14.000,954
492635,2018-04-13 09:16:02.000,954
492533,2018-04-13 19:31:49.000,954
492584,2018-04-15 14:32:53.000,955
492690,2018-04-17 20:12:27.000,955
492741,2018-04-19 13:54:42.000,955
492792,2018-04-22 21:57:39.000,956
492856,2018-04-24 17:29:04.000,956
492907,2018-04-26 02:34:16.000,956
492958,2018-04-28 15:51:41.000,957
493009,2018-04-30 18:41:17.000,957
493060,2018-05-02 16:33:39.000,957
493111,2018-05-03 21:37:48.000,957
493162,2018-05-05 21:53:03.000,958
493213,2018-05-08 00:00:00.000,958
493264,2018-05-10 20:53:46.000,958
493315,2018-05-11 23:59:33.000,958
493366,2018-05-11 23:59:59.000,958
493417,2018-05-11 23:59:59.000,958
493468,2018-05-16 14:26:18.000,959
493519,2018-05-19 09:15:56.000,960
493570,2018-05-21 21:27:59.000,960
493621,2018-05-24 08:18:45.000,960
493672,2018-05-27 04:03:41.000,961
493723,2018-05-30 14:00:25.000,961
493774,2018-06-01 19:42:45.000,961
493825,2018-06-04 17:57:25.000,962
493876,2018-06-06 20:10:18.000,962
493927,2018-06-08 23:47:18.000,962
493978,2018-06-08 23:59:59.000,962
494033,2018-06-12 20:02:59.000,963
494087,2018-06-15 14:37:55.000,963
494138,2018-06-18 00:00:00.000,964
494189,2018-06-20 14:43:22.000,964
494249,2018-06-23 16:27:18.000,965
494300,2018-06-26 15:08:55.000,965
494354,2018-06-28 21:27:02.000,965
494405,2018-07-01 19:12:20.000,966
494456,2018-07-03 21:08:56.000,966
494508,2018-07-05 17:15:42.000,966
494559,2018-07-06 20:53:06.000,966
494610,2018-07-08 07:06:11.000,966
494661,2018-07-08 20:38:52.000,966
494712,2018-07-09 00:00:55.000,967
494770,2018-07-11 20:03:16.000,967
494821,2018-07-14 09:33:39.000,967
494878,2018-07-18 02:32:25.000,968
494930,2018-07-20 11:17:01.000,968
494984,2018-07-23 17:32:33.000,969
495035,2018-07-25 00:00:00.000,969
495089,2018-07-27 18:09:42.000,969
495140,2018-07-30 21:58:55.000,970
495191,2018-08-01 10:13:20.000,970
495242,2018-08-02 21:27:59.000,970
495293,2018-08-03 20:50:09.000,970
495344,2018-08-04 21:00:35.000,970
495395,2018-08-05 18:05:00.000,970
495446,2018-08-05 22:52:44.000,970
495498,2018-08-08 15:24:19.000,971
495549,2018-08-12 07:36:22.000,971
495600,2018-08-14 19:07:50.000,972
495651,2018-08-16 20:48:59.000,972
495702,2018-08-20 15:39:33.000,973
495753,2018-08-22 20:41:49.000,973
495806,2018-08-27 16:24:51.000,974
495857,2018-08-29 19:41:17.000,974
495917,2018-09-01 05:01:50.000,974
495968,2018-09-02 19:47:19.000,974
496019,2018-09-04 07:54:17.000,975
496076,2018-09-07 11:57:32.000,975
496129,2018-09-12 12:12:19.000,976
496181,2018-09-14 13:55:47.000,976
496232,2018-09-17 18:27:17.000,977
496283,2018-09-20 16:35:17.000,977
496334,2018-09-24 17:35:49.000,978
496385,2018-09-26 13:51:57.000,978
496439,2018-09-27 22:01:51.000,978
496490,2018-09-29 00:43:14.000,978
496592,2018-09-30 00:00:00.000,978
496541,2018-09-30 09:18:38.000,978
496643,2018-09-30 20:44:12.000,978
496699,2018-10-05 20:28:01.000,979
496750,2018-10-10 17:56:50.000,980
496802,2018-10-14 00:00:00.000,980
496854,2018-10-18 00:00:00.000,981
496910,2018-10-22 00:00:00.000,982
496961,2018-10-25 10:11:44.000,982
497012,2018-10-27 22:30:43.000,982
497063,2018-10-29 13:52:41.000,983
497122,2018-11-02 18:13:23.000,983
497173,2018-11-05 15:06:12.000,984
497224,2018-11-08 13:03:19.000,984
497275,2018-11-11 19:13:24.000,984
497326,2018-11-14 20:50:33.000,985
497382,2018-11-17 13:15:13.000,985
497433,2018-11-18 18:48:40.000,985
497484,2018-11-19 16:54:03.000,986
497535,2018-11-20 07:28:25.000,986
497587,2018-11-21 22:43:22.000,986
497638,2018-11-23 21:13:07.000,986
497689,2018-11-25 13:50:08.000,986
497740,2018-11-25 20:52:23.000,986
497795,2018-11-27 20:33:39.000,987
