responseID,responseID_primary key_cleaned,Salary,Salary range,Salary Status
2,2,352685,"300K-500K","Low"
4,4,303224,"300K-500K","Low"
8,7,334059,"300K-500K","Low"
12,10,385748,"300K-500K","Low"
13,11,393861,"300K-500K","Low"
17,15,499778,"300K-500K","Low"
18,16,371545,"300K-500K","Low"
19,17,381809,"300K-500K","Low"
25,20,474497,"300K-500K","Low"
26,21,454721,"300K-500K","Low"
27,22,386886,"300K-500K","Low"
28,23,468998,"300K-500K","Low"
30,24,342628,"300K-500K","Low"
31,25,467820,"300K-500K","Low"
32,26,386082,"300K-500K","Low"
34,27,428080,"300K-500K","Low"
35,28,461964,"300K-500K","Low"
37,30,332758,"300K-500K","Low"
39,32,402804,"300K-500K","Low"
40,33,463104,"300K-500K","Low"
44,37,496231,"300K-500K","Low"
49,40,493413,"300K-500K","Low"
50,41,411639,"300K-500K","Low"
54,45,351684,"300K-500K","Low"
56,47,363791,"300K-500K","Low"
61,51,474644,"300K-500K","Low"
62,52,399502,"300K-500K","Low"
69,58,494102,"300K-500K","Low"
75,63,494887,"300K-500K","Low"
80,67,372639,"300K-500K","Low"
82,68,448389,"300K-500K","Low"
83,69,475514,"300K-500K","Low"
84,70,395616,"300K-500K","Low"
85,71,457442,"300K-500K","Low"
87,72,471528,"300K-500K","Low"
88,73,437831,"300K-500K","Low"
99,82,497896,"300K-500K","Low"
101,83,481614,"300K-500K","Low"
102,84,406741,"300K-500K","Low"
105,86,350295,"300K-500K","Low"
106,87,310015,"300K-500K","Low"
111,90,351326,"300K-500K","Low"
114,92,314286,"300K-500K","Low"
115,93,352374,"300K-500K","Low"
116,94,436006,"300K-500K","Low"
118,95,450979,"300K-500K","Low"
123,100,383414,"300K-500K","Low"
124,101,460589,"300K-500K","Low"
126,103,479980,"300K-500K","Low"
131,106,408744,"300K-500K","Low"
134,109,401940,"300K-500K","Low"
140,114,411054,"300K-500K","Low"
143,115,440667,"300K-500K","Low"
144,116,374155,"300K-500K","Low"
145,117,404340,"300K-500K","Low"
146,118,449994,"300K-500K","Low"
147,119,360409,"300K-500K","Low"
148,120,336941,"300K-500K","Low"
149,121,368527,"300K-500K","Low"
150,122,379717,"300K-500K","Low"
151,123,407858,"300K-500K","Low"
159,128,463681,"300K-500K","Low"
162,130,454615,"300K-500K","Low"
182,142,467566,"300K-500K","Low"
193,149,490833,"300K-500K","Low"
201,152,328495,"300K-500K","Low"
202,153,481139,"300K-500K","Low"
206,154,435319,"300K-500K","Low"
209,156,313137,"300K-500K","Low"
212,158,365584,"300K-500K","Low"
216,161,488840,"300K-500K","Low"
218,162,438250,"300K-500K","Low"
222,166,309313,"300K-500K","Low"
223,167,468471,"300K-500K","Low"
225,168,304573,"300K-500K","Low"
228,170,355138,"300K-500K","Low"
238,174,488439,"300K-500K","Low"
242,177,392786,"300K-500K","Low"
244,178,328754,"300K-500K","Low"
248,180,327899,"300K-500K","Low"
250,182,499954,"300K-500K","Low"
254,185,456282,"300K-500K","Low"
256,187,484951,"300K-500K","Low"
261,191,492263,"300K-500K","Low"
264,194,353147,"300K-500K","Low"
269,196,335258,"300K-500K","Low"
270,197,328439,"300K-500K","Low"
275,201,446911,"300K-500K","Low"
276,202,468310,"300K-500K","Low"
280,206,498969,"300K-500K","Low"
281,207,497306,"300K-500K","Low"
283,209,320674,"300K-500K","Low"
285,210,427197,"300K-500K","Low"
288,212,309468,"300K-500K","Low"
289,213,469154,"300K-500K","Low"
299,219,399675,"300K-500K","Low"
305,222,459416,"300K-500K","Low"
306,223,319406,"300K-500K","Low"
308,224,454045,"300K-500K","Low"
313,227,362967,"300K-500K","Low"
321,231,419532,"300K-500K","Low"
323,232,417477,"300K-500K","Low"
327,234,370446,"300K-500K","Low"
328,235,382161,"300K-500K","Low"
332,238,326188,"300K-500K","Low"
333,239,372635,"300K-500K","Low"
334,240,447954,"300K-500K","Low"
337,243,424020,"300K-500K","Low"
338,244,363198,"300K-500K","Low"
340,245,379975,"300K-500K","Low"
347,251,334848,"300K-500K","Low"
349,252,358756,"300K-500K","Low"
353,255,405601,"300K-500K","Low"
355,257,315837,"300K-500K","Low"
356,258,339649,"300K-500K","Low"
360,261,351035,"300K-500K","Low"
362,262,329082,"300K-500K","Low"
366,266,316968,"300K-500K","Low"
368,268,421072,"300K-500K","Low"
369,269,471110,"300K-500K","Low"
374,273,359393,"300K-500K","Low"
381,278,410768,"300K-500K","Low"
391,285,410908,"300K-500K","Low"
394,287,307952,"300K-500K","Low"
395,288,475385,"300K-500K","Low"
397,290,332212,"300K-500K","Low"
400,292,492963,"300K-500K","Low"
402,294,410161,"300K-500K","Low"
404,295,409860,"300K-500K","Low"
407,297,439760,"300K-500K","Low"
412,302,401611,"300K-500K","Low"
414,304,301445,"300K-500K","Low"
416,305,349866,"300K-500K","Low"
420,307,423746,"300K-500K","Low"
421,308,318894,"300K-500K","Low"
426,311,311735,"300K-500K","Low"
428,313,419474,"300K-500K","Low"
430,315,430659,"300K-500K","Low"
431,316,446696,"300K-500K","Low"
435,319,324168,"300K-500K","Low"
438,321,467776,"300K-500K","Low"
445,324,445737,"300K-500K","Low"
451,329,466546,"300K-500K","Low"
452,330,383655,"300K-500K","Low"
455,332,360421,"300K-500K","Low"
456,333,459928,"300K-500K","Low"
458,335,397551,"300K-500K","Low"
459,336,428668,"300K-500K","Low"
465,341,490209,"300K-500K","Low"
466,342,435875,"300K-500K","Low"
467,343,421040,"300K-500K","Low"
468,344,331448,"300K-500K","Low"
471,345,470488,"300K-500K","Low"
477,349,469472,"300K-500K","Low"
478,350,417978,"300K-500K","Low"
480,352,353689,"300K-500K","Low"
483,354,462889,"300K-500K","Low"
486,356,435437,"300K-500K","Low"
494,362,356569,"300K-500K","Low"
497,363,360711,"300K-500K","Low"
498,364,459883,"300K-500K","Low"
499,365,359546,"300K-500K","Low"
501,366,376781,"300K-500K","Low"
502,367,458125,"300K-500K","Low"
503,368,414972,"300K-500K","Low"
504,369,370301,"300K-500K","Low"
505,370,354265,"300K-500K","Low"
508,372,487903,"300K-500K","Low"
516,378,398115,"300K-500K","Low"
518,380,488323,"300K-500K","Low"
524,384,441838,"300K-500K","Low"
531,389,474765,"300K-500K","Low"
534,392,455177,"300K-500K","Low"
535,393,407027,"300K-500K","Low"
545,400,453016,"300K-500K","Low"
547,401,402767,"300K-500K","Low"
550,404,304107,"300K-500K","Low"
551,405,360200,"300K-500K","Low"
553,407,434131,"300K-500K","Low"
558,410,450962,"300K-500K","Low"
560,411,368264,"300K-500K","Low"
561,412,498142,"300K-500K","Low"
564,414,306462,"300K-500K","Low"
567,416,415318,"300K-500K","Low"
572,420,463714,"300K-500K","Low"
573,421,457352,"300K-500K","Low"
576,422,461454,"300K-500K","Low"
578,423,417423,"300K-500K","Low"
584,426,481441,"300K-500K","Low"
588,429,370923,"300K-500K","Low"
590,431,383390,"300K-500K","Low"
594,432,492534,"300K-500K","Low"
595,433,355459,"300K-500K","Low"
597,435,491175,"300K-500K","Low"
599,437,463044,"300K-500K","Low"
605,439,452542,"300K-500K","Low"
609,442,413148,"300K-500K","Low"
617,448,383382,"300K-500K","Low"
624,452,394106,"300K-500K","Low"
625,453,441754,"300K-500K","Low"
626,454,420713,"300K-500K","Low"
634,459,438025,"300K-500K","Low"
635,460,311834,"300K-500K","Low"
640,465,380948,"300K-500K","Low"
642,467,494069,"300K-500K","Low"
643,468,415183,"300K-500K","Low"
655,475,436881,"300K-500K","Low"
661,478,352424,"300K-500K","Low"
662,479,326811,"300K-500K","Low"
665,480,381765,"300K-500K","Low"
668,483,449088,"300K-500K","Low"
670,485,427768,"300K-500K","Low"
672,486,382483,"300K-500K","Low"
678,491,473612,"300K-500K","Low"
679,492,385886,"300K-500K","Low"
682,494,487280,"300K-500K","Low"
706,507,374403,"300K-500K","Low"
709,509,377108,"300K-500K","Low"
710,510,384708,"300K-500K","Low"
719,517,402717,"300K-500K","Low"
722,519,344730,"300K-500K","Low"
727,523,308232,"300K-500K","Low"
731,527,495721,"300K-500K","Low"
734,529,412318,"300K-500K","Low"
735,530,356268,"300K-500K","Low"
737,532,424862,"300K-500K","Low"
738,533,497162,"300K-500K","Low"
742,534,493616,"300K-500K","Low"
743,535,416908,"300K-500K","Low"
746,538,464437,"300K-500K","Low"
747,539,497994,"300K-500K","Low"
750,542,332791,"300K-500K","Low"
762,547,455782,"300K-500K","Low"
768,551,341401,"300K-500K","Low"
771,553,373645,"300K-500K","Low"
779,556,435280,"300K-500K","Low"
781,558,489700,"300K-500K","Low"
796,565,300728,"300K-500K","Low"
797,566,335361,"300K-500K","Low"
800,568,424446,"300K-500K","Low"
802,569,396422,"300K-500K","Low"
807,570,470540,"300K-500K","Low"
809,571,452179,"300K-500K","Low"
810,572,336646,"300K-500K","Low"
811,573,472857,"300K-500K","Low"
815,576,315666,"300K-500K","Low"
826,582,357587,"300K-500K","Low"
827,583,476035,"300K-500K","Low"
829,585,398655,"300K-500K","Low"
838,591,324905,"300K-500K","Low"
839,592,355626,"300K-500K","Low"
840,593,465531,"300K-500K","Low"
841,594,440843,"300K-500K","Low"
851,599,376614,"300K-500K","Low"
854,600,417667,"300K-500K","Low"
862,605,342445,"300K-500K","Low"
865,607,487705,"300K-500K","Low"
870,609,356021,"300K-500K","Low"
871,610,310882,"300K-500K","Low"
875,611,485016,"300K-500K","Low"
878,613,409184,"300K-500K","Low"
883,618,415362,"300K-500K","Low"
896,627,457297,"300K-500K","Low"
901,629,409884,"300K-500K","Low"
903,631,311362,"300K-500K","Low"
908,635,353974,"300K-500K","Low"
912,637,426982,"300K-500K","Low"
915,638,487076,"300K-500K","Low"
920,642,363942,"300K-500K","Low"
923,644,363082,"300K-500K","Low"
930,647,400459,"300K-500K","Low"
932,648,436056,"300K-500K","Low"
933,649,373109,"300K-500K","Low"
937,651,469390,"300K-500K","Low"
938,652,484812,"300K-500K","Low"
944,655,376701,"300K-500K","Low"
945,656,390316,"300K-500K","Low"
948,659,480120,"300K-500K","Low"
951,660,333541,"300K-500K","Low"
952,661,368965,"300K-500K","Low"
954,663,498057,"300K-500K","Low"
958,664,402345,"300K-500K","Low"
959,665,446615,"300K-500K","Low"
962,666,410239,"300K-500K","Low"
964,668,448896,"300K-500K","Low"
967,671,413477,"300K-500K","Low"
969,672,415493,"300K-500K","Low"
972,674,471847,"300K-500K","Low"
974,675,329770,"300K-500K","Low"
981,678,380350,"300K-500K","Low"
982,679,460750,"300K-500K","Low"
983,680,313479,"300K-500K","Low"
990,684,495952,"300K-500K","Low"
992,686,437782,"300K-500K","Low"
995,687,327527,"300K-500K","Low"
997,688,476095,"300K-500K","Low"
998,689,478815,"300K-500K","Low"
1003,692,346035,"300K-500K","Low"
1008,695,359909,"300K-500K","Low"
1012,697,482224,"300K-500K","Low"
1014,699,380462,"300K-500K","Low"
1015,700,401111,"300K-500K","Low"
1025,705,327057,"300K-500K","Low"
1027,706,355655,"300K-500K","Low"
1028,707,346108,"300K-500K","Low"
1031,710,407195,"300K-500K","Low"
1034,713,480199,"300K-500K","Low"
1041,717,424643,"300K-500K","Low"
1043,719,413638,"300K-500K","Low"
1050,721,449133,"300K-500K","Low"
1059,724,404078,"300K-500K","Low"
1060,725,417615,"300K-500K","Low"
1063,726,397214,"300K-500K","Low"
1082,737,311174,"300K-500K","Low"
1090,741,482262,"300K-500K","Low"
1091,742,389084,"300K-500K","Low"
1095,744,345825,"300K-500K","Low"
1096,745,360526,"300K-500K","Low"
1097,746,492509,"300K-500K","Low"
1103,750,332844,"300K-500K","Low"
1113,755,341642,"300K-500K","Low"
1114,756,434069,"300K-500K","Low"
1116,758,374565,"300K-500K","Low"
1119,760,409203,"300K-500K","Low"
1121,762,441695,"300K-500K","Low"
1128,767,424013,"300K-500K","Low"
1132,770,346933,"300K-500K","Low"
1133,771,395024,"300K-500K","Low"
1135,772,399823,"300K-500K","Low"
1136,773,391160,"300K-500K","Low"
1144,777,363424,"300K-500K","Low"
1146,779,455321,"300K-500K","Low"
1149,781,375643,"300K-500K","Low"
1150,782,385178,"300K-500K","Low"
1159,785,368478,"300K-500K","Low"
1162,787,395617,"300K-500K","Low"
1163,788,337717,"300K-500K","Low"
1164,789,343422,"300K-500K","Low"
1169,792,402407,"300K-500K","Low"
1170,793,387090,"300K-500K","Low"
1179,799,394182,"300K-500K","Low"
1185,802,416517,"300K-500K","Low"
1209,815,395468,"300K-500K","Low"
1210,816,494528,"300K-500K","Low"
1218,821,478616,"300K-500K","Low"
1219,822,348764,"300K-500K","Low"
1222,823,305820,"300K-500K","Low"
1225,824,300389,"300K-500K","Low"
1228,825,476100,"300K-500K","Low"
1233,828,416514,"300K-500K","Low"
1235,829,329025,"300K-500K","Low"
1238,831,385430,"300K-500K","Low"
1240,832,492309,"300K-500K","Low"
1243,834,439303,"300K-500K","Low"
1247,836,376857,"300K-500K","Low"
1254,840,483108,"300K-500K","Low"
1,1,576880,"500K-700K","Average"
3,3,525876,"500K-700K","Average"
5,5,554275,"500K-700K","Average"
9,8,574749,"500K-700K","Average"
11,9,622043,"500K-700K","Average"
14,12,584181,"500K-700K","Average"
24,19,542399,"500K-700K","Average"
36,29,525912,"500K-700K","Average"
38,31,572459,"500K-700K","Average"
46,38,607314,"500K-700K","Average"
48,39,539568,"500K-700K","Average"
59,49,549068,"500K-700K","Average"
63,53,544387,"500K-700K","Average"
65,55,571719,"500K-700K","Average"
67,56,606068,"500K-700K","Average"
68,57,529167,"500K-700K","Average"
72,60,520489,"500K-700K","Average"
76,64,523364,"500K-700K","Average"
77,65,513052,"500K-700K","Average"
78,66,516990,"500K-700K","Average"
91,75,542290,"500K-700K","Average"
92,76,535183,"500K-700K","Average"
93,77,615876,"500K-700K","Average"
96,80,575263,"500K-700K","Average"
104,85,528794,"500K-700K","Average"
122,99,506693,"500K-700K","Average"
127,104,524504,"500K-700K","Average"
128,105,588697,"500K-700K","Average"
132,107,609280,"500K-700K","Average"
136,111,567280,"500K-700K","Average"
154,125,508073,"500K-700K","Average"
155,126,613190,"500K-700K","Average"
157,127,635113,"500K-700K","Average"
161,129,546649,"500K-700K","Average"
163,131,639543,"500K-700K","Average"
167,133,541165,"500K-700K","Average"
169,135,543877,"500K-700K","Average"
180,141,526963,"500K-700K","Average"
185,144,525336,"500K-700K","Average"
190,146,687488,"500K-700K","Average"
192,148,576474,"500K-700K","Average"
194,150,621082,"500K-700K","Average"
200,151,685028,"500K-700K","Average"
207,155,566524,"500K-700K","Average"
210,157,505637,"500K-700K","Average"
213,159,687097,"500K-700K","Average"
221,165,528989,"500K-700K","Average"
231,171,553587,"500K-700K","Average"
234,172,530439,"500K-700K","Average"
237,173,695221,"500K-700K","Average"
239,175,545128,"500K-700K","Average"
241,176,673254,"500K-700K","Average"
249,181,515401,"500K-700K","Average"
252,184,501902,"500K-700K","Average"
255,186,573147,"500K-700K","Average"
258,188,506024,"500K-700K","Average"
259,189,641163,"500K-700K","Average"
260,190,527646,"500K-700K","Average"
262,192,668123,"500K-700K","Average"
263,193,534340,"500K-700K","Average"
265,195,682091,"500K-700K","Average"
274,200,561208,"500K-700K","Average"
277,203,505282,"500K-700K","Average"
279,205,556949,"500K-700K","Average"
292,214,588214,"500K-700K","Average"
315,228,589762,"500K-700K","Average"
319,230,544741,"500K-700K","Average"
331,237,591015,"500K-700K","Average"
336,242,514105,"500K-700K","Average"
344,249,519172,"500K-700K","Average"
354,256,578975,"500K-700K","Average"
363,263,535510,"500K-700K","Average"
364,264,624492,"500K-700K","Average"
365,265,564104,"500K-700K","Average"
371,271,502654,"500K-700K","Average"
372,272,590492,"500K-700K","Average"
378,275,684367,"500K-700K","Average"
379,276,686519,"500K-700K","Average"
386,280,610994,"500K-700K","Average"
387,281,645042,"500K-700K","Average"
392,286,575045,"500K-700K","Average"
396,289,675075,"500K-700K","Average"
401,293,554370,"500K-700K","Average"
410,300,534998,"500K-700K","Average"
411,301,563497,"500K-700K","Average"
413,303,608846,"500K-700K","Average"
427,312,529313,"500K-700K","Average"
429,314,676437,"500K-700K","Average"
432,317,599333,"500K-700K","Average"
446,325,576999,"500K-700K","Average"
453,331,530180,"500K-700K","Average"
461,338,548979,"500K-700K","Average"
464,340,609027,"500K-700K","Average"
