OrderId,DateCreatedWoTime,DateCreated,ToState,NextEvent,NextEventWoTime,ToState_r,Duration time,Duration time vk
3AD22DA2-DED9-4E3D-8419-4BBD15E35CC7,2019-02-16 00:00:00.000,2019-02-16 15:15:45.510,9,2019-02-18 09:26:33.640,2019-02-18 00:00:00.000,9.0,42.0,151848.0
BF0FEE26-DAC1-4A60-ADC8-7D2857DF951D,2019-02-04 00:00:00.000,2019-02-04 13:26:18.180,13,2019-02-04 13:30:01.403,2019-02-04 00:00:00.000,13.0,0.0,223.0
9847995C-2C50-4CF1-9B62-FFEC9100DAA8,2019-01-23 00:00:00.000,2019-01-23 14:24:15.473,7,,,7.0,,
07AF0C68-D891-4654-8649-F4B7A2A766D5,2019-03-14 00:00:00.000,2019-03-14 21:23:26.386,0,2019-03-15 08:30:12.263,2019-03-15 00:00:00.000,,11.0,40006.0
C1FA7ED5-27B5-43AD-8B81-2160B483B5CA,2019-02-06 00:00:00.000,2019-02-06 15:30:03.356,15,2019-02-20 10:44:40.946,2019-02-20 00:00:00.000,15.0,331.0,1192477.0
15CBC807-151E-4248-BC88-6FE5D51CCB39,2018-10-26 00:00:00.000,2018-10-26 16:41:25.586,9,2018-10-27 08:16:28.333,2018-10-27 00:00:00.000,9.0,16.0,56103.0
A8D88F15-4641-408E-A612-CC21013D5FEF,2019-05-13 00:00:00.000,2019-05-13 09:16:25.826,7,,,7.0,,
9D2D2812-655A-4188-9B30-8437481B3876,2019-01-09 00:00:00.000,2019-01-09 15:25:31.326,13,2019-01-09 15:31:23.136,2019-01-09 00:00:00.000,13.0,0.0,352.0
CE1F9400-6E3A-402B-A3AF-5B1602D98D10,2018-09-14 00:00:00.000,2018-09-14 09:21:45.516,13,2018-09-14 09:24:07.793,2018-09-14 00:00:00.000,13.0,0.0,142.0
73A3CE50-E313-4A88-950E-E243D17B9C13,2018-12-20 00:00:00.000,2018-12-20 21:39:59.373,1,2018-12-28 10:56:42.550,2018-12-28 00:00:00.000,,181.0,652603.0
03BCC5DC-0CFB-4D87-93CC-3E1510937C3D,2019-03-06 00:00:00.000,2019-03-06 01:29:29.363,0,2019-03-06 08:30:06.863,2019-03-06 00:00:00.000,,7.0,25237.0
37BD4A89-5781-4A85-A6A5-F69A01960955,2019-02-18 00:00:00.000,2019-02-18 09:24:39.420,13,2019-02-18 09:27:11.983,2019-02-18 00:00:00.000,13.0,0.0,152.0
8DD412DE-C513-4CB5-916D-AB6D7B223BE9,2019-04-17 00:00:00.000,2019-04-17 18:44:12.553,6,,,,,
5BBE25C1-0900-49CA-97EE-09C5E73E6180,2019-03-17 00:00:00.000,2019-03-17 14:52:33.746,7,,,7.0,,
6A2F8308-BFE7-43FC-BAC3-A7C1A4D2AE99,2019-05-05 00:00:00.000,2019-05-05 08:00:17.653,1,2019-05-07 13:23:33.946,2019-05-07 00:00:00.000,,53.0,192196.0
EF3029CF-FDA9-4E6E-BA1F-D3B8F7554ABD,2018-10-15 00:00:00.000,2018-10-15 08:58:18.093,7,,,7.0,,
5A6D4A65-35E9-468A-8EC9-F83D9EBDB50D,2019-03-25 00:00:00.000,2019-03-25 10:17:45.550,7,,,7.0,,
D66F9681-4824-4216-B95D-6C25A624D4B6,2018-12-24 00:00:00.000,2018-12-24 09:54:17.893,0,2018-12-24 10:17:37.356,2018-12-24 00:00:00.000,,1.0,1400.0
D71082C7-17ED-40AB-BBBE-E659050609A8,2019-03-25 00:00:00.000,2019-03-25 18:27:51.610,0,2019-03-25 18:30:03.003,2019-03-25 00:00:00.000,,0.0,132.0
93A2A776-C3AC-4E70-A16D-173862497148,2018-10-29 00:00:00.000,2018-10-29 09:59:48.446,10,2018-10-31 07:48:24.560,2018-10-31 00:00:00.000,10.0,46.0,164916.0
0F93B3F5-35EB-4018-838D-1D40773C6300,2018-12-03 00:00:00.000,2018-12-03 09:00:31.180,13,2018-12-03 09:01:00.040,2018-12-03 00:00:00.000,13.0,0.0,29.0
E0ABF352-A9EF-4B85-A3F4-AFD14551258C,2019-05-15 00:00:00.000,2019-05-15 02:07:26.490,13,2019-05-15 09:28:44.773,2019-05-15 00:00:00.000,13.0,7.0,26478.0
58697530-5DAC-4BAF-9D5C-9CAFBAC8E833,2019-04-17 00:00:00.000,2019-04-17 05:47:24.936,13,2019-04-17 05:47:36.060,2019-04-17 00:00:00.000,13.0,0.0,12.0
B31A71DD-AD50-4952-A7DE-30CAE17FA3A0,2018-12-30 00:00:00.000,2018-12-30 11:07:43.843,1,2019-01-02 17:22:14.433,2019-01-02 00:00:00.000,,78.0,281671.0
14BA3F14-FABD-4C6A-9147-FA0FF9A22837,2019-04-10 00:00:00.000,2019-04-10 13:46:27.940,0,2019-04-10 13:50:06.233,2019-04-10 00:00:00.000,,0.0,219.0
8B4C5B1C-692A-4382-B10D-A6B355A72874,2019-05-08 00:00:00.000,2019-05-08 07:41:34.816,7,,,7.0,,
76F0A3CE-247C-4035-8988-516E66DF3B55,2018-12-05 00:00:00.000,2018-12-05 15:50:48.310,15,2018-12-21 17:21:17.853,2018-12-21 00:00:00.000,15.0,386.0,1387829.0
2BAC1357-7BFA-4847-ABF9-2EDC08221631,2019-04-25 00:00:00.000,2019-04-25 02:52:32.983,0,2019-04-25 08:00:18.350,2019-04-25 00:00:00.000,,6.0,18466.0
F2523AD1-6445-4A70-8E81-C706EA88A67D,2018-11-05 00:00:00.000,2018-11-05 09:01:44.940,1,2018-11-30 08:17:36.303,2018-11-30 00:00:00.000,,599.0,2157352.0
26AE689A-3FEF-45B5-A33A-5462BE8C7CA9,2019-01-18 00:00:00.000,2019-01-18 10:56:52.176,7,,,7.0,,
12B516EF-E41D-46F7-9CEE-4AE417886257,2018-11-15 00:00:00.000,2018-11-15 16:31:55.083,9,2018-11-16 09:38:05.426,2018-11-16 00:00:00.000,9.0,17.0,61570.0
4DE643EA-AD7F-42EF-BD50-E0E3391C5365,2018-09-07 00:00:00.000,2018-09-07 14:24:17.546,2,2018-10-02 10:28:22.296,2018-10-02 00:00:00.000,,596.0,2145845.0
28D9A4CA-5AC3-4B1E-B76C-3D36DEAF9967,2018-10-15 00:00:00.000,2018-10-15 13:38:31.163,13,2018-10-15 13:59:34.173,2018-10-15 00:00:00.000,13.0,0.0,1263.0
4EFFD75F-1BE2-42A6-BF30-25D0BC78CBCB,2019-03-11 00:00:00.000,2019-03-11 17:10:13.576,13,2019-03-11 17:10:34.523,2019-03-11 00:00:00.000,13.0,0.0,21.0
EE1ED965-432A-432C-8A6A-9289145FF67D,2019-03-05 00:00:00.000,2019-03-05 13:00:29.083,13,2019-03-05 13:00:38.006,2019-03-05 00:00:00.000,13.0,0.0,9.0
42A7643A-C3E4-487A-AA00-ADF0F931BA05,2019-03-20 00:00:00.000,2019-03-20 03:12:47.490,0,2019-03-20 08:30:06.656,2019-03-20 00:00:00.000,,5.0,19039.0
9060A8BC-FB46-4974-B993-4E5E802D3F8E,2019-05-14 00:00:00.000,2019-05-14 09:05:04.403,2,,,,,
15FD8527-5F47-463D-8D9E-A496B60E5977,2019-01-02 00:00:00.000,2019-01-02 17:19:45.416,15,,,15.0,,
