OrderDate,ProductID,Quantity,Unit Price,Sales,Cost
2020-07-05 00:00:00.000,14,1,579.55,579.55,367.16
2020-09-02 00:00:00.000,4,1,193.55,193.55,139.09
2019-11-20 00:00:00.000,4,1,175.95,175.95,139.09
2019-10-16 00:00:00.000,14,1,458.95,458.95,367.16
2019-04-02 00:00:00.000,14,1,458.95,458.95,367.16
2019-01-01 00:00:00.000,2,1,196.95,196.95,162.68
2020-11-02 00:00:00.000,14,1,579.55,579.55,367.16
2018-11-11 00:00:00.000,2,2,178.95,357.9,325.36
2020-01-02 00:00:00.000,12,1,317.95,317.95,240.79
2020-07-18 00:00:00.000,4,1,193.55,193.55,139.09
2019-02-15 00:00:00.000,11,2,185.95,371.9,281.58
2019-07-03 00:00:00.000,14,2,458.95,917.9,734.32
2019-11-05 00:00:00.000,7,1,275.95,275.95,217.35
2019-11-20 00:00:00.000,16,1,49.95,49.95,39.96
2019-11-18 00:00:00.000,20,2,189.95,379.9,303.92
2019-06-27 00:00:00.000,6,1,285.95,285.95,225.17
2019-05-01 00:00:00.000,12,1,317.95,317.95,240.79
2019-10-22 00:00:00.000,14,1,458.95,458.95,367.16
2020-04-24 00:00:00.000,4,2,193.55,387.1,278.18
2019-08-11 00:00:00.000,13,1,308.95,308.95,247.16
2019-04-15 00:00:00.000,14,1,458.95,458.95,367.16
2019-07-27 00:00:00.000,8,1,162.95,162.95,146.91
2020-09-13 00:00:00.000,14,1,579.55,579.55,367.16
2019-01-14 00:00:00.000,1,1,71.95,71.95,59.05
2020-11-27 00:00:00.000,20,1,239.95,239.95,151.96
2020-05-22 00:00:00.000,16,1,52.95,52.95,39.96
2019-11-06 00:00:00.000,3,1,76.95,76.95,60.83
2020-08-02 00:00:00.000,5,1,98.95,98.95,86.91
2019-08-17 00:00:00.000,14,3,458.95,1376.85,1101.48
2020-08-13 00:00:00.000,20,1,239.95,239.95,151.96
2020-01-06 00:00:00.000,7,1,249.95,249.95,217.35
2019-05-10 00:00:00.000,18,1,119.95,119.95,95.96
2019-12-06 00:00:00.000,6,1,285.95,285.95,225.17
2019-07-19 00:00:00.000,14,2,458.95,917.9,734.32
2019-11-05 00:00:00.000,6,1,285.95,285.95,225.17
2020-09-14 00:00:00.000,14,2,579.55,1159.1,734.32
2020-02-26 00:00:00.000,11,1,185.95,185.95,140.79
2019-11-04 00:00:00.000,20,1,189.95,189.95,151.96
2018-04-15 00:00:00.000,8,1,168.95,168.95,146.91
2018-09-22 00:00:00.000,11,1,168.95,168.95,140.79
2020-10-01 00:00:00.000,14,1,579.55,579.55,367.16
2018-10-30 00:00:00.000,18,1,119.95,119.95,95.96
2018-10-17 00:00:00.000,8,2,168.95,337.9,293.82
2020-10-21 00:00:00.000,14,2,579.55,1159.1,734.32
2019-04-30 00:00:00.000,14,3,458.95,1376.85,1101.48
2019-05-14 00:00:00.000,14,1,458.95,458.95,367.16
2020-10-24 00:00:00.000,3,1,84.65,84.65,60.83
2018-09-04 00:00:00.000,13,2,308.95,617.9,494.32
2019-12-23 00:00:00.000,4,1,175.95,175.95,139.09
2019-12-02 00:00:00.000,20,1,189.95,189.95,151.96
2020-10-02 00:00:00.000,17,1,149.95,149.95,95.16
2020-06-24 00:00:00.000,16,1,52.95,52.95,39.96
2020-10-11 00:00:00.000,20,1,239.95,239.95,151.96
2019-04-29 00:00:00.000,9,1,153.95,153.95,126.32
2020-07-05 00:00:00.000,14,1,579.55,579.55,367.16
2019-11-06 00:00:00.000,4,1,175.95,175.95,139.09
2019-08-09 00:00:00.000,7,1,275.95,275.95,217.35
2018-06-20 00:00:00.000,10,1,154.95,154.95,129.13
2020-03-02 00:00:00.000,4,1,175.95,175.95,139.09
2020-09-28 00:00:00.000,6,1,274.95,274.95,225.17
2020-08-25 00:00:00.000,5,2,98.95,197.9,173.82
2020-08-07 00:00:00.000,20,1,239.95,239.95,151.96
2019-03-04 00:00:00.000,9,1,153.95,153.95,126.32
2020-04-16 00:00:00.000,20,1,239.95,239.95,151.96
2020-08-24 00:00:00.000,14,1,579.55,579.55,367.16
2019-05-01 00:00:00.000,8,1,162.95,162.95,146.91
2019-08-17 00:00:00.000,14,1,458.95,458.95,367.16
2020-05-10 00:00:00.000,6,1,249.95,249.95,225.17
2020-06-13 00:00:00.000,7,1,249.95,249.95,217.35
2020-08-30 00:00:00.000,14,1,579.55,579.55,367.16
2018-03-04 00:00:00.000,18,1,119.95,119.95,95.96
2019-06-03 00:00:00.000,14,1,458.95,458.95,367.16
2020-08-22 00:00:00.000,20,2,239.95,479.9,303.92
2020-07-08 00:00:00.000,14,1,579.55,579.55,367.16
2020-11-07 00:00:00.000,14,1,579.55,579.55,367.16
2020-04-25 00:00:00.000,4,2,193.55,387.1,278.18
2020-06-15 00:00:00.000,3,1,76.95,76.95,60.83
2020-08-26 00:00:00.000,4,1,193.55,193.55,139.09
2018-10-25 00:00:00.000,11,1,168.95,168.95,140.79
2019-12-21 00:00:00.000,14,1,458.95,458.95,367.16
2020-05-12 00:00:00.000,20,1,199.95,199.95,151.96
2019-09-25 00:00:00.000,7,1,275.95,275.95,217.35
2019-10-13 00:00:00.000,20,2,189.95,379.9,303.92
2020-09-16 00:00:00.000,14,2,579.55,1159.1,734.32
2020-07-21 00:00:00.000,16,1,63.55,63.55,39.96
2018-10-10 00:00:00.000,11,1,168.95,168.95,140.79
2020-07-26 00:00:00.000,4,1,193.55,193.55,139.09
2019-04-16 00:00:00.000,5,1,109.95,109.95,86.91
2019-10-15 00:00:00.000,18,1,119.95,119.95,95.96
2019-04-23 00:00:00.000,14,2,458.95,917.9,734.32
2020-05-14 00:00:00.000,14,3,482.95,1448.85,1101.48
2019-10-27 00:00:00.000,5,2,109.95,219.9,173.82
2020-06-20 00:00:00.000,4,1,175.95,175.95,139.09
2020-01-14 00:00:00.000,16,1,52.95,52.95,39.96
2020-06-14 00:00:00.000,6,1,249.95,249.95,225.17
2019-12-23 00:00:00.000,14,1,458.95,458.95,367.16
2020-01-30 00:00:00.000,13,1,324.95,324.95,247.16
2019-08-11 00:00:00.000,13,2,308.95,617.9,494.32
2019-03-07 00:00:00.000,3,1,76.95,76.95,60.83
2020-03-21 00:00:00.000,14,1,482.95,482.95,367.16
