Sale_ID,Date,Store_ID,Product_ID,Units,Cost,Sales,Profit,Loss/Profit,Year,Month
43312,2017-02-14 00:00:00.000,47,6,1,6.99,14.99,8,"Profit",2017,2
43323,2017-02-14 00:00:00.000,9,6,1,6.99,14.99,8,"Profit",2017,2
43326,2017-02-14 00:00:00.000,14,6,1,6.99,14.99,8,"Profit",2017,2
43328,2017-02-14 00:00:00.000,14,6,1,6.99,14.99,8,"Profit",2017,2
43330,2017-02-14 00:00:00.000,39,6,1,6.99,14.99,8,"Profit",2017,2
43331,2017-02-14 00:00:00.000,14,6,1,6.99,14.99,8,"Profit",2017,2
43345,2017-02-14 00:00:00.000,10,6,1,6.99,14.99,8,"Profit",2017,2
43349,2017-02-14 00:00:00.000,6,6,1,6.99,14.99,8,"Profit",2017,2
43350,2017-02-14 00:00:00.000,35,6,1,6.99,14.99,8,"Profit",2017,2
43353,2017-02-14 00:00:00.000,7,6,1,6.99,14.99,8,"Profit",2017,2
43354,2017-02-14 00:00:00.000,49,6,1,6.99,14.99,8,"Profit",2017,2
43356,2017-02-14 00:00:00.000,30,6,1,6.99,14.99,8,"Profit",2017,2
43375,2017-02-14 00:00:00.000,30,6,1,6.99,14.99,8,"Profit",2017,2
43380,2017-02-14 00:00:00.000,44,6,1,6.99,14.99,8,"Profit",2017,2
43384,2017-02-14 00:00:00.000,9,6,1,6.99,14.99,8,"Profit",2017,2
43385,2017-02-14 00:00:00.000,44,6,1,6.99,14.99,8,"Profit",2017,2
43389,2017-02-14 00:00:00.000,44,6,1,6.99,14.99,8,"Profit",2017,2
43404,2017-02-14 00:00:00.000,7,6,1,6.99,14.99,8,"Profit",2017,2
43411,2017-02-14 00:00:00.000,31,6,1,6.99,14.99,8,"Profit",2017,2
43420,2017-02-14 00:00:00.000,46,6,1,6.99,14.99,8,"Profit",2017,2
43423,2017-02-14 00:00:00.000,23,6,1,6.99,14.99,8,"Profit",2017,2
43440,2017-02-14 00:00:00.000,6,6,1,6.99,14.99,8,"Profit",2017,2
43443,2017-02-14 00:00:00.000,43,6,1,6.99,14.99,8,"Profit",2017,2
43444,2017-02-14 00:00:00.000,43,6,1,6.99,14.99,8,"Profit",2017,2
43456,2017-02-14 00:00:00.000,30,6,1,6.99,14.99,8,"Profit",2017,2
43460,2017-02-14 00:00:00.000,5,6,1,6.99,14.99,8,"Profit",2017,2
43465,2017-02-14 00:00:00.000,35,6,1,6.99,14.99,8,"Profit",2017,2
43471,2017-02-14 00:00:00.000,39,6,1,6.99,14.99,8,"Profit",2017,2
43474,2017-02-14 00:00:00.000,27,6,1,6.99,14.99,8,"Profit",2017,2
43476,2017-02-14 00:00:00.000,48,6,1,6.99,14.99,8,"Profit",2017,2
43478,2017-02-14 00:00:00.000,14,6,1,6.99,14.99,8,"Profit",2017,2
43489,2017-02-14 00:00:00.000,43,6,1,6.99,14.99,8,"Profit",2017,2
43490,2017-02-14 00:00:00.000,44,6,1,6.99,14.99,8,"Profit",2017,2
43494,2017-02-14 00:00:00.000,47,6,1,6.99,14.99,8,"Profit",2017,2
43496,2017-02-14 00:00:00.000,27,6,1,6.99,14.99,8,"Profit",2017,2
43501,2017-02-14 00:00:00.000,4,6,1,6.99,14.99,8,"Profit",2017,2
43507,2017-02-14 00:00:00.000,44,6,1,6.99,14.99,8,"Profit",2017,2
43512,2017-02-14 00:00:00.000,6,6,1,6.99,14.99,8,"Profit",2017,2
43516,2017-02-14 00:00:00.000,27,6,1,6.99,14.99,8,"Profit",2017,2
43530,2017-02-14 00:00:00.000,39,6,1,6.99,14.99,8,"Profit",2017,2
43534,2017-02-14 00:00:00.000,14,6,1,6.99,14.99,8,"Profit",2017,2
43537,2017-02-14 00:00:00.000,46,6,1,6.99,14.99,8,"Profit",2017,2
43538,2017-02-14 00:00:00.000,10,6,1,6.99,14.99,8,"Profit",2017,2
43540,2017-02-14 00:00:00.000,26,6,1,6.99,14.99,8,"Profit",2017,2
43541,2017-02-14 00:00:00.000,7,6,1,6.99,14.99,8,"Profit",2017,2
43547,2017-02-14 00:00:00.000,26,6,1,6.99,14.99,8,"Profit",2017,2
43567,2017-02-14 00:00:00.000,23,6,1,6.99,14.99,8,"Profit",2017,2
43570,2017-02-14 00:00:00.000,14,6,1,6.99,14.99,8,"Profit",2017,2
43571,2017-02-14 00:00:00.000,49,6,1,6.99,14.99,8,"Profit",2017,2
43573,2017-02-14 00:00:00.000,6,6,1,6.99,14.99,8,"Profit",2017,2
43577,2017-02-14 00:00:00.000,7,6,1,6.99,14.99,8,"Profit",2017,2
43579,2017-02-14 00:00:00.000,30,6,1,6.99,14.99,8,"Profit",2017,2
43580,2017-02-14 00:00:00.000,49,6,1,6.99,14.99,8,"Profit",2017,2
43582,2017-02-14 00:00:00.000,4,6,1,6.99,14.99,8,"Profit",2017,2
43583,2017-02-14 00:00:00.000,7,6,1,6.99,14.99,8,"Profit",2017,2
43593,2017-02-14 00:00:00.000,49,6,1,6.99,14.99,8,"Profit",2017,2
