ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
13227,1,"36933c04-178c-4c30-a87c-3b1b9430a247",True,1,1,2,False,13218,13230,2,13221,13231,1,1,13586,,2020-03-23 10:31:21.806,2021-01-11 09:53:40.713,1
13228,1,"6e34bc6e-a98f-4e67-afc1-54aba6a66a51",True,1,1,2,False,13218,13251,2,13224,13252,1,1,13588,,2020-03-23 10:31:21.800,2021-01-11 09:53:40.726,1
14656,1,"fe666b35-0aa3-4dd6-a3b9-d49ad0e5982b",True,1,1,1,False,3839,3850,2,13218,13230,1,1,14657,,2020-03-23 10:32:01.640,2021-01-11 10:49:08.476,1
14673,1,"aa754647-312a-4012-816d-68ab7eec1461",True,1,1,1,False,9778,9796,2,13218,13230,1,1,14674,,2020-03-23 10:32:05.456,2021-01-11 09:53:55.550,1
14690,1,"addc7a6c-df8e-459a-aa49-3cdb9cdf5afd",True,1,1,1,False,6220,6231,2,13218,13230,1,1,14691,,2020-03-23 10:32:09.430,2021-01-11 09:54:05.276,1
14707,1,"43a50f42-f49b-4190-a101-0f35ba2e8543",True,1,1,1,False,4687,4697,2,13218,13230,1,1,14708,,2020-03-23 10:32:12.340,2021-01-11 11:07:03.010,1
19314,1,"8b9bfd04-8b4e-41c6-9af5-14266698ede1",True,1,1,1,False,9778,14737,2,19025,19030,1,1,19315,,2020-03-23 14:14:08.110,2021-01-11 09:53:55.550,1
19331,1,"7c51569d-dd03-4ded-8e0a-a3c155f6ba93",True,1,1,1,False,3839,14725,2,19025,19030,1,1,19332,,2020-03-23 14:14:12.056,2021-01-11 10:49:08.463,1
19348,1,"a455fec8-c8e3-4016-8469-3e75a64b7d4e",True,1,1,1,False,6220,6228,2,19025,19030,1,1,19349,,2020-03-23 14:14:17.006,2021-01-11 09:54:05.276,1
19365,1,"8efb5065-088c-4f49-a803-c4ed76f89b70",True,1,1,1,False,4687,4695,2,19025,19030,1,1,19366,,2020-03-23 14:14:22.666,2021-01-11 11:07:03.013,1
