ID,ModelID,Name,IsActive,Type,CrossFilteringBehavior,JoinOnDateBehavior,RelyOnReferentialIntegrity,FromTableID,FromColumnID,FromCardinality,ToTableID,ToColumnID,ToCardinality,State,RelationshipStorageID,RelationshipStorage2ID,ModifiedTime,RefreshedTime,SecurityFilteringBehavior
96,1,"60f165c8-7f1b-4b00-9e3b-fb4e163f1032",True,1,1,2,False,34,247,2,37,259,1,1,4410,,2018-09-17 16:55:37.650,2018-12-02 18:04:59.433,1
97,1,"4d6cb1e1-0228-4449-946b-1421c7811364",True,1,1,2,False,34,255,2,40,266,1,1,4412,,2018-09-17 16:55:37.710,2018-12-02 18:04:59.446,1
25396,1,"edc623f6-353a-4f92-9d38-d03de4098cad",True,1,1,1,False,9572,9581,2,34,247,1,1,25397,,2018-11-26 14:45:55.420,2018-12-02 18:05:42.043,1
25804,1,"68410d43-886b-4bf7-bf9a-2fd7f9289a6a",True,1,1,2,False,25794,25827,2,25800,25828,1,1,26192,,2018-09-18 12:05:26.800,2018-12-02 18:06:59.516,1
28462,1,"daede44c-4614-43f3-8c90-8835ce76eceb",True,1,1,2,False,28452,28485,2,28458,28486,1,1,28866,,2018-09-18 13:13:33.453,2018-12-02 18:06:26.206,1
28914,1,"d1c663ed-f016-4827-a8de-6dff1b34e8f8",True,1,1,2,False,28904,28936,2,28910,28937,1,1,29291,,2018-09-18 13:13:50.146,2018-12-02 18:06:36.293,1
29766,1,"99ba5363-b4c8-466c-93bf-2686dbc8595f",True,1,1,2,False,29760,29778,2,29763,29779,1,1,30050,,2018-09-18 13:13:36.423,2018-12-02 18:07:02.350,1
30084,1,"bba19431-4898-4f4a-b543-772c2a739e2d",True,1,1,2,False,30074,30107,2,30080,30108,1,1,30430,,2018-09-18 13:13:55.076,2018-12-02 18:06:14.636,1
30472,1,"aff6a650-5f06-449c-a0da-db892910d0cc",True,1,1,2,False,30466,30484,2,30469,30485,1,1,30858,,2018-09-18 13:13:30.643,2018-12-02 18:07:09.643,1
31340,1,"0cceb627-f940-41d4-a80f-e8cbcdfdaffb",True,1,1,2,False,31334,31351,2,31337,31352,1,1,31596,,2018-09-18 13:13:45.433,2018-12-02 18:06:33.096,1
31624,1,"e4ec91e0-baf1-4b36-b9de-9be255df744f",True,1,1,2,False,31618,31635,2,31621,31636,1,1,31923,,2018-09-18 13:13:48.223,2018-12-02 18:07:12.706,1
31966,1,"93c2820d-37ff-40e9-a718-99b5ac231fac",True,1,1,2,False,31956,31990,2,31962,31991,1,1,32347,,2018-09-18 13:13:38.413,2018-12-02 18:06:50.243,1
51175,1,"34ee6173-3626-4f65-b068-2fbbb3648985",True,1,1,1,False,9572,24937,2,50398,50402,1,1,51176,,2018-11-26 14:25:34.793,2018-12-02 18:05:57.806,1
216567,1,"c91b3d7c-4433-4fc3-81ec-736e5dc504e3",True,1,1,2,False,29760,216568,2,216564,216569,1,1,216666,,2018-09-25 09:01:27.720,2018-12-02 18:07:02.353,1
217195,1,"ce031cea-dae8-4121-8760-38635f653885",True,1,1,2,False,31334,217196,2,217192,217197,1,1,217294,,2018-09-25 09:01:08.373,2018-12-02 18:06:33.116,1
217475,1,"bc5daee4-554e-4c93-8715-762a5c97aebb",True,1,1,2,False,31618,217476,2,217472,217477,1,1,217574,,2018-09-25 09:00:41.943,2018-12-02 18:07:12.683,1
234384,1,"bfe56dfa-f81e-432a-b856-04e4c9dda5d6",True,1,1,2,False,28904,234385,2,234381,234386,1,1,234480,,2018-09-25 10:08:45.400,2018-12-02 18:06:36.313,1
234499,1,"e6aea071-3f1d-4deb-a7dc-f24afb0f1b3e",True,1,1,2,False,29329,234500,2,234496,234501,1,1,234595,,2018-09-25 10:08:16.156,2018-12-02 18:07:07.770,1
234845,1,"bb62dc1d-6974-4268-a159-8ed07d284c11",True,1,1,2,False,25413,234846,2,234842,234847,1,1,234941,,2018-09-25 10:08:52.453,2018-12-02 18:06:34.183,1
244096,1,"4e53f378-85e8-4483-abfd-d0feedf6c5c6",True,1,1,1,False,29329,216429,2,34,247,1,1,244097,,2018-09-25 10:35:05.046,2018-12-02 18:07:07.780,1
244102,1,"8f011345-f20e-42a2-b30f-ec73234d569d",True,1,1,2,False,29329,29349,2,244099,244103,1,1,244190,,2018-09-25 10:34:19.970,2018-12-02 18:07:07.790,1
244486,1,"5c12b6e1-73b7-417c-81c7-8c78c7bf58e1",True,1,1,1,False,25413,25445,2,50398,50402,1,1,244487,,2018-11-26 14:44:05.490,2018-12-02 18:06:34.186,1
244489,1,"ef4431d2-d7b0-4f82-bc2d-c6ec98dd3d75",True,1,1,1,False,28452,28484,2,50398,50402,1,1,244490,,2018-11-26 14:43:01.043,2018-12-02 18:06:26.183,1
244492,1,"f9ee8a68-0488-4413-936d-f604e43c6203",True,1,1,1,False,28904,28935,2,50398,50402,1,1,244493,,2018-11-26 14:42:56.650,2018-12-02 18:06:36.260,1
244495,1,"2c64d156-d50c-47dd-babd-636c90d6655f",True,1,1,1,False,29329,29347,2,50398,50402,1,1,244496,,2018-11-26 14:43:13.843,2018-12-02 18:07:07.743,1
244498,1,"5442b011-c049-4ac1-b609-59bc2b417103",True,1,1,1,False,30074,30106,2,50398,50402,1,1,244499,,2018-09-25 10:34:42.256,2018-12-02 18:06:14.626,1
244501,1,"e37578a9-d6d6-4945-b28b-12563536a83b",True,1,1,1,False,30466,30482,2,50398,50402,1,1,244502,,2018-09-25 10:34:42.323,2018-12-02 18:07:09.600,1
244504,1,"b786fca1-4147-4aa8-b738-8f0ed902cc46",True,1,1,1,False,30900,30916,2,50398,50402,1,1,244505,,2018-09-25 10:34:42.160,2018-12-02 18:06:39.120,1
244888,1,"e477a4d2-97e2-4d64-a319-874ecd8a5c4f",True,1,1,2,False,30900,30919,2,244885,244889,1,1,244976,,2018-09-25 10:36:04.993,2018-12-02 18:06:39.150,1
245202,1,"30beb7d6-650c-4737-8e77-084139863311",True,1,1,2,False,25413,25446,2,245199,245203,1,1,245290,,2018-09-25 10:36:12.610,2018-12-02 18:06:34.173,1
245517,1,"0a1a6592-06b2-42f7-9f81-55a16a424daa",True,1,1,1,False,30900,217057,2,34,247,1,1,245518,,2018-09-25 10:39:55.073,2018-12-02 18:06:39.126,1
245534,1,"39d26080-eb6e-4a46-891e-8af1d1779da1",True,1,1,1,False,30466,216823,2,34,247,1,1,245535,,2018-09-25 10:43:32.340,2018-12-02 18:07:09.620,1
246539,1,"38661e93-8b7e-4602-abe5-963998813b55",True,1,1,2,False,30900,246549,2,246536,246550,1,1,246644,,2018-09-25 13:55:09.973,2018-12-02 18:06:39.170,1
298453,1,"770734bd-5356-4e61-bfe2-d3ec3a79876a",True,1,1,1,False,28904,216311,2,34,247,1,1,298454,,2018-09-25 16:27:26.586,2018-12-02 18:06:36.283,1
298487,1,"0d9e8753-104b-4f4b-9497-5eb34d0b1b25",True,1,1,1,False,25413,216941,2,34,247,1,1,298488,,2018-09-25 16:28:42.290,2018-12-02 18:06:34.153,1
298504,1,"fc2f7098-f30a-4e97-b7d5-c4dcaf75c109",True,1,1,1,False,31956,217591,2,34,247,1,1,298505,,2018-09-25 16:29:12.510,2018-12-02 18:06:50.250,1
430855,1,"aa6436f5-d226-48c7-8063-ffcf800d8fa9",True,1,1,2,False,30466,430866,2,430852,430867,1,1,430961,,2018-11-12 13:32:24.450,2018-12-02 18:07:09.616,1
556856,1,"227ed015-687a-4d19-94bb-421cb8153d7d",True,1,1,2,False,556843,556882,2,556849,556883,1,1,557277,,2018-11-26 14:39:20.216,2018-12-02 18:06:51.926,1
558456,1,"2ad2be0c-37aa-49ec-beb8-f90bda7099f5",True,1,1,1,False,556843,556867,2,50398,50402,1,1,558457,,2018-11-26 14:44:17.316,2018-12-02 18:06:51.936,1
576342,1,"4baa6b33-e0be-4c3a-844b-fb6c9ca48fcb",True,1,1,1,False,556843,556890,2,34,247,1,1,576343,,2018-11-28 15:40:23.486,2018-12-02 18:06:51.890,1
576348,1,"011aacb1-066d-4a01-a5b7-df2e9dbd9473",True,1,1,2,False,556843,556870,2,576345,576349,1,1,576436,,2018-11-28 15:40:23.496,2018-12-02 18:06:51.963,1
576673,1,"955f8550-2153-4c52-8eed-bbb3aea56107",True,1,1,1,False,30074,216708,2,34,247,1,1,576674,,2018-11-28 15:41:11.596,2018-12-02 18:06:14.650,1
576690,1,"35261e97-98f2-4993-b27a-1a09b0066904",True,1,1,1,False,28452,216196,2,34,247,1,1,576691,,2018-11-28 15:41:47.193,2018-12-02 18:06:26.173,1
576863,1,"11e5edc8-2c79-4cba-a1c7-c80f2db28301",True,1,1,1,False,25794,25826,2,50398,50402,1,1,576864,,2018-11-28 15:45:52.390,2018-12-02 18:06:59.493,1
577092,1,"14ce3f06-aad6-4c32-b0ff-cb71d52df2ac",True,1,1,1,False,25794,217336,2,34,247,1,1,577093,,2018-11-28 15:46:27.200,2018-12-02 18:06:59.500,1
577109,1,"e191f171-e1c9-46ea-9d09-64081c2fc1b1",True,1,1,1,False,31956,31988,2,50398,50402,1,1,577110,,2018-11-28 15:47:06.316,2018-12-02 18:06:50.236,1
