CO_MUNICIPIO,CO_UF,DS_REGIAO,IN_NECESSIDADE_ESPECIAL,SIGLA_UF,NO_MUNICIPIO,REDE,NOTA_IDEB,UF,NM_MUNICIPIO,NUM_POPULACAO,CO_MUNICIPIO_IBGE,VL_RECEITA_REALIZADA,VL_RECEITA_ORCADA,VL_DOTACAO_ATUALIZADA_EDUCACAO,VL_DESPESA_EMPENHADA_EDUCACAO,VL_DESPESA_LIQUIDADA_EDUCACAO,VL_DESPESA_PAGA_EDUCACAO,VL_DESPESA_ORCADA_EDUCACAO,VL_DESPESA_PAG_ED_CID,VL_RECEITA_CID,DS_INFRA,PERC_INFRA,DS_FORMACAO_DOCENTE,PERC_FORMACAO_DOCENTE
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_ESGOTO_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_BIBLIOTECA_SALA_LEITURA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_BANHEIRO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_REFEITORIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_COMPUTADOR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_INTERNET",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_BANDA_LARGA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_ALIMENTACAO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_PATIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_AREA_VERDE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_LABORATORIO_INFORMATICA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_ENERGIA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3103207,31,"SUDESTE",0,"MG","Araçaí","Pública",3.8,"MG","Araçaí",2368,310320,11849665.34,17728750,4542701,2720033.66,2657072.63,2636565.36,0,1113.41,5004.08,"IN_DEPENDENCIAS_PNE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_ESGOTO_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_BIBLIOTECA_SALA_LEITURA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_BANHEIRO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_REFEITORIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_AUDITORIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_COMPUTADOR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_INTERNET",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_BANDA_LARGA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_ALIMENTACAO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_LABORATORIO_CIENCIAS",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_ENERGIA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_QUADRA_ESPORTES",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3109501,31,"SUDESTE",0,"MG","Cabo Verde","Pública",3.8,"MG","Cabo Verde",14330,310950,26362148.27,29500000,7185775.57,6560411.62,6517584.69,6495254.65,0,453.26,1839.65,"IN_TP_AEE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_ESGOTO_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_BIBLIOTECA_SALA_LEITURA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_BANHEIRO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_COMPUTADOR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_INTERNET",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_BANDA_LARGA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_ALIMENTACAO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_LABORATORIO_CIENCIAS",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_LABORATORIO_INFORMATICA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_ENERGIA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_QUADRA_ESPORTES",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3120409,31,"SUDESTE",0,"MG","Cristiano Otoni","Pública",3.8,"MG","Cristiano Otoni",5225,312040,14260755.77,19115647.2,4825590,4778753.72,4765816.14,4764246.84,0,911.82,2729.33,"IN_DEPENDENCIAS_PNE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_ESGOTO_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_BIBLIOTECA_SALA_LEITURA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_BANHEIRO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_AUDITORIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_COMPUTADOR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_INTERNET",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_BANDA_LARGA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_ALIMENTACAO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_PATIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_LABORATORIO_CIENCIAS",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_LABORATORIO_INFORMATICA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_ENERGIA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_QUADRA_ESPORTES",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_TP_AEE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3122504,31,"SUDESTE",0,"MG","Dom Cavati","Pública",3.8,"MG","Dom Cavati",5247,312250,13708221.27,24000000,6043694.77,3877608.69,3860756.18,3826660.44,0,729.3,2612.58,"IN_TP_ATIVIDADE_COMPLEMENTAR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_AGUA_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_AGUA_FILTRADA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_ESGOTO_EXISTENTE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_BIBLIOTECA_SALA_LEITURA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_BANHEIRO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_REFEITORIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_COMPUTADOR",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_INTERNET",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_BANDA_LARGA",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_ALIMENTACAO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_PATIO",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
3125606,31,"SUDESTE",0,"MG","Felisburgo","Pública",3.8,"MG","Felisburgo",7431,312560,15579358.49,26741802,4532941.22,4262083.58,4192529.75,4134000.98,0,556.32,2096.54,"IN_AREA_VERDE",100,"IN_02_ENSINO_MEDIO_COMPLETO",100
